FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Javier,Manquillo,DEF,SUN,4500000,0,10,1.4,3.11111111111111E-07,2.22222222222222E-06,0,1491,1,12,0,0,0,0,0,2.2,144,0,0,10,0,0,0,0,0,0,0,0,0,0,2171,0,0,0,0,630,23,0,0,61,Liverpool,Leicester,Swansea,Chelsea,Watford,1.2,0.9,0.9,0.9,1.1,0.7,0.7,1.8,1.3,0.8,1.1,1,1.2,0.7,0.8,0.8,1.2,0.7,0.7,0.8,1.8,1.4,1.5,0.9,1,0.7
,Marc Wilson,DEF,BOU,4000000,0,0,0,0,0,0,35298,0,0,0,0,0,0,0,0,1388,0,0,0,0,0,0,0,0,0,0,0,0,1.6,30783,0,14,0,0,0,252,0,0,0,Arsenal,Liverpool,Burnley,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0,0,0,0,7489,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0.5,21143,0,0,0,0,0,368,0,0,0,Stoke,West Brom,Everton,Man City,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazar,Markovic,MID,LIV,5400000,0,0,0,0,0,0,2947,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,6,0,0,0,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Marney,MID,BUR,4500000,2,28,2.3,5.11111111111111E-07,6.22222222222222E-06,0,28857,3,18,0,0,0,0,0,6.2,2449,0,0,28,0,0.4,0,1.7,1,0,3,0,1,1,53853,0,0,0,0,1061,644,0,0,154,Man City,Stoke,Bournemouth,West Ham,Tottenham,1.5,1.2,2.4,1.2,1.2,2.2,2.8,1.2,2,1.2,2.9,1.2,1.7,1.2,1.4,1.2,1.6,1.9,1.9,1.5,1.2,2.2,1.2,1.9,1.2,2
David,Marshall,GLK,HUL,4500000,1,14,2,4.44444444444444E-07,3.11111111111111E-06,0,2185,0,20,0,27,0,0,0,3.1,177,0,0,14,0,0.5,0,2.3,0,0,0,0,0,0.1,5117,0,0,0,0,630,337,0,0,116,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,1.6,1.7,1.8,1.5,2.5,1.3,1.7,1.7,2.3,1.2,1.2,2.7,2.6,1.9,1,1.5,1.2,2.7,1.4,1.3,2.2,1.7,1.8,1.4,2,1.7
Anthony,Martial,MID,MUN,9300000,3,27,0.75,8.06451612903226E-08,2.90322580645161E-06,0,280564,0,4,0,0,0,1,0,2.9,1165,-2,0,27,2,0.1,0,1,3,0,2,0,2,2.6,95325,0,593,0,1,383,116,0,0,78,West Ham,Everton,Tottenham,Crystal Palace,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Cuco,Martina,DEF,SOU,4300000,0,13,0.361111111111111,8.39793281653747E-08,3.02325581395349E-06,0,14295,0,4,0,0,0,0,0,3,3441,-2,0,13,2,0.1,0,0.3,0,0,1,0,0,0.6,30623,0,203,0,0,346,228,0,0,69,Everton,Crystal Palace,Middlesbrough,Stoke,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bruno,Martins Indi,DEF,STK,4900000,2,24,2.7,5.51020408163265E-07,4.89795918367347E-06,0,2478,0,13,0,0,0,0,0,4.9,359,-1,0,24,1,0.4,0,2,2,0,2,0,0,0.2,7136,0,0,0,0,810,189,0,0,154,Watford,Burnley,Arsenal,Southampton,Leicester,2.5,3,3.8,2.9,2.4,3.4,2,2.7,2,2,2.7,2.7,2.8,2.3,2.3,2.2,2.3,1.6,2,3.8,2.6,2.8,3.8,2.7,3.4,2.8
Ryan,Mason,MID,HUL,4900000,2,18,0.5,1.02040816326531E-07,3.6734693877551E-06,0,3454,3,19,0,0,0,1,0,3.7,154,-1,0,18,1,0.3,0,1.7,0,0,0,0,0,0.1,3430,0,147,0,0,637,41,0,0,96,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Arthur,Masuaku,DEF,WHU,4700000,0,11,2.2,4.68085106382979E-07,2.34042553191489E-06,0,23160,1,13,0,0,0,0,0,2.3,190,-3,1,11,3,0,0,0,1,0,1,0,1,0.2,17471,0,0,0,0,436,7,-1,0,107,Man Utd,Arsenal,Liverpool,Burnley,Hull City,1.2,2.9,2.4,2.4,2.1,1.8,1.1,1.6,2.3,1.7,1.7,1.8,2.1,1.6,1.9,1.7,2,1.8,2.7,2,1.2,2.2,2.2,2.2,3.2,1.2
Juan,Mata,MID,MUN,7500000,10,45,4.5,6E-07,6E-06,0,118595,2,7,0,0,0,3,0,6.1,2233,0,-1,45,0,0.6,0,4.7,6,0,5,0,1,3.7,176339,0,586,0,1,681,49713,1,0,209,West Ham,Everton,Tottenham,Crystal Palace,West Brom,4.8,3.8,4.6,4.5,4.3,6.3,5.2,3.7,3.7,4.6,4.7,4.7,5.2,3.5,5.5,4.2,5.4,4.5,5.4,5.4,4.1,4,4.9,3.6,3.6,4.4
Nemanja,Matic,MID,CHE,5100000,3,47,3.9,7.64705882352941E-07,9.2156862745098E-06,0,87994,2,9,0,0,0,0,0,9.2,9489,1,0,47,-1,0.8,0,4,0,0,7,0,6,4.8,161340,0,373,0,0,1045,14013,0,0,233,Tottenham,Man City,West Brom,Sunderland,Crystal Palace,3.8,2.7,3.8,4.3,3.4,4.6,3.9,2.7,3.6,3.9,2,2.8,3,4.1,2.8,4.4,3.5,3.7,3.2,2.8,3.6,4.1,2.9,4.3,3.3,5.4
Joel,Matip,DEF,LIV,5500000,6,33,3.3,6E-07,6E-06,0,44669,1,9,0,0,0,1,0,6,1509,0,-1,33,0,0.9,0,5,1,0,2,0,0,3.1,79483,0,0,0,0,900,16223,1,0,191,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,3.5,3.1,4.9,3.2,2.4,4.4,3.3,2.3,2.2,3.7,3.5,3.3,4,1.8,4.5,4.3,2.5,4,4.8,3.9,3.2,4.1,2.9,4.3,3.8,3.5
Adam,Matthews,DEF,SUN,4000000,0,0,0,0,0,0,1123,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,4,0,0,0,5,0,0,0,Liverpool,Leicester,Swansea,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Mawson,DEF,SWA,4500000,0,7,0.194444444444444,4.32098765432099E-08,1.55555555555556E-06,0,374,0,6,0,0,0,0,0,1.6,65,0,0,7,0,0,0,0,1,0,1,0,0,0,823,1,0,0,0,270,20,0,0,67,Crystal Palace,Tottenham,Sunderland,West Brom,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dieumerci,Mbokani,FWD,HUL,5500000,2,10,0.277777777777778,5.05050505050505E-08,1.81818181818182E-06,0,3807,0,7,0,0,0,0,0,1.8,259,0,0,10,0,0.2,0,1.3,0,0,1,0,1,0.1,5518,0,0,0,0,276,458,0,0,26,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,McArthur,MID,CRY,5000000,2,48,4.8,9.6E-07,9.6E-06,0,46964,2,18,0,0,0,4,0,9.6,7546,0,0,48,0,1.2,0,6,7,0,0,0,1,2.5,138091,0,282,0,1,834,11861,0,0,189,Swansea,Southampton,Hull City,Man Utd,Chelsea,5.9,5,5.4,5.4,4.2,5.2,4.3,5,4.5,5.6,4.5,6.6,5.4,5.3,5,4.7,5.4,3.9,4.9,3.5,6.8,3.1,6.3,4.2,4.8,5.5
Gareth,McAuley,DEF,WBA,4700000,6,45,3.8,8.08510638297872E-07,9.57446808510638E-06,0,232653,0,15,0,0,0,2,0,9.6,7854,2,0,45,-2,0.6,0,2.7,2,0,3,0,0,25.7,790411,0,339,0,1,1080,34549,0,0,198,Hull City,Watford,Chelsea,Swansea,Man Utd,4.6,4.5,3.4,4.2,3.5,5.3,4.5,4.4,3.9,3.9,4.4,5,4.8,5.5,4.6,3.4,4.9,3.3,4,4.8,5.5,3.6,4.1,3.4,3.9,4.6
Oliver,McBurnie,FWD,SWA,4500000,0,1,0.0277777777777778,6.17283950617284E-09,2.22222222222222E-07,0,3415,0,0,0,0,0,0,0,0.2,162,0,0,1,0,0,0,0,0,0,0,0,0,0.1,5065,0,0,0,0,5,110,0,0,3,Crystal Palace,Tottenham,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,McCarthy,GLK,SOU,4400000,0,0,0,0,0,0,4220,0,0,0,0,0,0,0,0,129,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,588,0,82,0,0,0,11,0,0,0,Everton,Crystal Palace,Middlesbrough,Stoke,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,MID,EVE,4800000,1,5,0.138888888888889,2.89351851851852E-08,1.04166666666667E-06,0,10605,1,4,0,0,0,0,0,1,51,-2,0,5,2,0.1,0,0.3,0,0,0,0,0,0.2,1846,0,365,0,0,232,43,0,0,28,Southampton,Man Utd,Watford,Arsenal,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,McClean,MID,WBA,5000000,1,27,2.7,5.4E-07,5.4E-06,0,10286,4,10,0,0,0,1,0,5.4,245,0,0,27,0,0.1,0,0.7,1,0,2,0,2,0.2,8112,0,336,0,0,608,201,0,0,103,Hull City,Watford,Chelsea,Swansea,Man Utd,2.2,2.4,1.4,2.1,2.4,1.6,1.9,2.1,1.6,3.1,2.7,2,1.7,2.5,1.9,1.7,1.4,2.2,2.1,2.2,1.5,1.6,3.2,1.8,1.7,2.4
Luke,McGee,GLK,TOT,4000000,0,0,0,0,0,0,1994,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2545,0,0,0,0,0,71,0,0,0,Chelsea,Swansea,Man Utd,Hull City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan,McGregor,GLK,HUL,4400000,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,23,-1,0,0,1,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,2,0,0,0,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum,McManaman,MID,WBA,4300000,0,0,0,0,0,0,5664,0,0,0,0,0,0,0,0,266,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3365,0,27,0,0,0,227,0,0,0,Hull City,Watford,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,McNair,DEF,SUN,4300000,6,12,0.333333333333333,7.75193798449612E-08,2.7906976744186E-06,0,10958,0,9,0,0,0,0,0,2.8,923,-2,0,12,2,0.6,0,2.7,0,0,1,0,0,0.3,4406,1,28,0,0,353,143,0,0,58,Liverpool,Leicester,Swansea,Chelsea,Watford,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sam,McQueen,MID,SOU,4400000,0,8,0.222222222222222,5.05050505050505E-08,1.81818181818182E-06,0,1619,0,2,0,0,0,0,0,1.8,249,-1,1,8,1,0.1,0,0.3,0,0,0,0,1,0.1,3552,0,0,0,0,180,44,-1,0,50,Everton,Crystal Palace,Middlesbrough,Stoke,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Mee,DEF,BUR,4500000,0,30,2.5,5.55555555555556E-07,6.66666666666667E-06,0,21371,1,19,0,0,0,0,0,6.7,2616,0,0,30,0,0.5,0,2.3,0,0,3,0,1,1.3,45521,1,0,0,0,1080,1524,0,0,217,Man City,Stoke,Bournemouth,West Ham,Tottenham,2.3,2.3,3.5,2.6,1.5,2.5,2.5,1.3,3.1,2.9,2.6,1.6,2.5,1.9,1.9,2.5,1.2,2.8,3.2,1.8,1.2,2.2,2.1,2.8,1.7,3.8
Nampalys,Mendy,MID,LEI,4400000,0,0,0,0,0,0,28326,1,0,0,0,0,0,0,0,292,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,2419,0,0,0,0,52,9,0,0,-1,Middlesbrough,Sunderland,Man City,Bournemouth,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Per,Mertesacker,DEF,ARS,4900000,0,0,0,0,0,0,4291,0,0,0,0,0,0,0,0,65,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,629,0,265,0,0,0,22,0,0,0,Bournemouth,West Ham,Stoke,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Meyler,MID,HUL,4500000,1,22,0.611111111111111,1.35802469135802E-07,4.88888888888889E-06,0,11943,1,18,0,0,0,1,0,4.9,676,0,0,22,0,0.2,0,0.7,0,0,1,0,0,0.3,14053,0,0,0,0,673,80,0,0,129,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Matt,Miazga,DEF,CHE,4400000,0,0,0,0,0,0,3560,0,0,0,0,0,0,0,0,33,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,388,0,18,0,0,0,3,0,0,0,Tottenham,Man City,West Brom,Sunderland,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Mignolet,GLK,LIV,4800000,0,16,0.444444444444444,9.25925925925926E-08,3.33333333333333E-06,0,97182,0,8,0,10,0,0,0,3.3,2766,-2,0,16,2,0,0,0,1,0,0,0,0,2,65210,0,340,1,0,450,238,0,0,81,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Mika,GLK,SUN,4500000,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,5,0,0,0,Liverpool,Leicester,Swansea,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Obi,Mikel,MID,CHE,4400000,0,0,0,0,0,0,4445,0,0,0,0,0,0,0,0,75,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1789,0,209,0,0,0,34,0,0,0,Tottenham,Man City,West Brom,Sunderland,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Milner,MID,LIV,6600000,3,53,1.47222222222222,2.23063973063973E-07,8.03030303030303E-06,0,211112,1,9,0,0,0,4,0,8,15225,1,0,53,-1,0.3,0,1.7,9,0,2,0,1,5.3,349877,0,508,0,3,881,14817,0,0,253,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,1.4,0.7,0.9,0.9,0.7,0.9,0.7,0.9,0.7,0.9,0.7,0.7,0.8,0.7,0.7,1.3,0.7,1.1,1.1,0.7,0.7,0.8,0.7,0.9,0.7,1
Tyrone,Mings,DEF,BOU,4500000,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,1,0,0,0,33,0,0,0,Arsenal,Liverpool,Burnley,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Mirallas,MID,EVE,6200000,0,33,0.916666666666667,1.47849462365591E-07,5.32258064516129E-06,0,194021,1,8,0,0,0,1,0,5.3,4745,-3,0,33,3,0.2,0,1.3,1,0,3,0,2,1.8,201730,0,245,0,0,685,159,0,0,105,Southampton,Man Utd,Watford,Arsenal,Liverpool,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5
Henrikh,Mkhitaryan,MID,MUN,8900000,0,4,0.111111111111111,1.24843945068664E-08,4.49438202247191E-07,0,234392,0,2,0,0,0,0,0,0.4,409,-6,0,4,6,0,0,0,0,0,0,0,0,1.3,6962,0,0,0,0,107,2146,0,0,8,West Ham,Everton,Tottenham,Crystal Palace,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Nacho,Monreal,DEF,ARS,5900000,2,38,3.5,5.93220338983051E-07,6.44067796610169E-06,0,141434,1,11,0,0,0,0,0,6.4,2372,-1,0,38,1,0.2,0,1.3,4,0,4,0,0,4.2,65986,0,511,0,0,973,10225,0,0,224,Bournemouth,West Ham,Stoke,Everton,Man City,4.8,4.6,4.3,3.2,3.4,3.7,3.9,4,4.2,4.2,3.8,3.2,3.7,4.2,4.5,3.5,4.1,3,4.8,4.6,4.1,3.3,3.6,2.9,4.8,3.9
Jefferson,Montero,MID,SWA,5000000,0,5,0.138888888888889,2.77777777777778E-08,1E-06,0,7542,0,2,0,0,0,0,0,1,56,-5,0,5,5,0.1,0,0.3,0,0,0,0,0,0.1,1805,0,202,0,0,165,16,0,0,31,Crystal Palace,Tottenham,Sunderland,West Brom,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alberto,Moreno,DEF,LIV,4600000,0,8,0.222222222222222,4.83091787439613E-08,1.73913043478261E-06,0,132523,1,5,0,0,0,0,0,1.7,2514,-4,0,8,4,0.4,0,1.7,1,0,0,0,1,1.8,14128,0,394,0,0,200,379,0,0,46,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wes,Morgan,DEF,LEI,5000000,1,34,2.8,5.6E-07,6.8E-06,0,493923,0,20,0,0,0,1,0,6.8,22848,0,0,34,0,0.3,0,1.3,0,0,3,0,0,18.7,251829,0,549,0,0,1080,4338,0,0,188,Middlesbrough,Sunderland,Man City,Bournemouth,Stoke,2.9,1.5,2.7,2.1,2.8,3.4,4.2,2.2,2.9,2.3,1.5,2.6,2.3,4.2,3.2,3.3,2.9,3.7,2.9,1.6,2.6,3.3,2.2,3.3,1.7,4
James,Morrison,MID,WBA,4600000,8,21,0.583333333333333,1.26811594202899E-07,4.56521739130435E-06,0,3299,2,3,0,0,0,2,0,4.6,372,-4,0,21,4,1.2,0,5.7,2,0,1,0,0,0.2,8420,0,266,0,0,287,5901,0,0,80,Hull City,Watford,Chelsea,Swansea,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Victor,Moses,MID,CHE,5600000,3,37,3.4,6.07142857142857E-07,6.60714285714286E-06,0,22420,1,0,0,0,0,2,0,6.6,5481,1,0,37,-1,0.7,0,4,2,0,6,0,1,1.8,86563,0,127,0,1,581,16298,0,0,150,Tottenham,Man City,West Brom,Sunderland,Crystal Palace,3.1,2.1,3.1,3.5,2.8,3.8,3.2,2.1,2.9,3.2,1.7,2.2,2.4,3.3,2.2,3.6,2.8,3,2.6,2.2,2.9,3.3,2.3,3.5,2.6,4.5
Lys,Mousset,FWD,BOU,5200000,0,1,0.0277777777777778,5.34188034188034E-09,1.92307692307692E-07,0,2482,0,0,0,0,0,0,0,0.2,75,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,886,0,0,0,0,15,39,0,0,0,Arsenal,Liverpool,Burnley,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Muniesa,DEF,STK,4200000,0,1,0.0277777777777778,6.61375661375661E-09,2.38095238095238E-07,0,3664,0,0,0,0,0,0,0,0.2,89,-3,1,1,3,0,0,0,0,0,0,0,0,0.1,952,0,111,0,0,16,33,-1,0,8,Watford,Burnley,Arsenal,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,Musa,FWD,LEI,7000000,1,26,0.722222222222222,1.03174603174603E-07,3.71428571428571E-06,0,373509,1,9,0,0,0,2,0,3.7,10841,-5,0,26,5,0.5,0,3.7,5,0,1,0,0,4,72018,0,0,0,0,447,1612,0,0,83,Middlesbrough,Sunderland,Man City,Bournemouth,Stoke,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Shkodran,Mustafi,DEF,ARS,6000000,2,30,3.3,5.5E-07,5E-06,0,26700,1,7,0,0,0,0,0,5,2278,0,0,30,0,0.3,0,2,2,0,3,0,0,1.9,83295,0,0,0,0,810,7050,0,0,184,Bournemouth,West Ham,Stoke,Everton,Man City,4.4,4.3,4,2.9,3.1,3.4,3.6,3.7,3.9,3.9,3.5,2.9,3.4,3.8,4.3,3.2,3.7,2.8,4.5,4.2,3.7,3,3.3,2.6,4.4,3.5
Jordon,Mutch,MID,CRY,4300000,0,1,0.0277777777777778,6.45994832041344E-09,2.32558139534884E-07,0,4155,0,1,0,0,0,0,0,0.2,178,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,2409,0,54,0,0,9,74,0,0,7,Swansea,Southampton,Hull City,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4200000,0,0,0,0,0,0,29574,0,0,0,0,0,0,0,0,739,-3,0,0,3,0,0,0,0,0,0,0,0,0.6,1849,0,218,0,0,0,56,0,0,0,Hull City,Watford,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samir,Nasri,MID,MCI,6400000,0,1,1,1.5625E-07,1.5625E-07,0,11948,0,0,0,0,0,0,0,0.2,37,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,877,0,164,0,0,16,6,0,0,0,Burnley,Chelsea,Leicester,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,Naughton,DEF,SWA,4500000,1,24,2.2,4.88888888888889E-07,5.33333333333333E-06,0,32118,2,17,0,0,0,0,0,5.3,961,0,0,24,0,0.2,0,0.7,3,0,2,0,0,1.1,28889,0,239,0,0,940,1192,0,0,188,Crystal Palace,Tottenham,Sunderland,West Brom,Middlesbrough,2,1.8,1.6,2.1,2,3,2.5,2.4,2.6,2.7,2.1,1.6,1.7,1.5,2.1,2.2,2,1.5,1.9,2.9,1.9,2.2,1.4,1.9,1.5,1.8
Jesus,Navas,MID,MCI,6200000,0,14,0.388888888888889,6.27240143369176E-08,2.25806451612903E-06,0,33459,0,4,0,0,0,0,0,2.3,503,-3,0,14,3,0.2,0,1.3,0,0,1,0,1,0.6,11905,0,408,0,0,286,133,0,0,54,Burnley,Chelsea,Leicester,Watford,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Didier,Ndong,MID,SUN,4800000,3,15,1.7,3.54166666666667E-07,3.125E-06,0,572,3,13,0,0,0,0,0,3.1,39,-2,0,15,2,0.4,0,2,0,0,1,0,0,0,731,0,0,0,0,738,30,0,0,102,Liverpool,Leicester,Swansea,Chelsea,Watford,0.8,1.8,1,0.9,1.2,0.9,0.8,0.8,1,0.8,1,0.9,1.1,0.8,0.8,1.2,1.6,0.8,0.9,1.2,1.1,0.8,1.3,0.9,1.1,0.8
Alvaro,Negredo,FWD,MID,6200000,2,40,3.3,5.32258064516129E-07,6.45161290322581E-06,0,1007247,0,12,0,0,0,1,0,6.3,24218,-3,1,40,3,0.5,0,3,5,0,3,0,3,12,943465,0,0,0,1,976,6827,-1,0,96,Leicester,Hull City,Southampton,Liverpool,Swansea,3.2,4.1,3.3,3.8,3.5,3.2,3.2,4.1,3.2,3.8,3.2,3.1,3.6,4.3,3.8,3.7,3,4.2,4.6,4.1,2.7,2.8,3.5,2.7,3.2,3.5
