FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
,Nsue,DEF,MID,4300000,0,10,0.37037037037037,8.61326442721792E-08,2.32558139534884E-06,0,17363,0,5,0,0,0,0,0,2.3,1093,-2,0,10,2,0,0,0,0,0,1,0,0,0.3,7320,0,0,0,0,320,89,0,0,49,Bournemouth,Man City,Chelsea,Leicester,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
David,Nugent,FWD,MID,4700000,0,4,0.148148148148148,3.15208825847124E-08,8.51063829787234E-07,0,22350,0,0,0,0,0,0,0,0.9,672,-3,0,4,3,0,0,0,0,0,0,0,0,0.4,6516,0,0,0,0,43,336,0,0,11,Bournemouth,Man City,Chelsea,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Allan-Romeo,Nyom,DEF,WBA,4300000,1,6,1.2,2.7906976744186E-07,1.3953488372093E-06,0,21998,2,5,0,0,0,0,0,1.4,688,-2,0,6,2,0.4,0,1.7,0,0,0,0,0,0.6,6348,0,275,0,0,383,531,0,0,33,Man City,Leicester,Burnley,Hull City,Watford,0.6,0.6,1,0.9,0.6,0.6,0.6,0.6,1.7,0.7,0.6,0.7,0.8,0.7,1.1,1.1,1.2,0.9,0.6,1.6,0.6,0.7,0.9,1.4,0.6,0.8,0.6,0.7,0.7
Pedro,Obiang,MID,WHU,4400000,3,7,0.259259259259259,5.89225589225589E-08,1.59090909090909E-06,0,6760,2,1,0,0,0,0,0,1.6,262,-1,0,7,1,0.5,0,2.3,0,0,2,0,0,0.3,3523,0,163,0,0,272,384,0,0,58,Everton,Stoke,Tottenham,Man Utd,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Moses,Odubajo,DEF,HUL,4400000,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,5,0,0,0,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo,Ogbonna,DEF,WHU,4800000,8,17,2.8,5.83333333333333E-07,3.54166666666667E-06,0,24969,1,11,0,0,0,0,0,3.5,605,-2,0,17,2,1,0,5,2,0,2,0,0,0.9,5889,0,284,0,0,540,1042,0,0,111,Everton,Stoke,Tottenham,Man Utd,Arsenal,2,3.8,2.7,1.8,3.7,3.4,3.5,2.5,2.6,1.5,2.4,3.4,2.6,2.6,2.5,2.9,2.6,2.9,2.3,3.1,3.1,3.8,2.6,2.6,2.8,3.6,3.6,4.1,2
Stefano,Okaka,FWD,WAT,5400000,0,0,0,0,0,0,545,1,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0,569,0,0,0,0,13,24,0,0,0,Hull City,Liverpool,Leicester,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eunan,O'Kane,MID,BOU,4400000,0,0,0,0,0,0,9085,0,0,0,0,0,0,0,0,229,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1192,0,84,0,0,0,2,0,0,0,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinji,Okazaki,FWD,LEI,5700000,6,13,0.481481481481481,8.44704353476283E-08,2.28070175438596E-06,0,68693,0,3,0,0,0,1,0,2.3,1686,-3,0,13,3,0.4,0,2.3,0,0,2,0,0,1.5,31541,0,320,0,0,328,7182,0,0,49,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Greg,Olley,MID,HUL,4400000,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,4,0,0,0,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olufela,Olomola,MID,SOU,4500000,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,14,0,0,0,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,Olsson,DEF,WBA,4300000,1,7,0.259259259259259,6.02928509905254E-08,1.62790697674419E-06,0,23566,1,4,0,0,0,0,0,1.6,826,-2,1,7,2,0.1,0,0.3,0,0,1,0,0,0.8,12673,0,261,0,0,270,212,-1,0,38,Man City,Leicester,Burnley,Hull City,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Aiden,O'Neill,MID,BUR,4400000,0,3,0.111111111111111,2.52525252525253E-08,6.81818181818182E-07,0,777,0,4,0,0,0,0,0,0.7,50,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0,948,0,0,0,0,85,24,0,0,16,Man Utd,Crystal Palace,West Brom,Man City,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joshua,Onomah,MID,TOT,4300000,0,2,0.0740740740740741,1.72265288544358E-08,4.65116279069767E-07,0,1732,0,0,0,0,0,0,0,0.5,86,-2,1,2,2,0,0,0,0,0,0,0,0,0.1,1058,0,17,0,0,9,123,-1,0,8,Leicester,Arsenal,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock,Origi,FWD,LIV,6600000,1,7,1,1.51515151515152E-07,1.06060606060606E-06,0,182461,0,2,0,0,0,0,0,1.1,2435,-4,0,7,4,0.2,0,1,0,0,0,0,0,1.8,18177,0,200,0,0,110,780,0,0,16,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0.5,0.5,0.5,0.8,0.5,0.6,0.5,0.5,0.6,0.7,0.5,0.5,0.6,0.6,0.8,0.5,0.5,0.5,0.8,0.5,0.6,0.7,0.5,0.5,0.6,0.5,0.6,0.5,0.5
,Oriol Romeu,MID,SOU,4500000,1,21,2.3,5.11111111111111E-07,4.66666666666667E-06,0,10831,2,6,0,0,0,0,0,4.7,1094,0,0,21,0,0.4,0,2,3,0,3,0,0,0.5,18313,0,239,0,0,731,1422,0,0,147,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,1.8,1.7,1.4,2,1.4,2.2,1.4,1.2,1.8,1.8,1.2,1.2,3,1.7,1.7,1.8,1.2,1.6,2.3,1.2,2.4,1.7,1.3,1.6,1.2,1.6,1.2,2.1,1.8
,Oscar,MID,CHE,7200000,0,14,0.518518518518518,7.20164609053498E-08,1.94444444444444E-06,0,57825,1,6,0,0,0,0,0,1.9,1284,-3,0,14,3,0,0,0.3,0,0,1,0,1,0.7,21845,0,321,0,0,426,125,0,0,89,Southampton,Everton,Middlesbrough,Tottenham,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
John,O'Shea,DEF,SUN,4400000,2,8,0.296296296296296,6.73400673400673E-08,1.81818181818182E-06,0,13234,0,7,0,0,0,0,0,1.8,435,-1,0,8,1,0.5,0,2,1,0,0,0,0,0.5,3495,0,193,0,0,396,142,0,0,60,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
David,Ospina,GLK,ARS,4800000,0,0,0,0,0,0,3988,0,0,0,0,0,0,0,0,196,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1095,0,56,0,0,0,37,0,0,0,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Otamendi,DEF,MCI,5900000,0,15,2.1,3.55932203389831E-07,2.54237288135593E-06,0,66518,2,7,0,0,0,0,0,2.5,6238,-1,0,15,1,0.1,0,0.7,2,0,0,0,1,3.1,35973,0,353,0,0,591,1100,0,0,142,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,1.6,1.5,2.2,1.2,1.9,1,1.7,2.8,2,2.3,2.4,1.2,2.5,2.4,1.7,1.4,1.6,1.6,2.6,3,2.8,1.1,1.6,1.6,1.9,1.6,2.3,2.1,1.6
Mamadou Obbi,Oulare,FWD,WAT,4500000,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,12,0,0,0,Hull City,Liverpool,Leicester,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,Oviedo,MID,EVE,4300000,2,6,0.222222222222222,5.16795865633075E-08,1.3953488372093E-06,0,4484,2,5,0,0,0,0,0,1.4,238,-2,1,6,2,0.4,0,1.7,0,0,0,0,0,0.1,3302,0,130,0,0,350,294,-1,0,51,West Ham,Chelsea,Swansea,Southampton,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Reece,Oxford,DEF,WHU,4300000,0,0,0,0,0,0,13395,0,0,0,0,0,0,0,0,491,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,1964,0,28,0,0,0,99,0,0,0,Everton,Stoke,Tottenham,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesut,Ozil,MID,ARS,9600000,3,39,4.9,5.10416666666667E-07,4.0625E-06,0,194585,0,5,0,0,0,3,0,4.1,8652,1,0,39,-1,0.6,0,5.3,6,0,3,0,0,9,301543,0,783,0,0,619,23472,0,0,158,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,6.4,4.8,5.7,6.2,4.8,4.8,4.9,4.3,4.9,4.6,4.3,6.3,6.5,5.1,4.1,4.4,4.7,3.4,7.2,5.4,4.4,4.7,5.6,7,6.5,4.2,5.9,5.5,5.2
Costel,Pantilimon,GLK,WAT,4400000,0,0,0,0,0,0,9498,0,0,0,0,0,0,0,0,383,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,1214,0,146,0,0,0,41,0,0,0,Hull City,Liverpool,Leicester,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Carlos,Paredes,DEF,WAT,4000000,0,0,0,0,0,0,357111,0,0,0,0,0,0,0,0,10852,0,0,0,0,0,0,0,0,0,0,0,0,6.7,13306,0,88,0,0,0,81,0,0,0,Hull City,Liverpool,Leicester,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pau Lopez,GLK,TOT,5000000,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,11,0,0,0,Leicester,Arsenal,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimitri,Payet,MID,WHU,9400000,7,41,5.9,6.27659574468085E-07,4.36170212765957E-06,0,638119,1,13,0,0,0,1,0,4.4,17015,-1,0,41,1,0.7,0,6.7,7,0,2,0,5,12.8,166858,0,701,0,1,551,8533,0,0,167,Everton,Stoke,Tottenham,Man Utd,Arsenal,5.9,7,5,6.8,5.1,4.1,8.8,6.4,7.5,6.4,8.1,6.7,8.2,6.4,5.6,7.1,7.2,6.9,5.1,8.9,7.6,5.3,7.3,7.3,7.5,6.6,6.9,5.8,5.8
,Pedro,MID,CHE,7100000,13,28,1.03703703703704,1.46061554512259E-07,3.94366197183099E-06,0,17692,2,1,0,0,0,1,0,3.9,504,-4,0,28,4,0.9,0,6.7,3,0,2,0,3,0.6,13680,0,399,0,1,262,10857,0,0,105,Southampton,Everton,Middlesbrough,Tottenham,Man City,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8
Matthew,Pennington,DEF,EVE,3900000,0,0,0,0,0,0,3712,0,0,0,0,0,0,0,0,481,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,4587,0,53,0,0,0,1611,0,0,0,West Ham,Chelsea,Swansea,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4400000,0,0,0,0,0,0,2486,0,0,0,0,0,0,0,0,40,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,638,0,12,0,0,0,1,0,0,0,Burnley,Swansea,Arsenal,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,6000000,3,24,3.4,5.66666666666667E-07,4E-06,0,27441,2,7,0,0,0,1,0,4,2637,0,0,24,0,0.4,0,2.3,0,0,2,0,2,0.7,46224,0,0,0,0,569,1105,0,0,111,Hull City,Liverpool,Leicester,Stoke,West Brom,2.5,1.8,4.6,2.8,3,3.1,2.3,3.8,2.7,2.8,3.1,3.4,2.3,2.4,4,3.3,2.7,3.1,2.2,3.2,4,2.9,2.3,3,3.7,2.2,3,2.7,2.5
Lucas,Perez,FWD,ARS,7900000,1,4,1.3,1.64556962025316E-07,5.06329113924051E-07,0,33912,0,1,0,0,0,0,0,0.5,1297,-6,1,4,6,0,0,0.3,0,0,0,0,0,0.2,35532,0,0,0,0,88,262,-1,0,15,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1,1,0.6,0.6,1,0.7,0.9,1.1,0.8,0.9,0.8,1,0.9,1,0.6,0.7,0.9,0.7
Matt,Phillips,MID,WBA,5200000,1,26,2.9,5.57692307692308E-07,5E-06,0,9156,0,9,0,0,0,0,0,4.9,407,-3,1,26,3,0.6,0,3,0,0,3,0,2,0.1,3355,0,0,0,0,719,83,-1,0,78,Man City,Leicester,Burnley,Hull City,Watford,2.1,2.2,3.4,2.8,2.5,1.5,2.5,2.9,1.7,1.9,2.1,1.6,3.3,3.3,2.4,1.9,3.1,2.2,2,1.5,2.4,2.6,2.6,1.8,1.7,3.9,1.9,2.3,2.7
Jordan,Pickford,GLK,SUN,4000000,2,22,3.1,7.75E-07,5.5E-06,0,73700,0,12,0,33,0,0,0,5.5,4645,0,0,22,0,0.8,0,3.3,2,0,0,0,0,12.7,234964,0,18,0,0,630,13214,0,0,133,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,4.2,2.6,3,3.6,3.7,3,3.4,3.1,2,2.3,4.6,4.3,3,4.2,3.7,4,2.3,3.1,2.9,4.1,2.9,1.7,2.9,4.4,4.1,4.5,3.5,3.1,2.2
Jeremy,Pied,DEF,SOU,4800000,0,1,0.037037037037037,7.71604938271605E-09,2.08333333333333E-07,0,2443,0,0,0,0,0,0,0,0.2,37,-2,0,1,2,0,0,0,0,0,0,0,0,0,135,0,0,0,0,12,8,0,0,2,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Pienaar,MID,SUN,4900000,2,9,0.333333333333333,6.80272108843537E-08,1.83673469387755E-06,0,594,2,2,0,0,0,0,0,1.8,21,-1,0,9,1,0.2,0,1,0,0,2,0,0,0,617,0,0,0,0,311,6,0,0,38,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Erik,Pieters,DEF,STK,4400000,6,21,2.6,5.90909090909091E-07,4.77272727272727E-06,0,98664,1,12,0,0,0,0,0,4.8,1627,-1,0,21,1,1.2,0,5.3,2,0,2,0,0,4,67866,0,388,0,0,720,20383,0,0,128,Swansea,West Ham,Bournemouth,Watford,Burnley,2.2,3.4,3.4,2.4,3.1,3.6,2.9,2.7,3.2,1.8,2.2,2.4,2.1,2.3,2.5,2.9,2.5,1.9,1.9,2.4,1.4,1.9,3.7,2.1,2.5,3.6,2.2,3.3,2.4
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0,0,0,0,14892,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1724,0,16,0,0,0,18,0,0,0,Man City,Leicester,Burnley,Hull City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Pogba,MID,MUN,8300000,1,23,2.9,3.49397590361446E-07,2.7710843373494E-06,0,380310,2,11,0,0,0,1,0,2.8,20530,-2,0,23,2,0.2,0,2,1,0,3,0,0,9.1,256508,0,0,0,0,720,10734,0,0,109,Burnley,Swansea,Arsenal,West Ham,Everton,3.5,2.5,1.6,2.4,1.8,2.5,2.1,2,3.5,3,1.8,2,2.1,2.2,2,2.6,1.5,3.3,1.7,3.1,2.6,2.8,2.6,2.5,1.8,2.7,1.6,1.4,2.4
Nick,Pope,GLK,BUR,4000000,0,0,0,0,0,0,22669,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,2,9091,0,0,0,0,0,289,0,0,0,Man Utd,Crystal Palace,West Brom,Man City,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,-4,0,0,0,1,0,0,0,Leicester,Arsenal,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,6,19,2.1,4.66666666666667E-07,4.22222222222222E-06,0,4808,2,11,0,0,0,0,0,4.2,231,0,0,19,0,0.9,0,4,0,0,2,0,0,0.3,8481,0,181,0,0,729,1381,0,0,126,Hull City,Liverpool,Leicester,Stoke,West Brom,1.4,2.5,1.9,2.4,1.8,1.6,1.4,1.8,2.1,2.2,2.6,1.3,1.6,3,2.2,1.2,2.7,2.1,1.3,2.4,1.9,1.7,1.9,1.5,2.2,2.8,1,1.4,1.5
Marc,Pugh,MID,BOU,4700000,0,0,0,0,0,0,2235,0,0,0,0,0,0,0,0,77,-3,1,0,3,0,0,0,0,0,0,0,0,0,172,0,245,0,0,0,7,-1,0,0,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason,Puncheon,MID,CRY,5400000,0,26,3.3,6.11111111111111E-07,4.81481481481482E-06,0,64346,3,9,0,0,0,0,0,4.7,12721,-1,1,26,1,0.2,0,1,4,0,0,0,3,1.2,60398,0,381,0,0,706,93,-1,0,164,Liverpool,Burnley,Man City,Swansea,Southampton,0,2.6,2.4,3.5,3,3.6,3.4,2.7,3.3,2.3,2.9,2.6,3,2.2,3.8,3,3.2,2.9,2.7,2.8,2.1,2.5,1.7,4.4,1.7,3.9,2.2,2.4,3.1
Gaston,Ramirez,MID,MID,5300000,3,15,1.7,3.20754716981132E-07,2.83018867924528E-06,0,64891,4,7,0,0,0,0,0,2.8,1233,-2,0,15,2,0.3,0,1.7,0,0,2,0,1,0.7,41388,0,0,0,0,595,515,0,0,67,Bournemouth,Man City,Chelsea,Leicester,Hull City,1.2,0.8,0.8,1,0.8,0.9,0.8,0.9,0.9,1.1,1.6,1.3,0.8,0.8,0.8,0.9,1.1,1.1,1.3,1.1,1.3,1.4,1.3,0.8,0.8,0.8,0.8,0.9,0.8
Aaron,Ramsey,MID,ARS,7600000,0,2,0.0740740740740741,9.74658869395711E-09,2.63157894736842E-07,0,135023,0,3,0,0,0,0,0,0.3,470,-4,1,2,4,0,0,0,0,0,0,0,0,1,2526,0,558,0,0,60,344,-1,0,5,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor,Randall,DEF,LIV,4000000,0,0,0,0,0,0,13522,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0.7,8769,0,30,0,0,0,392,0,0,0,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Randolph,GLK,WHU,4400000,0,0,0,0,0,0,8138,0,0,0,0,0,0,0,0,349,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,1173,0,56,0,0,0,35,0,0,0,Everton,Stoke,Tottenham,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,4300000,0,6,0.222222222222222,5.16795865633075E-08,1.3953488372093E-06,0,7546,0,6,0,0,0,0,0,1.4,401,-2,1,6,2,0.2,0,0.7,0,0,0,0,0,0.3,1645,0,194,0,0,239,71,-1,0,64,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,11857,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1437,0,3,0,0,0,17,0,0,0,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,FWD,MUN,6900000,2,23,3.3,4.78260869565217E-07,3.33333333333333E-06,0,227294,1,9,0,0,0,3,0,3.3,47828,-1,0,23,1,0.3,0,2,0,0,1,0,0,8.3,329390,0,237,0,0,493,15880,0,0,112,Burnley,Swansea,Arsenal,West Ham,Everton,0,3.6,2.9,3.9,2.6,3.5,3.5,3.1,4.5,3.2,3.1,4.5,3.2,4.3,2.4,3.4,3.3,4.2,2.6,3.4,3.8,3.8,3.5,3.8,2.5,3.8,2.8,2.2,3.8
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,41,-1,0,0,1,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,2,0,0,0,Bournemouth,Man City,Chelsea,Leicester,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Redmond,MID,SOU,5900000,9,42,4.7,7.96610169491525E-07,7.11864406779661E-06,0,346972,1,8,0,0,0,3,0,7.1,5265,-1,0,42,1,1.2,0,7,7,0,3,0,0,7.1,335970,0,379,0,0,807,46765,0,0,149,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,5.3,5.1,4.4,5.7,4.4,6,4.3,3.2,5.3,5.4,3.8,3.7,7,5.1,5.2,5.2,3.8,4.8,6.2,3.1,6.5,5.1,4.2,4.9,3,4.9,2.5,5.9,5.3
Harrison,Reed,MID,SOU,4300000,0,0,0,0,0,0,1421,0,0,0,0,0,0,0,0,86,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,741,0,1,0,0,0,146,-1,0,0,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winston,Reid,DEF,WHU,5000000,14,36,4.5,9E-07,7.2E-06,0,39141,3,12,0,0,0,1,0,7.2,2162,0,0,36,0,1.9,0,9.7,7,0,3,0,1,2.6,53504,0,294,0,1,707,30307,0,0,184,Everton,Stoke,Tottenham,Man Utd,Arsenal,4.3,6.1,5.4,3.9,5.9,5.4,6.6,5.1,5.3,3.3,5,6,5.2,5.2,5.1,5.8,5.2,5.6,4.7,6,6,6.1,5.2,5.2,5.5,5.8,6.7,6.6,4.3
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,7,0,0,0,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
