FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Georges-Kevin,Nkoudou,MID,TOT,6900000,0,5,0.0833333333333333,1.20772946859903E-08,7.2463768115942E-07,0,475,0,0,0,0,0,0,0,0.7,18,-1,0,5,1,0,0,0.2,0,0,0,0,0,0,469,0,0,0,0,40,8,0,0,15,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,6200000,0,45,2.5,4.03225806451613E-07,7.25806451612903E-06,0,121405,5,25,0,0,0,2,0,7.3,1854,-3,0,45,3,0.6,1,3.5,3,0,5,0,0,1.4,18373,0,581,0,1,1472,214,0,0,244,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,1.9,1.8,1.7,1.4,2.1,1.9,1.7,1.4,2.8,1.6,1.2,2.1,2.1,2.3,1.6,1.9,1.5,1.5
,Nolito,MID,MCI,8500000,0,49,0.816666666666667,9.6078431372549E-08,5.76470588235294E-06,0,253759,3,6,0,0,0,4,0,5.8,938,-5,0,49,5,0.2,0,1.7,2,0,3,0,3,1.1,213129,0,0,0,1,735,50,0,1,157,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4
Kristoffer,Nordfeldt,GLK,SWA,3900000,0,0,0,0,0,0,32575,0,0,0,0,0,0,0,0,975,-1,1,0,1,0,0,0,0,0,0,0,0,2.2,10515,0,10,0,0,0,2336,-1,0,0,Arsenal,Liverpool,Southampton,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Havard,Nordtveit,MID,WHU,4700000,1,22,0.366666666666667,7.80141843971631E-08,4.68085106382979E-06,0,4640,2,15,0,0,0,0,0,4.7,82,-3,0,22,3,0.4,0,1.8,0,0,1,0,1,0.1,1491,0,0,0,0,677,38,0,0,113,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Nsue,DEF,MID,4100000,0,10,0.166666666666667,4.0650406504065E-08,2.4390243902439E-06,0,23121,0,5,0,0,0,0,0,2.4,387,-4,0,10,4,0,0,0,0,0,1,0,0,0.3,10787,0,0,0,0,320,288,0,0,49,Watford,West Ham,West Brom,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Nugent,FWD,MID,4600000,0,4,0.0666666666666667,1.44927536231884E-08,8.69565217391304E-07,0,28242,0,0,0,0,0,0,0,0.9,328,-4,0,4,4,0,0,0,0,0,0,0,0,0.3,9657,0,0,0,0,43,138,0,0,11,Watford,West Ham,West Brom,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan-Romeo,Nyom,DEF,WBA,4400000,8,40,2.5,5.68181818181818E-07,9.09090909090909E-06,0,48948,3,18,0,0,0,0,0,9.1,6241,-1,0,40,1,0.6,0,2.7,6,0,2,0,1,1.6,73729,0,275,0,1,1299,2942,0,0,235,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,1.8,2.4,2,2.9,2.8,3,2.6,1.7,3.1,1.5,1.9,3.1,3,2,2.2,1.4,2.4,2
Pedro,Obiang,MID,WHU,4400000,2,28,0.466666666666667,1.06060606060606E-07,6.36363636363636E-06,0,14482,4,16,0,0,0,0,0,6.4,472,-1,0,28,1,0.4,0,1.7,3,0,3,0,1,0.3,12667,0,163,0,0,1004,530,0,0,175,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Moses,Odubajo,DEF,HUL,4400000,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,7,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo,Ogbonna,DEF,WHU,4800000,1,40,2.4,5E-07,8.33333333333333E-06,0,35537,2,29,0,0,0,0,0,8.3,1012,-2,0,40,2,0.6,0,2.8,2,0,4,0,0,1,18300,0,284,0,0,1530,781,0,0,289,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,2.5,1.8,2.3,2.2,2.5,1.7,2.3,1.9,2.1,2.1,2.4,2.3,1.4,2.3,2.2,2.6,2.9,1.3
Stefano,Okaka,FWD,WAT,5300000,0,17,0.283333333333333,5.34591194968553E-08,3.20754716981132E-06,0,17607,1,4,0,0,0,2,0,3.2,1279,-2,0,17,2,0.4,0,2.2,3,0,0,0,0,0.1,21531,0,0,0,1,197,94,0,0,66,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eunan,O'Kane,MID,BOU,4400000,0,0,0,0,0,0,10383,0,0,0,0,0,0,0,0,111,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1326,0,84,0,0,0,23,0,0,0,Hull City,Watford,Crystal Palace,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinji,Okazaki,FWD,LEI,5700000,2,32,0.533333333333333,9.35672514619883E-08,5.6140350877193E-06,0,118104,1,11,0,0,0,2,0,5.6,2976,-3,0,32,3,0.1,0,0.8,2,0,3,0,0,1.5,78164,0,320,0,0,802,876,0,0,111,Chelsea,Southampton,Burnley,Man Utd,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Greg,Olley,MID,HUL,4300000,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,28,-2,0,0,2,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,49,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olufela,Olomola,MID,SOU,4400000,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,28,0,0,0,Burnley,Leicester,Swansea,West Ham,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,Olsson,DEF,WBA,4300000,0,9,0.15,3.48837209302326E-08,2.09302325581395E-06,0,30706,2,9,0,0,0,0,0,2.1,388,-2,0,9,2,0.1,0,0.5,0,0,1,0,0,0.6,14245,0,261,0,0,500,144,0,0,60,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Aiden,O'Neill,MID,BUR,4300000,0,3,0.05,1.16279069767442E-08,6.97674418604651E-07,0,1315,0,4,0,0,0,0,0,0.7,58,-2,0,3,2,0,0,0,0,0,0,0,0,0,1447,0,0,0,0,85,73,0,0,16,Southampton,Arsenal,Leicester,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua,Onomah,MID,TOT,4300000,0,4,0.0666666666666667,1.55038759689922E-08,9.30232558139535E-07,0,2826,0,0,0,0,0,0,0,0.9,74,-2,0,4,2,0,0,0.2,0,0,0,0,0,0.1,2019,0,17,0,0,19,60,0,0,14,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock,Origi,FWD,LIV,6700000,1,51,3,4.47761194029851E-07,7.61194029850746E-06,0,423375,0,10,0,0,0,4,0,7.5,64661,-3,1,51,3,0.7,0,4.8,7,0,2,0,2,7.7,495149,0,200,0,1,635,7205,-1,0,168,Man Utd,Swansea,Chelsea,Hull City,Tottenham,2.3,3.7,2.8,3.4,3.4,2.5,3.2,4.1,2.7,3.3,3.3,2.4,2.4,3.6,2.5,3.4,2.8,3.2
,Oriol Romeu,MID,SOU,4500000,2,42,2.2,4.88888888888889E-07,9.33333333333333E-06,0,26903,5,22,0,0,0,0,0,9.3,801,0,0,42,0,0.4,0,1.7,3,0,7,0,0,0.4,32726,0,239,0,0,1631,590,0,0,305,Burnley,Leicester,Swansea,West Ham,Sunderland,1.2,2.4,1.4,1.6,1.7,1.3,1.5,1.7,1.1,1.9,1.6,1.2,1.4,1.1,1.8,1.1,1.4,1.8
,Oscar,MID,CHE,7100000,0,17,1.9,2.67605633802817E-07,2.3943661971831E-06,0,63801,1,6,0,0,0,0,0,2.4,503,-4,0,17,4,0,0,0,0,0,1,0,1,0.6,22850,0,321,0,0,455,26,0,0,104,Leicester,Hull City,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,O'Shea,DEF,SUN,4400000,1,13,0.216666666666667,4.92424242424242E-08,2.95454545454545E-06,0,18119,2,17,0,0,0,0,0,3,249,-1,0,13,1,0.1,0,0.5,1,0,0,0,0,0.4,5085,0,193,0,0,797,141,0,0,113,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Ospina,GLK,ARS,4700000,0,0,0,0,0,0,5405,0,0,0,0,0,0,0,0,100,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,1587,0,56,0,0,0,42,0,0,0,Swansea,Burnley,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Otamendi,DEF,MCI,5900000,3,48,3,5.08474576271186E-07,8.13559322033898E-06,0,106479,6,15,0,0,0,0,0,8.1,1963,-1,0,48,1,0.6,0,3.3,7,0,3,0,2,2.7,56283,0,353,0,1,1401,629,0,0,332,Everton,Tottenham,West Ham,Swansea,Bournemouth,2.3,3.5,3.7,3,2.8,2.4,2.1,3.7,3.8,3.5,2.4,3.6,3.2,3.3,2.8,3.3,2.9,2.6
Mamadou Obbi,Oulare,FWD,WAT,4500000,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,10,0,0,0,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,Oviedo,MID,EVE,4300000,0,9,0.15,3.48837209302326E-08,2.09302325581395E-06,0,9885,3,7,0,0,0,0,0,2.1,301,-2,0,9,2,0,0,0,0,0,1,0,0,0.2,8457,0,130,0,0,475,24,0,0,65,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Reece,Oxford,DEF,WHU,4200000,0,0,0,0,0,0,18130,0,0,0,0,0,0,0,0,218,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,2381,0,28,0,0,0,43,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesut,Ozil,MID,ARS,9500000,0,84,4.9,5.15789473684211E-07,8.8421052631579E-06,0,456224,0,15,0,0,0,5,0,8.8,33644,0,1,84,0,0.3,0,3.3,10,0,4,0,4,7.4,473559,0,783,0,1,1426,3066,-1,0,351,Swansea,Burnley,Watford,Chelsea,Hull City,0,7.2,6.7,3.8,5.8,4.5,3.1,7,4.7,4.8,5.3,4.9,5.2,7.3,3.5,5.5,4.7,6
Alex,Palmer,GLK,WBA,4000000,0,0,0,0,0,0,1133,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2620,0,0,0,0,0,107,0,0,0,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costel,Pantilimon,GLK,WAT,4300000,0,1,0.0166666666666667,3.87596899224806E-09,2.32558139534884E-07,0,12736,0,4,0,6,0,0,0,0.2,234,-2,0,1,2,0,0,0,0,0,0,0,0,0.4,2387,0,146,0,0,58,54,0,0,16,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Carlos,Paredes,DEF,WAT,4000000,0,0,0,0,0,0,425859,0,0,0,0,0,0,0,0,3676,0,0,0,0,0,0,0,0,0,0,0,0,4.8,14153,0,88,0,0,0,59,0,0,0,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pau Lopez,GLK,TOT,5000000,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,26,0,0,0,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimitri,Payet,MID,WHU,9100000,1,81,4.5,4.94505494505495E-07,8.9010989010989E-06,0,871203,2,28,0,0,0,2,0,8.9,11808,-4,0,81,4,0.4,0,4,10,0,4,0,8,8.8,245203,0,701,0,1,1513,3943,0,0,347,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,4.7,4.4,4.3,3.8,5.1,4.7,4.4,3.7,6.3,4.2,3,5.1,5.2,5.4,4,4.7,3.9,4
,Pedro,MID,CHE,6900000,1,77,1.28333333333333,1.85990338164251E-07,1.11594202898551E-05,0,258498,5,5,0,0,0,4,0,11.2,9746,-6,0,77,6,0.5,0,3.2,8,0,8,0,6,3,346070,0,399,0,3,936,15997,0,0,253,Leicester,Hull City,Liverpool,Arsenal,Burnley,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,1.2
Matthew,Pennington,DEF,EVE,3900000,0,0,0,0,0,0,13549,0,0,0,0,0,0,0,0,1066,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,18784,0,53,0,0,0,1020,0,0,0,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4400000,0,0,0,0,0,0,2730,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,691,0,12,0,0,0,6,0,0,0,Liverpool,Stoke,Hull City,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,5900000,0,43,3.3,5.59322033898305E-07,7.28813559322034E-06,0,60006,2,17,0,0,0,2,0,7.3,584,-1,0,43,1,0,0,0.2,2,0,3,0,3,0.3,63122,0,0,0,0,1036,32,0,1,186,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,3.1,3.4,1.8,2.5,4.6,3.3,1.7,3.3,2.5,2.4,2.7,2.3,2.7
Lucas,Perez,FWD,ARS,7800000,5,13,1.9,2.43589743589744E-07,1.66666666666667E-06,0,38625,0,1,0,0,0,1,0,1.7,282,-7,0,13,7,0.2,0,1.5,0,0,1,0,0,0.1,39032,0,0,0,0,210,416,0,0,64,Swansea,Burnley,Watford,Chelsea,Hull City,1.7,2.1,1.7,1,2.2,1.2,1.3,2,1.2,1.6,1.9,1.7,1.2,2,1,1.4,1.2,1.6
Matt,Phillips,MID,WBA,5700000,9,100,5.3,9.29824561403509E-07,1.75438596491228E-05,0,127992,0,19,0,0,0,4,0,17.5,14074,2,-1,100,-2,1,0,5.5,12,0,4,0,9,17.3,827566,0,0,0,2,1564,161376,1,0,330,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,3.9,8,5.8,6.3,4.7,6.8,5.9,5.1,5,5.5,6,6.5,4.9,4.5,7.7,5.2,5.5,5.7
Michael,Phillips,MID,CRY,4500000,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,75,0,0,0,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Pickford,GLK,SUN,4200000,0,54,3.4,8.0952380952381E-07,1.28571428571429E-05,0,260347,0,27,0,73,0,0,0,12.9,36333,2,0,54,-2,0.6,0,2.5,3,0,2,0,0,12.3,410700,0,18,0,2,1440,3071,0,0,326,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0,0,0,0,0,2.5,4,2.9,4.5,2.7,1.9,3.2,5.1,3.7,4.8,3.3,4,2.6
Jeremy,Pied,DEF,SOU,4800000,0,1,0.0166666666666667,3.47222222222222E-09,2.08333333333333E-07,0,2645,0,0,0,0,0,0,0,0.2,11,-2,0,1,2,0,0,0,0,0,0,0,0,0,193,0,0,0,0,12,5,0,0,2,Burnley,Leicester,Swansea,West Ham,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Pienaar,MID,SUN,4800000,0,13,0.216666666666667,4.51388888888889E-08,2.70833333333333E-06,0,919,4,11,0,0,0,0,0,2.7,20,-2,0,13,2,0.1,0,0.5,0,0,2,0,0,0,877,0,0,0,0,690,20,0,1,65,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Erik,Pieters,DEF,STK,4500000,7,55,2.9,6.44444444444444E-07,1.22222222222222E-05,0,163392,3,28,0,0,0,0,0,12.2,7109,0,0,55,0,0.6,0,2.8,3,0,6,0,1,5.7,204324,0,388,0,0,1710,22747,0,0,340,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,1.9,2.3,3,2.6,3.2,2.3,3.1,2.5,3,1.7,1.8,3.7,3.5,2.6,4.1,2.6,3.7,3
Alex,Pike,DEF,WHU,4000000,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,0,0,0,0,0,241,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0,0,0,0,17735,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1866,0,16,0,0,0,10,0,0,0,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Pogba,MID,MUN,8500000,3,79,4.2,4.94117647058824E-07,9.29411764705882E-06,0,540342,6,18,0,0,0,4,0,9.3,20129,0,-1,79,0,0.7,0,6.2,11,0,7,0,3,11.7,519757,0,0,0,1,1710,30921,1,0,351,Liverpool,Stoke,Hull City,Leicester,Watford,3.3,3.9,4.5,4.3,5.3,3.3,4.7,3.7,4.3,4.4,4.7,5,3.7,3.9,4.4,2.9,2.8,4
Nick,Pope,GLK,BUR,3900000,0,0,0,0,0,0,31999,0,0,0,0,0,0,0,0,1006,-1,1,0,1,0,0,0,0,0,0,0,0,1.9,15253,0,0,0,0,0,3522,-1,0,0,Southampton,Arsenal,Leicester,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,-4,0,0,0,4,0,0,0,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,1,49,2.6,5.77777777777778E-07,1.08888888888889E-05,0,39235,4,27,0,0,0,1,0,10.9,4014,0,0,49,0,0.5,0,2.2,3,0,3,0,2,1.3,82044,0,181,0,1,1555,2305,0,0,265,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,2.7,2.1,2.7,3,1.5,3.7,3.4,1.8,2.4,2.6,2.8,1.9,2.6,2.3,3.3,1.3,1.7,2.6
Marc,Pugh,MID,BOU,4700000,0,17,0.283333333333333,6.02836879432624E-08,3.61702127659574E-06,0,5585,0,2,0,0,0,1,0,3.6,373,-3,0,17,3,0.6,0,2.7,3,0,1,0,1,0.1,4629,0,245,0,1,164,71,0,0,60,Hull City,Watford,Crystal Palace,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jason,Puncheon,MID,CRY,5200000,2,45,2.5,4.80769230769231E-07,8.65384615384615E-06,0,88954,6,27,0,0,0,0,0,8.7,1204,-3,0,45,3,0.3,0,1.3,4,0,1,0,4,0.7,69318,0,381,0,0,1487,853,0,0,263,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,2.1,1.6,3,1.7,2.1,1.7,1.7,2.5,1.3,1.6,1.4,2.7,1.2,2.8,1.4,2,1.9
Domingos,Quina,MID,WHU,4500000,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,7,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaston,Ramirez,MID,MID,5300000,2,53,3.1,5.84905660377358E-07,1E-05,0,88375,7,12,0,0,0,2,0,10,2910,-2,0,53,2,0.3,0,1.7,6,0,6,0,3,0.9,74385,0,0,0,0,1189,2645,0,0,196,Watford,West Ham,West Brom,Tottenham,Everton,0,2.7,2.9,1.6,3.1,2.4,2.3,4.2,2.8,2.6,2.4,4,2.1,2.1,2.3,1.7,3,1.6
Aaron,Ramsey,MID,ARS,7600000,1,12,0.2,2.63157894736842E-08,1.57894736842105E-06,0,143443,3,8,0,0,0,0,0,1.6,359,-4,0,12,4,0,0,0.3,0,0,0,0,1,0.9,9744,0,558,0,0,357,647,0,0,52,Swansea,Burnley,Watford,Chelsea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0,0,0,0,36525,0,0,0,0,0,0,0,0,2769,-1,0,0,1,0,0,0,0,0,0,0,0,1.7,66053,0,30,0,0,0,6024,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Randolph,GLK,WHU,4400000,2,33,0.55,1.25E-07,7.5E-06,0,18177,0,15,0,36,0,0,0,7.5,2604,-1,0,33,1,1,0,4.3,3,0,2,0,0,1.4,47127,0,56,0,0,810,12474,0,0,174,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Angel,Rangel,DEF,SWA,4300000,7,22,0.366666666666667,8.52713178294574E-08,5.11627906976744E-06,0,10607,1,24,0,0,0,1,0,5.1,329,-2,0,22,2,0.6,0,2.5,1,0,1,0,0,0.3,4021,0,194,0,0,770,857,0,0,171,Arsenal,Liverpool,Southampton,Man City,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,13583,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1767,0,3,0,0,0,32,0,0,0,Hull City,Watford,Crystal Palace,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,FWD,MUN,6400000,4,37,2.3,3.59375E-07,5.78125E-06,0,474004,2,12,0,0,0,3,0,5.8,4027,-6,0,37,6,0.2,0,1.2,0,0,2,0,1,4.2,398890,0,237,0,0,832,4071,0,0,157,Liverpool,Stoke,Hull City,Leicester,Watford,2.3,1.7,2.8,1.8,2.2,1.9,2.1,1.7,1.8,2,2,1.9,1.7,1.7,2.4,1.7,1.5,2.3
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,2266,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,Watford,West Ham,West Brom,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Redmond,MID,SOU,5800000,2,63,3.3,5.68965517241379E-07,1.08620689655172E-05,0,580232,1,23,0,0,0,3,0,10.9,7722,-2,0,63,2,0.3,0,1.5,7,0,6,0,1,4.9,483766,0,379,0,0,1577,4629,0,1,234,Burnley,Leicester,Swansea,West Ham,Sunderland,2.3,4.3,2.7,3.1,3.2,2.5,2.8,3.2,1.6,3.6,3,2.4,2.7,1.8,3.4,1.6,2.7,3.3
Harrison,Reed,MID,SOU,4300000,0,2,0.0333333333333333,7.75193798449612E-09,4.65116279069767E-07,0,2488,0,1,0,0,0,0,0,0.5,52,-2,0,2,2,0,0,0.2,0,0,0,0,0,0.1,1652,0,1,0,0,58,59,0,0,11,Burnley,Leicester,Swansea,West Ham,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winston,Reid,DEF,WHU,5100000,1,71,4.2,8.23529411764706E-07,1.3921568627451E-05,0,114415,5,28,0,0,0,2,0,13.9,10477,1,0,71,-1,1,0,5.2,15,0,5,0,3,4.4,197943,0,294,0,2,1517,14112,0,1,392,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,5.5,4.4,5.1,5,5.5,4.1,5.1,4.5,4.9,4.9,5.2,5.1,3.4,5.2,5.1,5.7,6.1,3.3
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,11,0,0,0,Swansea,Burnley,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
