FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
James,Tarkowski,DEF,BUR,4000000,0,6,0.1,2.5E-08,1.5E-06,0,57690,1,3,0,0,0,0,0,1.5,2754,0,0,6,0,0.1,0,0.3,0,0,0,0,0,2,67182,0,0,0,0,118,568,0,0,29,Southampton,Arsenal,Leicester,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil,Taylor,DEF,SWA,4200000,6,22,2,4.76190476190476E-07,5.23809523809524E-06,0,46008,1,26,0,0,0,0,0,5.2,1978,-3,0,22,3,0.6,0,2.5,0,0,2,0,1,0.6,24213,0,321,0,0,920,4320,0,0,160,Arsenal,Liverpool,Southampton,Man City,Leicester,0,1.7,2.2,1.5,1.5,1.3,1.9,1.7,1.5,1.7,1.9,2.1,1.4,2,1.1,1.6,1.1,1.8
Stuart,Taylor,GLK,SOU,4000000,0,0,0,0,0,0,1486,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3759,0,0,0,0,0,227,0,0,0,Burnley,Leicester,Swansea,West Ham,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dionatan do Nascimento,Teixeira,DEF,STK,4000000,0,0,0,0,0,0,30780,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3333,0,12,0,0,0,29,0,0,0,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Terry,DEF,CHE,5200000,0,11,0.183333333333333,3.52564102564103E-08,2.11538461538462E-06,0,185047,1,4,0,0,0,0,0,2.1,653,-3,0,11,3,0,0,0,0,0,1,0,0,1.6,56912,0,228,0,0,367,36,0,0,66,Leicester,Hull City,Liverpool,Arsenal,Burnley,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Thomas Robson,DEF,SUN,4000000,0,0,0,0,0,0,3762,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5682,0,0,0,0,0,29,0,0,0,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,4900000,0,33,0.55,1.12244897959184E-07,6.73469387755102E-06,0,16019,4,23,0,0,0,3,0,6.7,264,-1,0,33,1,0,0,0,2,0,1,0,0,0.2,16333,0,221,0,1,952,155,0,0,178,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gokhan,Tore,MID,WHU,5300000,0,10,0.166666666666667,3.14465408805031E-08,1.88679245283019E-06,0,10788,0,4,0,0,0,0,0,1.9,32,-2,0,10,2,0,0,0,0,0,1,0,1,0.1,8967,0,0,0,0,240,7,0,0,29,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Tosin Adarabioyo,DEF,MCI,4500000,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,18,0,0,0,Everton,Tottenham,West Ham,Swansea,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andros,Townsend,MID,CRY,5900000,1,52,2.7,4.57627118644068E-07,8.8135593220339E-06,0,241506,3,24,0,0,0,1,0,8.8,2480,-6,0,52,6,0.4,0,2.2,7,0,2,0,3,2.1,88512,0,315,0,1,1303,1609,0,0,230,West Ham,Everton,Bournemouth,Sunderland,Stoke,1.7,2.4,1.8,3.3,2,2.4,2,1.9,2.8,1.5,1.8,1.6,3,1.4,3.1,1.6,2.3,2.1
Bertrand,Traore,MID,CHE,5400000,0,0,0,0,0,0,2292,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0,170,0,101,0,0,0,13,0,0,0,Leicester,Hull City,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adama,Traore,MID,MID,4800000,3,25,0.416666666666667,8.68055555555556E-08,5.20833333333333E-06,0,12491,1,6,0,0,0,0,0,5.2,883,-2,0,25,2,0.4,0,1.8,0,0,4,0,0,0.2,20718,0,0,0,0,771,1499,0,0,119,Watford,West Ham,West Brom,Tottenham,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kieran,Trippier,DEF,TOT,4700000,0,12,0.2,4.25531914893617E-08,2.5531914893617E-06,0,4648,0,1,0,0,0,0,0,2.6,525,-3,0,12,3,0.4,0,1.7,2,0,0,0,2,0.2,4281,0,110,0,1,103,534,0,0,48,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Josh,Tymon,DEF,HUL,4000000,0,3,0.05,1.25E-08,7.5E-07,0,7472,0,3,0,0,0,0,0,0.8,609,0,0,3,0,0,0,0,0,0,0,0,0,0.3,14934,0,0,0,0,157,159,0,0,29,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo,Ulloa,FWD,LEI,5500000,2,18,0.3,5.45454545454545E-08,3.27272727272727E-06,0,12576,0,3,0,0,0,1,0,3.3,463,-5,0,18,5,0.3,0,1.8,1,0,1,0,0,0.2,6795,0,226,0,0,251,214,0,0,43,Chelsea,Southampton,Burnley,Man Utd,Swansea,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0,0,0,0,2227,0,0,0,0,0,0,0,0,25,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,536,0,0,0,0,0,6,0,0,0,Southampton,Arsenal,Leicester,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Valdes,GLK,MID,4600000,0,56,3.3,7.17391304347826E-07,1.21739130434783E-05,0,192157,1,21,0,45,0,0,0,12.2,13144,1,-1,56,-1,0.6,0,2.8,4,0,4,0,0,5.6,127168,0,0,0,1,1530,2679,1,0,279,Watford,West Ham,West Brom,Tottenham,Everton,0,4.7,3.8,2.9,3.6,3.7,3.7,3.6,2.8,3.2,3.5,4.1,4.5,3.2,3.6,2.8,4.5,3.6
Antonio,Valencia,DEF,MUN,5400000,5,55,3.2,5.92592592592593E-07,1.01851851851852E-05,0,527556,4,15,0,0,0,0,0,10.2,8168,-1,0,55,1,0.6,0,3.3,4,0,6,0,0,7,401039,0,186,0,1,1501,8944,0,0,334,Liverpool,Stoke,Hull City,Leicester,Watford,4.1,3.7,3.8,2.1,3.5,3.1,4.1,3.6,3.1,3.6,3.4,2.4,3.3,2.3,3.3,3.9,2.9,3.6
Enner,Valencia,FWD,EVE,5300000,9,30,2.1,3.9622641509434E-07,5.66037735849057E-06,0,158708,0,7,0,0,0,1,0,5.7,1874,-2,0,30,2,0.5,0,2.7,1,0,2,0,2,1.8,102724,0,200,0,0,559,5407,0,0,79,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,2,1.8,1.3,2,1.3,2.4,1.1,2,2.6,1.4,1.3,2.4,2.6,1.5,1.6,1.8,2.1,1.3
Patrick,van Aanholt,DEF,SUN,5000000,1,58,3.1,6.2E-07,1.16E-05,0,182090,1,34,0,0,0,3,0,11.6,6533,0,0,58,0,0.7,0,3.3,6,0,2,0,1,4.3,130424,0,369,0,3,1604,4587,0,0,348,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,4.1,2.6,3.9,3,4.4,2.1,3.5,2.5,3.9,2.3,1.6,2.7,4.6,3.3,4.2,2.9,3.5,2.2
Mike,van der Hoorn,DEF,SWA,4300000,0,15,0.25,5.81395348837209E-08,3.48837209302326E-06,0,18473,1,20,0,0,0,1,0,3.5,517,-2,0,15,2,0,0,0,0,0,1,0,0,0.3,17665,0,0,0,1,630,31,0,0,121,Arsenal,Liverpool,Southampton,Man City,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Virgil,van Dijk,DEF,SOU,5800000,0,72,3.8,6.55172413793103E-07,1.24137931034483E-05,0,403662,3,22,0,0,0,1,0,12.4,20852,3,0,72,-3,0.7,0,4.3,14,0,7,0,0,11.9,384647,0,452,0,3,1708,10437,0,1,414,Burnley,Leicester,Swansea,West Ham,Sunderland,2.7,4.3,3.7,5.6,2.8,5.5,3.4,3.6,3.4,5.4,4.9,3.7,4.5,3.3,5.1,4.1,3.7,5.3
Marco,Van Ginkel,MID,CHE,4900000,0,0,0,0,0,0,1156,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,127,0,81,0,0,0,3,0,0,0,Leicester,Hull City,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie,Vardy,FWD,LEI,9600000,0,60,3.5,3.64583333333333E-07,6.25E-06,0,893729,2,27,0,0,0,5,0,6.3,3580,-4,0,60,4,0.3,0,2.8,6,0,3,0,3,7.8,234075,0,945,0,1,1249,1017,0,1,219,Chelsea,Southampton,Burnley,Man Utd,Swansea,0,2.7,2.6,3.9,3.7,4.6,5.2,2.8,3.2,4.2,4.9,2.5,3.7,4.3,2.8,4.6,3.1,4.3
Guillermo,Varela,DEF,MUN,4500000,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,36,0,0,0,5,0,0,0,Liverpool,Stoke,Hull City,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thibaud,Verlinden,MID,STK,4500000,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,7,0,0,0,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Vertonghen,DEF,TOT,5700000,7,66,3.5,6.14035087719298E-07,1.15789473684211E-05,0,248046,5,13,0,0,0,0,0,11.6,9170,2,0,66,-2,0.5,0,3,3,0,8,0,0,6.7,362542,0,335,0,0,1710,5814,0,0,413,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,4.4,3,2.3,4.3,3.5,4.9,4.2,3.6,5.1,2.2,3.1,4.4,4.9,2,5,3.9,3.3,3.5
Sam,Vokes,FWD,BUR,5900000,4,64,3.2,5.42372881355932E-07,1.08474576271186E-05,0,201708,0,21,0,0,0,4,0,10.8,8901,-1,0,64,1,0.4,0,2.2,6,0,3,0,3,2.5,266897,0,0,0,0,1304,7658,0,0,190,Southampton,Arsenal,Leicester,Watford,Chelsea,4,2.1,4.6,2.2,3.4,3.2,2.9,2.2,2.3,4,3.8,2.1,1.8,3.5,2.9,3.9,1.7,4.3
Michel,Vorm,GLK,TOT,4800000,0,9,0.15,3.125E-08,1.875E-06,0,20683,0,1,0,6,0,0,0,1.9,146,-2,0,9,2,0,0,0,0,0,1,0,0,0.3,17918,0,3,0,0,236,37,0,0,51,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,25558,0,0,0,0,0,0,0,0.2,213,0,0,1,0,0,0,0,0,0,0,0,0,0.3,4108,0,0,0,0,3,15,0,0,3,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo,Walcott,MID,ARS,7500000,0,90,5.6,7.46666666666667E-07,1.2E-05,0,1257349,0,16,0,0,0,8,0,11.8,58177,0,1,90,0,0.4,1,2.7,6,0,5,0,3,7.1,1424582,0,316,0,2,1341,3310,-1,0,281,Swansea,Burnley,Watford,Chelsea,Hull City,0,0,7.9,4.6,7,5.5,3.9,8.3,5.8,5.8,6.5,6,6.3,8.4,4.3,6.6,5.8,7.2
Kyle,Walker,DEF,TOT,6100000,6,86,4.5,7.37704918032787E-07,1.40983606557377E-05,0,743809,5,12,0,0,0,0,0,14.1,24341,6,0,86,-6,0.7,0,4.2,12,0,8,0,4,31.9,1164439,0,461,0,2,1634,22404,0,0,410,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,6.2,4.4,3.5,6.1,5,6.6,5.9,5.2,6.8,3.3,4.6,6.1,6.8,3,6.6,5.1,4.8,5
Jonathan,Walters,MID,STK,5600000,3,47,2.9,5.17857142857143E-07,8.39285714285714E-06,0,10837,0,17,0,0,0,2,0,8.4,607,-4,0,47,4,0.4,0,2.5,2,0,4,0,2,0.2,8023,0,312,0,0,936,520,0,0,122,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0,2.5,2.8,2,2.4,1.4,2.8,1.7,2.1,2.3,2,1.9,2.7,2.3,2.4,1.8,1.9,1.9
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,6,0,0,0,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Wanyama,MID,TOT,4800000,2,54,2.7,5.625E-07,1.125E-05,0,237827,5,14,0,0,0,2,0,11.3,8989,-2,0,54,2,0.6,0,2.8,3,0,7,0,0,4.1,295378,0,268,0,1,1760,9494,0,0,331,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,2.5,1.4,2.2,2.7,1.4,2.5,2.7,1.7,2.6,1.6,1.8,3.1,2.7,1.8,1.9,1.4,2.4,1.7
Joel,Ward,DEF,CRY,4800000,1,36,1.8,3.75E-07,7.5E-06,0,37595,2,37,0,0,0,0,0,7.5,1104,-2,0,36,2,0.3,0,1.2,3,0,1,0,1,0.7,22025,0,333,0,0,1797,494,0,0,278,West Ham,Everton,Bournemouth,Sunderland,Stoke,1.9,1.3,1.3,1.3,1.6,1.4,1.3,1.6,1.4,1.1,1.6,1.8,1.2,1.5,1.6,1.3,1.6,1
Stephen,Ward,DEF,BUR,4400000,1,43,2.3,5.22727272727273E-07,9.77272727272727E-06,0,20271,2,29,0,0,0,1,0,9.8,2198,-1,0,43,1,0.7,0,3,0,0,3,0,0,0.9,49422,0,0,0,0,1655,3471,0,0,292,Southampton,Arsenal,Leicester,Watford,Chelsea,3.1,1.8,2.2,1.2,2.4,1.5,1.3,1.5,1.2,2.7,2.9,1.3,1.2,1.8,1.6,2.6,1.3,3.3
James,Ward-Prowse,MID,SOU,5000000,1,36,0.6,1.2E-07,7.2E-06,0,12092,2,12,0,0,0,1,0,7.2,463,-5,0,36,5,0.5,0,2.5,0,0,3,0,3,0.2,6598,0,266,0,0,674,369,0,0,168,Burnley,Leicester,Swansea,West Ham,Sunderland,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Marcin,Wasilewski,DEF,LEI,3900000,0,1,0.0166666666666667,4.27350427350427E-09,2.56410256410256E-07,0,31480,0,2,0,0,0,0,0,0.3,1102,-1,1,1,1,0.1,0,0.2,0,0,0,0,0,1,22016,0,35,0,0,90,1943,-1,0,10,Chelsea,Southampton,Burnley,Man Utd,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncan,Watmore,MID,SUN,4800000,0,43,3.1,6.45833333333333E-07,8.95833333333333E-06,0,15384,1,20,0,0,0,0,0,9,180,-2,0,43,2,0,0,0,1,0,2,0,5,0.1,12926,0,185,0,0,1025,16,0,0,125,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0,0,0,0,0,1.9,2.6,2.3,4.2,2.4,2.2,3,2.9,1.6,3.4,2.1,3.1,1.6
Ben,Watson,MID,WAT,4200000,0,1,0.0166666666666667,3.96825396825397E-09,2.38095238095238E-07,0,61321,0,2,0,0,0,0,0,0.2,1272,-3,0,1,3,0,0,0.2,0,0,0,0,0,0.7,18154,0,351,0,0,54,497,0,1,6,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Weir,MID,HUL,4300000,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,40,-2,0,0,2,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,77,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Welbeck,FWD,ARS,7300000,0,0,0,0,0,0,3558,0,0,0,0,0,0,0,0,213,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2201,0,164,0,0,0,344,0,0,0,Swansea,Burnley,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn,Whelan,MID,STK,4300000,1,30,1.9,4.41860465116279E-07,6.97674418604651E-06,0,35568,2,22,0,0,0,0,0,7,800,-2,0,30,2,0.3,0,1.3,1,0,3,0,0,0.6,22661,1,432,0,0,1202,882,0,0,188,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,1.4,1.3,1.5,1,1.2,1,1.5,1,1.1,1.1,1,1,1.4,1.1,1.2,1,1,1
Connor,Wickham,FWD,CRY,5500000,0,18,2.3,4.18181818181818E-07,3.27272727272727E-06,0,50356,1,6,0,0,0,2,0,3.3,210,-5,0,18,5,0,0,0,0,0,0,0,0,0.3,14229,0,225,0,0,412,22,0,0,59,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,0,0,0,0,1.9,1.8,2.1,2.2,1.4,1.7,1.9,2.5,1.9,2.7,2,2.8,1.8
Georginio,Wijnaldum,MID,LIV,7500000,2,58,0.966666666666667,1.28888888888889E-07,7.73333333333333E-06,0,122153,1,20,0,0,0,2,0,7.7,966,-5,0,58,5,0.5,0,3.8,3,0,5,0,2,1.3,21389,0,630,0,0,1448,1245,0,0,282,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Ashley,Williams,DEF,EVE,4900000,6,61,3.2,6.53061224489796E-07,1.24489795918367E-05,0,252606,2,21,0,0,0,1,0,12.4,10898,-1,0,61,1,1,0,4.7,5,0,5,0,0,8.1,270200,0,487,0,1,1630,15263,0,0,366,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,3.6,3.3,3.3,4.3,2.8,3.6,2.5,3.8,4.1,3.2,2.1,3.4,4,3.7,3.6,2.8,3.8,3.5
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,1089,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,1,0,0,0,16,0,0,0,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7200000,1,65,1.08333333333333,1.50462962962963E-07,9.02777777777778E-06,0,391458,2,10,0,0,0,5,0,9,8831,-3,-1,65,3,0.7,0,4.8,8,0,5,0,1,4.3,187384,0,512,0,3,922,13366,1,0,264,Leicester,Hull City,Liverpool,Arsenal,Burnley,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.9
Jack,Wilshere,MID,BOU,5900000,0,36,2.1,3.55932203389831E-07,6.10169491525424E-06,0,62985,4,21,0,0,0,0,0,6.1,1491,-1,0,36,1,0.4,0,2.5,2,0,5,0,1,0.7,74352,0,18,0,0,1202,1944,0,0,164,Hull City,Watford,Crystal Palace,Everton,Man City,1.1,2.2,1.5,1,1.4,1,1.1,1.6,1.7,1,1,1.4,1,1.9,1.5,1.7,2.4,1.2
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,3211,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0.1,559,0,1,0,0,0,28,0,0,0,Liverpool,Stoke,Hull City,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,11106,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20696,0,0,0,0,0,246,0,0,0,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,TOT,4600000,0,2,0.0333333333333333,7.2463768115942E-09,4.34782608695652E-07,0,6392,1,4,0,0,0,0,0,0.4,112,-4,0,2,4,0.1,0,0.3,0,0,0,0,0,0.1,2234,1,131,0,0,270,67,0,0,27,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Winks,MID,TOT,4500000,1,20,0.333333333333333,7.40740740740741E-08,4.44444444444444E-06,0,3619,0,4,0,0,0,1,0,4.4,276,0,0,20,0,0.3,0,1.2,0,0,0,0,0,0.1,5687,0,0,0,0,335,179,0,0,87,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,43174,1,5,0,0,0,0,0,0.2,88,0,0,1,0,0,0,0,0,0,0,0,0,0.2,778,0,330,0,0,180,6,0,0,23,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Woodburn,MID,LIV,4300000,0,1,0.0166666666666667,3.87596899224806E-09,2.32558139534884E-07,0,451,0,0,0,0,0,0,0,0.2,44,-2,0,1,2,0,0,0,0,0,0,0,0,0,708,0,0,0,0,1,54,0,0,3,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Wynter,DEF,CRY,4000000,0,0,0,0,0,0,4632,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8175,0,0,0,0,0,74,0,0,0,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5200000,5,39,2.3,4.42307692307692E-07,7.5E-06,0,234168,2,15,0,0,0,1,0,7.5,2358,-3,0,39,3,0.5,0,2.8,2,0,4,0,1,2.9,80394,0,0,0,0,1229,4593,0,1,242,Swansea,Burnley,Watford,Chelsea,Hull City,1.6,2.6,2.3,1.2,1.9,1.3,1.2,2.5,1.4,1.4,1.6,1.5,1.6,2.8,1.2,1.7,1.4,2
Claudio,Yacob,MID,WBA,4400000,2,34,1.8,4.09090909090909E-07,7.72727272727273E-06,0,9048,6,20,0,0,0,0,0,7.7,288,-1,0,34,1,0.4,0,1.8,0,0,3,0,0,0.2,6700,0,286,0,0,1643,310,0,0,214,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.9,2,1,1.2,0.9,1.4,1.1,0.9,0.9,1,1.1,1.3,0.9,0.9,1.7,0.9,1,1
,Yaya Toure,MID,MCI,7300000,1,37,0.616666666666667,8.44748858447489E-08,5.06849315068493E-06,0,125880,2,7,0,0,0,3,0,5.1,5714,-7,0,37,7,0.4,0,3.2,6,0,2,0,0,1.3,100293,0,525,0,2,676,3309,0,0,170,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0,0,0,0,13929,0,0,0,0,0,0,0,0,67,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,419,0,227,0,0,0,9,0,0,0,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maya,Yoshida,DEF,SOU,4200000,1,9,0.15,3.57142857142857E-08,2.14285714285714E-06,0,12856,1,9,0,0,0,0,0,2.1,451,-3,0,9,3,0.2,0,0.7,0,0,0,0,1,0.3,6855,0,152,0,0,450,973,0,0,79,Burnley,Leicester,Swansea,West Ham,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Young,MID,MUN,5100000,0,6,0.1,1.96078431372549E-08,1.17647058823529E-06,0,3260,1,3,0,0,0,0,0,1.2,50,-4,0,6,4,0,0,0,0,0,1,0,0,0.1,1157,0,178,0,0,237,23,0,0,41,Liverpool,Stoke,Hull City,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Zabaleta,DEF,MCI,4700000,0,27,0.45,9.57446808510638E-08,5.74468085106383E-06,0,69499,2,12,0,0,0,1,0,5.7,2393,-3,0,27,3,0.6,0,3,4,0,1,0,0,1.3,42690,0,152,0,1,738,1512,0,0,140,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Wilfried,Zaha,MID,CRY,5700000,9,88,4.6,8.07017543859649E-07,1.54385964912281E-05,0,412591,4,34,0,0,0,4,0,15.2,141400,2,1,88,-2,0.9,0,5.3,10,0,1,0,8,9.2,682292,0,353,0,2,1645,10950,-1,0,301,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,5.3,4.2,6.7,4.6,5.3,4.5,4.5,5.9,3.6,4.3,3.8,6.2,3,6.4,3.9,5.1,4.8
