FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Almen,Abdi,MID,WAT,5000000,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,250,0,0,0,7,0,0,0,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Adam,MID,STK,4800000,0,0,0,0,0,0,2534,1,0,0,0,0,0,0,0,335,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,498,0,109,0,0,20,65,0,0,-1,West Brom,Man Utd,Sunderland,Hull City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert,Adomah,MID,MID,5400000,0,3,1.5,2.77777777777778E-07,5.55555555555556E-07,0,9275,0,2,0,0,0,0,0,0.6,613,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,625,0,0,0,0,122,0,0,0,6,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Adrian,GLK,WHU,5000000,0,14,2.8,5.6E-07,2.8E-06,0,39027,0,13,0,18,0,0,0,2.8,12766,0,0,14,0,0.2,0,1,2,0,1,0,0,3.2,43726,0,356,0,0,450,1730,0,0,85,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,4.2,2.5,2.7,3.1,1.7,4,1.9,1.4,4,2.7,3.7,2.3,2.5,1.4,2.1,3.9,1.6,2.6,2.5,3.1,2,2.7,2.1,3.2,2.6,3.3,3,2.4,2.5,3.3,3.2,4.2,1.4
Ibrahim,Afellay,MID,STK,5400000,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,64,0,270,0,0,0,10,0,0,0,West Brom,Man Utd,Sunderland,Hull City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benik,Afobe,FWD,BOU,5700000,0,1,0.0666666666666667,1.16959064327485E-08,1.75438596491228E-07,0,16677,0,0,0,0,0,0,0,0.2,1849,-3,1,1,3,0,0,0,0,0,0,0,0,0.3,2436,0,146,0,0,23,284,-1,0,-1,Everton,Watford,Hull City,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Aguero,FWD,MCI,13000000,0,24,8,6.15384615384615E-07,1.84615384615385E-06,0,1210494,0,3,0,0,0,3,0,1.9,36692,0,0,24,0,0.1,0,0.7,6,0,0,0,0,32.6,762733,0,789,0,1,259,430098,0,0,96,Swansea,Tottenham,Everton,Southampton,West Brom,11.2,9.3,10.3,12,10.4,10.7,10,8.8,11.2,9,10.5,10.5,12,9.2,12,10.4,10.5,9.2,10.3,9,10.9,10.8,10.5,12,10.9,10.1,9.5,8.8,10.9,10.6,11.3,12,10.9
Ola,Aina,DEF,CHE,4800000,0,0,0,0,0,0,3540,0,0,0,0,0,0,0,0,291,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,225,0,0,0,0,0,21,0,0,0,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ake,DEF,BOU,4400000,0,2,0.133333333333333,3.03030303030303E-08,4.54545454545455E-07,0,28300,0,2,0,0,0,0,0,0.5,4326,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,1.2,3269,0,232,0,0,15,343,0,0,6,Everton,Watford,Hull City,Tottenham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Chuba,Akpom,FWD,ARS,5200000,0,0,0,0,0,0,6925,0,0,0,0,0,0,0,0,475,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,791,0,0,0,0,0,168,-1,0,0,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Albrighton,MID,LEI,5300000,3,11,2.8,5.28301886792453E-07,2.07547169811321E-06,0,36709,0,3,0,0,0,0,0,2.1,5124,-2,0,11,2,0.5,0,2.7,0,0,3,0,0,1.2,5548,0,519,0,0,314,1197,0,0,47,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,1.9,3.7,1.4,2.8,1.4,2.6,1.6,3.4,2.3,2.1,1.4,1.9,2.3,3.1,2.2,2.6,1.4,1.4,3.2,2,2.6,2.1,1.4,1.4,2.9,3.3,1.4,1.4,2.4,1.4,2.5,1.4,3.8
Toby,Alderweireld,DEF,TOT,6500000,6,22,4.4,6.76923076923077E-07,3.38461538461538E-06,0,166545,0,2,0,0,0,0,0,3.4,27791,0,0,22,0,0.7,0,4.7,0,0,3,0,0,19.7,48852,0,598,0,0,450,17760,0,0,102,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,4.2,4.5,5,4.9,5.5,6,6.6,4,5.2,3.4,4.1,6.3,4.8,4.9,4.7,5.3,3.8,5.5,4.4,5,5.8,4.4,5.5,6.6,3.6,5.7,4.6,6.6,3.1,5.8,5.1,3.8,5.9
Trent,Alexander-Arnold,MID,LIV,4400000,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,151,-1,1,0,1,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,197,-1,0,0,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Allen,MID,STK,4800000,2,8,1.6,3.33333333333333E-07,1.66666666666667E-06,0,33606,1,13,0,0,0,0,0,1.6,6366,-2,1,8,2,0.4,0,2,0,0,0,0,0,1.1,8203,0,132,0,0,373,1007,-1,0,75,West Brom,Man Utd,Sunderland,Hull City,Swansea,0.8,1.2,1.1,1.3,0.8,0.8,1.3,1,1.5,0.8,1.3,1.4,0.8,0.8,0.8,1.4,1,0.8,0.9,0.8,0.8,1.1,0.8,0.8,0.9,0.9,0.8,0.8,1.3,0.9,0.8,0.8,0.8
Bamidele,Alli,MID,TOT,8300000,6,18,3.6,4.33734939759036E-07,2.16867469879518E-06,0,217801,1,2,0,0,0,1,0,2.2,19099,-2,0,18,2,0.6,0,5,0,0,2,0,1,6.5,23401,0,666,0,0,383,5072,0,0,72,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,4.2,2.6,3,2.8,5,2.3,3.9,2.6,3.5,3.8,2.6,5.1,2.4,3.4,3.2,3.2,2.1,4.3,4.3,1.8,3.6,2.8,2.8,4.6,2.9,3.9,3.2,4.8,3,2.2,2.3,4.1,4
Marcos,Alonso,DEF,CHE,5900000,0,0,0,0,0,0,1231,0,0,0,0,0,0,0,0,416,-1,1,0,1,0,0,0,0,0,0,0,0,0,1843,0,0,0,0,0,96,-1,0,0,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Amartey,MID,LEI,4500000,3,7,1.8,4E-07,1.55555555555556E-06,0,1689,1,5,0,0,0,0,0,1.6,436,0,0,7,0,0.4,0,2,0,0,1,0,0,0.1,2086,0,23,0,0,293,889,0,0,35,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,0.9,2,0.9,1.4,0.9,1.3,0.9,1.8,1.1,1,0.9,0.9,1.1,1.6,1,1.3,0.9,0.9,1.7,0.9,1.3,1,0.9,0.9,1.4,1.7,0.9,0.9,1.2,0.9,1.2,0.9,2.1
Jordi,Amat,DEF,SWA,4100000,2,9,1.8,4.39024390243902E-07,2.19512195121951E-06,0,85731,2,7,0,0,0,0,0,2.2,16554,1,0,9,-1,0.2,0,1,0,0,1,0,0,13.6,224913,0,63,0,0,450,33725,0,0,83,Man City,Liverpool,Arsenal,Watford,Stoke,0.9,2.3,2.6,0.9,2.4,0.9,1.3,1.7,1.4,1.2,1.5,1.2,2.4,2.1,1.9,2.1,2,2.4,1,1.2,1.1,1.6,1.9,1.5,0.9,1.2,2,1.4,1.8,0.9,0.9,1.7,1.1
Nordin,Amrabat,MID,WAT,5000000,1,9,2.3,4.6E-07,1.8E-06,0,5157,1,7,0,0,0,0,0,1.8,920,0,0,9,0,0.1,0,0.7,3,0,0,0,0,0.1,6110,0,74,0,0,296,207,0,0,33,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,1.6,2.3,2.4,2.2,1.2,1.2,2.4,1.5,1.6,1.2,1.2,2.5,1.5,1.2,2.1,1.9,1.5,1.3,2.5,2.1,1.7,2.2,1.4,1.6,1.9,1.4,1.3,1.5,2.3,1.3,1.7,1.6,1.2
Keshi,Anderson,FWD,CRY,4500000,0,0,0,0,0,0,1702,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1481,0,0,0,0,0,28,0,0,0,Sunderland,Everton,West Ham,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Angelino,DEF,MCI,4400000,0,0,0,0,0,0,1353,0,0,0,0,0,0,0,0,159,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,353,0,0,0,0,0,68,0,0,0,Swansea,Tottenham,Everton,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Anichebe,FWD,SUN,4500000,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,458,0,0,0,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,7300000,7,38,7.6,1.04109589041096E-06,5.20547945205479E-06,0,79245,1,12,0,0,0,5,0,5.3,21155,3,-1,38,-3,1.2,0,9,4,0,1,0,0,18.8,610163,0,452,0,2,411,217758,1,0,125,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,11.4,11,7.4,10.8,7.4,10.7,6.6,8.5,8.1,4.8,11.4,9.1,9.3,7.1,11.1,10.8,8.7,9.1,6.5,10.4,8.6,10.3,7.1,11.4,9.9,6.3,10.6,9,9.6,9.1,10,10.4,7
Ikechi,Anya,MID,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,4612,0,0,0,0,0,0,0,0.2,640,0,0,1,0,0,0,0,0,0,0,0,0,0.1,323,0,176,0,0,10,8,0,0,3,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvaro,Arbeloa,DEF,WHU,4900000,0,0,0,0,0,0,1987,0,0,0,0,0,0,0,0,685,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,3323,0,0,0,0,0,281,-1,0,0,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Arfield,MID,BUR,5300000,1,8,1.6,3.0188679245283E-07,1.50943396226415E-06,0,3006,1,5,0,0,0,0,0,1.5,479,-2,1,8,2,0.1,0,0.7,0,0,2,0,0,0.1,766,0,0,0,0,291,16,-1,0,30,Watford,Arsenal,Southampton,Everton,Man Utd,1,0.8,0.8,0.9,0.8,1.2,0.8,0.8,0.8,1.8,0.8,0.8,1.5,1.5,0.8,1.7,0.8,1.9,0.8,1.1,0.8,0.8,0.8,0.8,1,1.2,0.8,0.8,1.4,0.8,1.1,0.8,1.3
Marko,Arnautovic,MID,STK,7300000,6,12,2.4,3.28767123287671E-07,1.64383561643836E-06,0,40011,3,13,0,0,0,1,0,1.6,5201,-2,0,12,2,0.4,0,3,0,0,0,0,0,1.2,9119,0,528,0,0,447,1934,0,0,44,West Brom,Man Utd,Sunderland,Hull City,Swansea,1.5,2.3,2,2.5,1.6,1.3,2.5,2,2.7,1.4,2.4,2.6,1.2,1.5,1.4,2.6,2,1.2,1.7,1.6,1.4,2.1,1.2,1.4,1.8,1.7,1.4,1.2,2.4,1.8,1.6,1.2,1.4
Harry,Arter,MID,BOU,5000000,2,11,2.2,4.4E-07,2.2E-06,0,3384,0,9,0,0,0,0,0,2.2,682,0,0,11,0,0.7,0,3.3,0,0,1,0,1,0.2,2593,0,188,0,0,436,329,0,1,66,Everton,Watford,Hull City,Tottenham,Middlesbrough,1.5,1.1,1.4,1.6,1.5,2.3,1.3,1.1,1.8,1.1,2.9,2.6,1.1,1.3,1.2,1.4,1.7,1.9,1.1,1.4,1.1,1.3,2.2,1.9,1.1,1.1,1.8,1.1,2.4,1.5,2,2.9,1.1
Takuma,Asano,FWD,ARS,4900000,0,0,0,0,0,0,3631,0,0,0,0,0,0,0,0,214,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,360,0,0,0,0,0,20,0,0,0,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Asoro,MID,SUN,4500000,0,1,0.0666666666666667,1.48148148148148E-08,2.22222222222222E-07,0,345,0,0,0,0,0,0,0,0.2,75,0,0,1,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,10,26,0,0,3,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6200000,5,9,2.3,3.70967741935484E-07,1.45161290322581E-06,0,48089,0,0,0,0,0,1,0,1.5,5148,-3,0,9,3,0.4,0,2.3,0,0,1,0,0,1.7,47261,0,32,0,0,142,37980,0,0,32,West Ham,Leicester,Burnley,Man City,Chelsea,1.3,1.2,3.4,1.3,2.7,2.3,3.3,1.9,1.2,2.3,2.5,1.2,2,2.3,1.2,1.2,2.9,1.6,3.3,1.9,2.3,1.7,2.2,1.2,3.1,2.5,1.2,2.7,1.3,2.4,1.3,1.3,3.3
Daniel,Ayala,DEF,MID,5000000,0,13,0.866666666666667,1.73333333333333E-07,2.6E-06,0,3517,2,5,0,0,0,1,0,2.6,1022,0,0,13,0,0.8,0,4,0,0,1,0,0,0.3,4398,0,0,0,0,278,811,0,0,68,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0.4,0.6,0.4,1,0.7,0.4,0.4,0.4,0.4,0.5,0.9,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.5,0.8,0.4,0.4,0.5,0.5,0.5,0.8,0.4,0.4,0.4,0.9,0.6
Andre,Ayew,MID,WHU,7200000,0,1,0.0666666666666667,9.25925925925926E-09,1.38888888888889E-07,0,262694,0,0,0,0,0,0,0,0.1,3813,-3,0,1,3,0,0,0,0,0,0,0,0,1.3,2494,0,524,0,0,34,26,0,0,5,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,6000000,1,16,3.2,5.33333333333333E-07,2.66666666666667E-06,0,142631,1,6,0,0,0,0,0,2.7,45404,0,0,16,0,0.5,0,3,2,0,1,0,1,11.8,98126,0,470,0,0,450,3304,0,0,93,Arsenal,Hull City,Leicester,Man Utd,Southampton,4.3,3.8,3.5,2.3,3.5,2.7,2.6,3.5,2.3,3.4,3.5,3.8,4.8,4.2,3,1.8,2.5,3.7,4.2,2.2,3.3,3.7,2.8,4.3,4.4,2.8,3.2,2,4.8,2.7,2.7,3.1,3.4
,Baba Rahman,DEF,CHE,5500000,0,0,0,0,0,0,761,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,138,0,0,0,14,0,0,0,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5500000,1,17,3.4,6.18181818181818E-07,3.09090909090909E-06,0,132129,1,6,0,0,0,0,0,3.1,45699,0,0,17,0,0.5,0,3,2,0,2,0,0,13.7,130722,0,0,0,0,450,9120,0,0,109,Leicester,Stoke,Liverpool,Chelsea,Burnley,3.7,4.3,4,2.8,4.4,4.1,4.3,5.1,3.1,3.7,4.3,3.6,3.6,2.8,4,5.1,4.7,2.6,2.1,3,2.7,5.1,3.9,3,3.6,2.8,4,3.1,2.5,3.5,4.7,3.4,4.6
Leighton,Baines,DEF,EVE,5600000,2,21,4.2,7.5E-07,3.75E-06,0,73266,0,3,0,0,0,0,0,3.8,18912,1,-1,21,-1,1,1,5.7,2,0,2,0,1,12.6,217929,0,212,0,0,450,69749,1,0,108,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,5,5.6,3.9,3.7,6.2,4.1,4.6,5,3.2,4.9,5.2,6.2,3.2,5.8,6.3,3.9,5.6,6,6.3,4.3,4.7,4.8,4.7,3.5,5.2,3.5,4.8,5.6,5.2,4.1,5.7,4,6
Mario,Balotelli,FWD,LIV,6300000,0,0,0,0,0,0,9770,0,0,0,0,0,0,0,0,551,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1164,0,0,0,0,0,39,0,0,0,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Bamford,FWD,BUR,5000000,1,2,0.133333333333333,2.66666666666667E-08,4E-07,0,633,0,1,0,0,0,0,0,0.4,285,0,0,2,0,0.2,0,1,0,0,0,0,0,0,1915,0,0,0,0,23,701,0,0,4,Watford,Arsenal,Southampton,Everton,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alex,Baptiste,DEF,MID,4000000,0,0,0,0,0,0,2278,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2208,0,0,0,0,0,56,0,0,0,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,STK,4500000,0,3,1,2.22222222222222E-07,6.66666666666667E-07,0,2106,1,6,0,0,0,0,0,0.7,471,0,0,3,0,0.2,0,0.7,0,0,0,0,0,0.2,1256,0,107,0,0,270,91,0,0,29,West Brom,Man Utd,Sunderland,Hull City,Swansea,0.5,0.5,0.5,0.7,0.5,0.8,0.9,0.5,0.6,1.2,1.1,0.5,0.8,0.5,0.5,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.7,1.1,0.6,1,0.7
Ross,Barkley,MID,EVE,7500000,2,20,4,5.33333333333333E-07,2.66666666666667E-06,0,340156,1,3,0,0,0,1,0,2.6,117674,0,2,20,0,0.2,0,1.7,3,0,1,0,1,13,443315,0,654,0,0,398,5142,-2,0,50,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,3.6,3.7,2.8,3.8,4.2,3.4,3.7,3.2,4.4,4.3,2.3,3.5,3.9,5,5,2.8,3.7,4.7,5.2,5.1,4.5,3.2,3.5,2.7,2.4,4.7,5.4,5.5,3,3.4,4.8,3.4,3.1
Ashley,Barnes,FWD,BUR,4400000,0,0,0,0,0,0,3043,0,0,0,0,0,0,0,0,783,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,2659,0,0,0,0,0,1526,0,0,0,Watford,Arsenal,Southampton,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,Barragan,DEF,MID,4500000,1,14,2.8,6.22222222222222E-07,3.11111111111111E-06,0,7204,1,7,0,0,0,0,0,3.1,2173,0,0,14,0,0.7,0,3.3,3,0,1,0,0,0.6,12312,0,0,0,0,450,4105,0,0,98,Tottenham,West Ham,Watford,Arsenal,Bournemouth,2.7,3.4,2.1,4,4,2,2.2,1.6,1.8,3.2,4.2,2.5,1.9,1.8,2.7,2.7,4.2,2.6,2.6,2,3.4,4,2.6,1.7,3.2,3.3,3.3,3.5,2.8,2.1,2.1,4.2,3.4
Modou,Barrow,FWD,SWA,5000000,2,12,2.4,4.8E-07,2.4E-06,0,18645,0,5,0,0,0,0,0,2.4,4748,0,0,12,0,0.5,0,2.7,0,0,1,0,1,0.9,23027,0,120,0,0,377,9685,0,0,71,Man City,Liverpool,Arsenal,Watford,Stoke,2.1,2.9,2.5,2,3.5,1.6,2,1.9,1.7,2.3,2.1,2.3,2.8,2.6,2.2,1.7,2.4,2.9,2.4,2.4,2.4,2.9,3.4,1.9,1.7,1.4,2.4,2.8,2.8,2.1,1.4,3,1.7
Gareth,Barry,MID,EVE,4600000,6,23,4.6,1E-06,5E-06,0,80882,2,3,0,0,0,2,0,5,17808,1,0,23,-1,0.8,0,3.7,3,0,2,0,0,7.2,235109,0,418,0,0,444,73437,0,0,112,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,4.4,4.6,3.5,4.7,5.1,4.3,4.6,4,5.4,5.3,2.9,4.3,4.8,6.1,6.1,3.5,4.5,5.8,6.3,6.2,5.5,4,4.3,3.5,3,5.7,6.5,6.6,3.8,4.3,5.9,4.2,3.9
Borja,Baston,FWD,SWA,6900000,1,1,0.0666666666666667,9.66183574879227E-09,1.44927536231884E-07,0,3671,0,0,0,0,0,0,0,0.1,203,-1,0,1,1,0,0,0.3,0,0,0,0,0,0,1028,0,0,0,0,9,182,0,0,3,Man City,Liverpool,Arsenal,Watford,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CHE,8800000,0,12,3,3.40909090909091E-07,1.36363636363636E-06,0,83917,0,0,0,0,0,1,0,1.3,15411,-2,1,12,2,0.1,0,0.7,1,0,0,0,1,1.5,35807,0,0,0,0,38,501,-1,0,40,Arsenal,Hull City,Leicester,Man Utd,Southampton,3.1,4.2,3.7,2.8,2.5,2.4,2.8,2.5,2.9,2.8,3.7,2.7,4,3.9,2.1,2.1,3,3,2.9,2.5,3,2.9,3.3,4.1,3.2,3.4,2.3,2.5,4.3,2.4,2.9,2.6,3.6
Asmir,Begovic,GLK,CHE,4900000,0,0,0,0,0,0,3417,0,0,0,0,0,0,0,0,450,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,808,0,150,0,0,0,89,0,0,0,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valon,Behrami,MID,WAT,4500000,2,8,1.6,3.55555555555556E-07,1.77777777777778E-06,0,4647,2,9,0,0,0,0,0,1.8,1055,0,0,8,0,0.4,0,1.7,0,0,0,0,0,0.3,4847,0,127,0,0,423,1523,0,0,51,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0.9,1.3,1.4,1.3,0.8,0.8,1.4,0.8,0.9,0.8,0.8,1.4,0.8,0.8,1.2,1.1,0.8,0.8,1.5,1.2,0.9,1.2,0.8,0.8,1,0.8,0.8,0.8,1.3,0.8,0.9,0.8,0.8
Hector,Bellerin,DEF,ARS,6500000,2,15,3,4.61538461538462E-07,2.30769230769231E-06,0,258931,0,7,0,0,0,0,0,2.3,67346,0,0,15,0,0.3,0,2,3,0,1,0,0,24,68661,0,541,0,0,450,4904,0,0,84,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,2.3,2.2,2.7,2.1,3.5,2.9,2.1,4.2,3.8,3.6,2.7,2.4,2.7,3.7,3.2,3.7,3.5,2.2,2.5,1.9,3.6,3.7,2.9,3.1,2.2,4.4,3.8,2.6,2.8,3,1.7,4.3,2.1
Yohan,Benalouane,DEF,LEI,4000000,0,0,0,0,0,0,5161,0,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1090,0,15,0,0,0,59,0,0,0,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabil,Bentaleb,MID,TOT,4500000,0,0,0,0,0,0,3449,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0.1,400,0,29,0,0,0,4,0,0,0,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saido,Berahino,FWD,WBA,6200000,0,6,1.5,2.41935483870968E-07,9.67741935483871E-07,0,30182,1,2,0,0,0,0,0,1,5373,-3,1,6,3,0.2,0,1,0,0,2,0,0,0.7,8771,0,226,0,0,243,861,-1,0,-3,Stoke,Sunderland,Tottenham,Liverpool,Man City,1.8,1.4,0.8,1.1,1.1,0.8,1.6,1.7,1.1,1,1,0.8,1.1,0.8,1,0.8,1.2,1,1.7,1,1.4,1,0.8,0.9,0.8,1.3,1.6,1.6,1,1.3,0.9,1.1,1.2
