FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Gael,Clichy,DEF,MCI,5400000,0,10,0.476190476190476,8.81834215167549E-08,1.85185185185185E-06,0,31953,0,2,0,0,0,0,0,1.9,2818,-1,0,10,1,0.4,0,2,0,0,1,0,0,1.2,10658,0,166,0,0,259,784,0,0,65,Everton,Southampton,West Brom,Middlesbrough,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sam,Clucas,MID,HUL,4900000,2,14,2,4.08163265306122E-07,2.85714285714286E-06,0,2275,1,14,0,0,0,0,0,2.9,141,-1,0,14,1,0.4,0,2,0,0,1,0,0,0.1,889,0,0,0,0,612,73,0,0,119,Bournemouth,Stoke,Watford,Southampton,Sunderland,1.2,1,1.6,1.1,2,1,2.1,1,1.1,1.3,1,1,1.5,1.5,1.3,1.7,1,1.1,1.6,1.4,1,1.4,1,1.3,1,1.7,1.1,1.3,1.4,1.5,1
Nathaniel,Clyne,DEF,LIV,5500000,2,15,2.1,3.81818181818182E-07,2.72727272727273E-06,0,160306,0,10,0,0,0,0,0,2.7,41973,0,0,15,0,0.4,0,2,0,0,0,0,1,9.1,106030,0,387,0,0,630,2094,0,0,114,Man Utd,West Brom,Crystal Palace,Watford,Southampton,0,2,1.6,1.9,1.4,2,1.2,3.2,1.1,1,2.7,1.9,1.3,1,1.9,1.8,1.7,2.3,1,3,2.7,1,1.9,3,2.1,1.3,2.3,1.1,2.6,2.2,1.6
Seamus,Coleman,DEF,EVE,5500000,2,22,5.5,1E-06,4E-06,0,86831,0,3,0,0,0,1,0,4,10713,0,0,22,0,1,0,5.3,4,0,1,0,0,4.8,142484,0,327,0,1,360,13309,0,0,95,Man City,Burnley,West Ham,Chelsea,Swansea,5,5.7,8,5.5,7,6.5,5.9,6,7.5,8.2,4.8,7.6,8.2,7.1,7,7.2,8.2,6.1,7.4,6.6,7.4,6.5,6.2,5.2,7.8,8.2,6.6,6.9,7.2,7.1,7.1
James,Collins,DEF,WHU,4500000,2,17,2.8,6.22222222222222E-07,3.77777777777778E-06,0,153156,1,14,0,0,0,1,0,3.7,18812,0,1,17,0,0.2,0,0.7,2,0,1,0,0,8.2,307311,0,217,0,1,540,3248,-1,0,114,Crystal Palace,Sunderland,Everton,Stoke,Tottenham,2.9,2.9,1.9,3.8,2.5,1.7,3.8,3.1,3.8,2.4,2.7,1.6,2.1,3.3,2.1,2.7,2.6,2.9,2.1,2.6,2.3,3.1,3,3.6,2.7,2.4,2.7,3.6,3.3,4.2,1.9
Lewis,Cook,MID,BOU,4300000,0,2,0.0952380952380952,2.21483942414175E-08,4.65116279069767E-07,0,10992,0,3,0,0,0,0,0,0.5,1018,-2,1,2,2,0,0,0,0,0,0,0,0,0.4,5582,0,0,0,0,80,2116,-1,0,10,Hull City,Tottenham,Middlesbrough,Sunderland,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Cook,DEF,BOU,4900000,1,20,2.9,5.91836734693878E-07,4.08163265306122E-06,0,8500,1,11,0,0,0,0,0,4.1,1077,-1,0,20,1,0.6,0,3,3,0,2,0,0,0.6,8905,0,443,0,0,630,1895,0,0,127,Hull City,Tottenham,Middlesbrough,Sunderland,Stoke,2.9,3.8,1.6,3.4,3,3,4.4,1.4,3.7,4.1,1.4,2.1,4.3,2.4,3.2,3.8,1.4,3.2,1.9,1.4,4.4,3.2,2,2.5,3.1,1.9,2.8,1.8,4.3,4.3,1.4
Francis,Coquelin,MID,ARS,4300000,0,8,0.380952380952381,8.859357696567E-08,1.86046511627907E-06,0,56676,2,6,0,0,0,0,0,1.8,5406,-2,1,8,2,0.2,0,1,0,0,1,0,0,1.8,32002,0,246,0,0,391,5357,-1,0,45,Swansea,Middlesbrough,Sunderland,Tottenham,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jack,Cork,MID,SWA,4800000,1,14,2,4.16666666666667E-07,2.91666666666667E-06,0,2718,1,11,0,0,0,0,0,2.9,203,-2,1,14,2,0.4,0,1.7,0,0,1,0,0,0.1,926,0,376,0,0,598,85,-1,0,100,Arsenal,Watford,Stoke,Man Utd,Everton,1,1.2,1.6,1.2,1.2,1,1,1.6,1.3,2,1.2,1.7,1.3,1,1,1.3,1,1.9,1.2,1.8,1.8,1.1,1.5,1,1.2,1.4,1.2,1.5,1.2,1.9,1.1
,Costa,FWD,CHE,10100000,12,46,6.6,6.53465346534653E-07,4.55445544554455E-06,0,307119,4,9,0,0,0,6,0,4.6,14922,6,-1,46,-6,0.6,0,6.3,6,0,2,0,2,31.4,1169391,0,533,0,2,619,194117,1,0,173,Leicester,Man Utd,Southampton,Everton,Middlesbrough,9.9,8.7,7.2,9.2,8.7,8.5,7.7,9.1,8.3,8.4,9.9,9,6.7,7,8.3,7.5,8.1,7.1,8.7,8,9.3,8.6,9.1,9.9,7.1,7.9,9.3,7.6,8.9,8.4,9.2
Thibaut,Courtois,GLK,CHE,5500000,7,20,2.9,5.27272727272727E-07,3.63636363636364E-06,0,133257,1,9,0,11,0,0,0,3.6,10465,0,0,20,0,0.6,0,3.3,0,0,2,0,0,8.4,81842,0,230,0,0,630,2583,0,0,92,Leicester,Man Utd,Southampton,Everton,Middlesbrough,3.3,2.2,2.8,2.8,2.3,3.4,1.8,3,2.6,3.1,4.3,3.9,2.6,1.7,2.5,3.3,3.9,2.1,2.8,3.5,2.8,3.8,3.4,2.8,2.5,1.9,3.8,2.1,2.4,2.6,3
Philippe,Coutinho,MID,LIV,8300000,2,43,2.04761904761905,2.46701090074584E-07,5.18072289156626E-06,0,511818,1,7,0,0,0,3,0,5.2,39043,3,-1,43,-3,0.9,0,7.7,6,0,1,0,3,34.5,1055235,0,459,0,2,486,75440,1,0,164,Man Utd,West Brom,Crystal Palace,Watford,Southampton,1.7,1.5,1,1.8,1,2.1,1,1.6,1.5,1,1.7,1.5,1.4,1.1,1.6,1.6,1.3,1.4,1,1,2.4,1,1.7,2.3,1.2,1,1.5,1,1.8,1,2
Aaron,Cresswell,DEF,WHU,5300000,0,0,0,0,0,0,8024,0,0,0,0,0,0,0,0,202,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,837,0,514,0,0,0,596,0,0,0,Crystal Palace,Sunderland,Everton,Stoke,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter,Crouch,FWD,STK,4800000,1,4,0.19047619047619,3.96825396825397E-08,8.33333333333333E-07,0,21611,0,2,0,0,0,0,0,0.8,1346,-2,0,4,2,0.1,0,0.7,0,0,0,0,0,0.6,9493,0,47,0,0,108,1184,0,0,7,Sunderland,Hull City,Swansea,West Ham,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Cuadrado,MID,CHE,6900000,0,0,0,0,0,0,49398,0,0,0,0,0,0,0,0,1259,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,615,0,8,0,0,0,7,0,0,0,Leicester,Man Utd,Southampton,Everton,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Cullen,MID,WHU,4400000,0,0,0,0,0,0,3296,0,0,0,0,0,0,0,0,158,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,621,0,0,0,0,0,53,0,0,0,Crystal Palace,Sunderland,Everton,Stoke,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4900000,1,19,2.7,5.51020408163265E-07,3.87755102040816E-06,0,62314,1,11,0,0,0,0,0,3.9,4245,-1,0,19,1,0.4,0,2,2,0,2,0,0,2.9,11853,0,491,0,0,630,2026,0,0,118,Hull City,Tottenham,Middlesbrough,Sunderland,Stoke,2.6,3.5,1.4,3.1,2.7,2.8,4.1,1.4,3.3,3.8,1.4,1.9,4,2.1,2.9,3.5,1.4,2.9,1.6,1.4,4.1,2.9,1.8,2.3,2.8,1.7,2.5,1.6,3.9,3.9,1.4
Scott,Dann,DEF,CRY,5400000,0,22,4.4,8.14814814814815E-07,4.07407407407407E-06,0,179121,1,5,0,0,0,2,0,4.1,23488,-1,1,22,1,0.5,0,2.7,1,0,0,0,0,4.4,67540,0,480,0,1,450,602,-1,0,94,West Ham,Leicester,Liverpool,Burnley,Man City,0,3.7,6.6,4.4,4.9,5.6,6.3,6,3.9,4.8,4.6,6,4.9,5.6,4.9,5,5.2,6,4.3,5.2,5.8,4.9,4.3,5.5,5.7,5.6,5.3,6.5,3.8,4.4,4
Tendayi,Darikwa,DEF,BUR,4300000,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,80,-2,0,0,2,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,24,0,0,0,Southampton,Everton,Man Utd,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5100000,0,0,0,0,0,0,48229,0,0,0,0,0,0,0,0,1363,-4,0,0,4,0,0,0,0,0,0,0,0,0.7,681,0,257,0,0,0,68,0,0,0,Liverpool,Chelsea,Burnley,Swansea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,David Luiz,DEF,CHE,6000000,6,8,0.380952380952381,6.34920634920635E-08,1.33333333333333E-06,0,20590,0,5,0,0,0,0,0,1.3,2262,0,0,8,0,0.5,0,2.7,0,0,1,0,0,1,40262,0,0,0,0,270,2130,0,0,70,Leicester,Man Utd,Southampton,Everton,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ben,Davies,DEF,TOT,4900000,0,8,0.380952380952381,7.77453838678328E-08,1.63265306122449E-06,0,7045,1,1,0,0,0,0,0,1.6,975,-1,0,8,1,0.1,0,0.7,0,0,1,0,0,0.3,5172,0,192,0,0,194,379,0,0,35,West Brom,Bournemouth,Leicester,Arsenal,West Ham,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2
Curtis,Davies,DEF,HUL,5000000,1,18,2.6,5.2E-07,3.6E-06,0,51757,1,14,0,0,0,0,0,3.6,6571,0,0,18,0,0.1,0,0.3,3,0,1,0,1,2.8,94978,0,0,0,1,630,2053,0,0,149,Bournemouth,Stoke,Watford,Southampton,Sunderland,2.6,2.8,2.4,2.6,2.7,1.9,2.5,2.3,2.8,3.6,1.7,1.7,2.8,3.1,2.2,2,3.4,3.9,2.8,1.9,1.7,2.3,3.2,1.4,1.9,3.8,1.7,2.9,1.9,3.2,2.3
Tom,Davies,MID,EVE,4400000,0,2,0.0952380952380952,2.16450216450216E-08,4.54545454545455E-07,0,987,0,0,0,0,0,0,0,0.4,113,-1,1,2,1,0,0,0,0,0,0,0,0,0,910,0,0,0,0,18,59,-1,0,6,Man City,Burnley,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Davis,MID,SOU,5300000,3,16,2.3,4.33962264150943E-07,3.0188679245283E-06,0,26903,1,6,0,0,0,0,0,3,1411,-2,0,16,2,0.6,0,3,0,0,3,0,0,0.7,2356,0,535,0,0,606,269,0,0,101,Burnley,Man City,Chelsea,Hull City,Liverpool,2.7,1.2,1.8,1.8,1.5,1.9,1.3,2.3,1.6,1.2,1.6,1.7,1.2,1.2,2.7,1.8,1.9,1.9,1.2,1.4,1.9,1.2,2.6,1.7,1.3,1.7,1.2,1.5,1.2,2,1.9
Craig,Dawson,DEF,WBA,4900000,3,18,2.6,5.30612244897959E-07,3.6734693877551E-06,0,40557,3,7,0,0,0,0,0,3.6,3831,-1,1,18,1,0.3,0,1.3,1,0,2,0,0,1.9,9392,0,433,0,0,630,373,-1,0,103,Tottenham,Liverpool,Man City,Leicester,Burnley,2.8,3.1,2.2,1.5,3.3,2.9,2.2,1.8,2.2,1.7,3.5,2.6,2,2.4,2.4,2.1,3.3,3.3,3.6,2.8,1.9,3.4,1.7,2.1,3.1,3.9,1.6,2.6,1.9,2.2,2.7
Michael,Dawson,DEF,HUL,4400000,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,61,-1,0,0,1,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,70,0,0,0,Bournemouth,Stoke,Watford,Southampton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,De Bruyne,MID,MCI,10600000,0,49,8.2,7.73584905660377E-07,4.62264150943396E-06,0,608186,1,5,0,0,0,2,0,4.6,95148,1,1,49,-1,0.8,0,8,9,0,1,0,6,8.3,648480,0,546,0,2,510,15631,-1,0,199,Everton,Southampton,West Brom,Middlesbrough,Crystal Palace,0,12.1,9.3,11.4,9.3,8.2,11.4,8.4,12,9,11.2,5.6,12.3,8.8,10.9,8.6,11.2,8,11.7,9.7,11.5,10.5,7.4,8.5,10.5,8.7,11.3,10.2,11.2,12.3,9.6
David,de Gea,GLK,MUN,5500000,3,22,3.1,5.63636363636364E-07,4E-06,0,354883,0,8,0,18,0,0,0,4,70783,0,0,22,0,0.4,0,2,0,0,2,0,0,40.9,183372,0,368,0,0,630,2801,0,0,110,Liverpool,Chelsea,Burnley,Swansea,Arsenal,3.7,2.5,4.2,3.5,4,4.3,2.6,3.6,3.6,3.1,3.1,2.5,3.9,4.6,4.2,2.6,2.1,2.9,2.2,4.5,3.3,2.8,3.1,2.9,3.1,2.8,2.5,2.9,4.2,3.1,3.6
Ritchie,de Laet,DEF,LEI,4400000,0,0,0,0,0,0,5117,0,0,0,0,0,0,0,0,180,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,196,0,129,0,0,0,5,0,0,0,Chelsea,Crystal Palace,Tottenham,West Brom,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos,De Pena,MID,MID,4300000,0,0,0,0,0,0,5323,0,0,0,0,0,0,0,0,837,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,7910,0,0,0,0,0,627,0,0,0,Watford,Arsenal,Bournemouth,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marten,de Roon,MID,MID,4400000,1,7,0.333333333333333,7.57575757575757E-08,1.59090909090909E-06,0,6763,1,6,0,0,0,0,0,1.6,389,-1,0,7,1,0.4,0,1.7,0,0,0,0,0,0.2,4322,0,0,0,0,325,203,0,0,41,Watford,Arsenal,Bournemouth,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Julien,de Sart,MID,MID,4300000,0,0,0,0,0,0,1866,0,0,0,0,0,0,0,0,99,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,1480,0,0,0,0,0,39,-1,0,0,Watford,Arsenal,Bournemouth,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4800000,0,0,0,0,0,0,6788,0,0,0,0,0,0,0,0,373,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,1008,0,11,0,0,0,81,0,0,0,Swansea,Middlesbrough,Sunderland,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,7100000,9,30,4.3,6.05633802816901E-07,4.22535211267606E-06,0,121629,3,13,0,0,0,3,0,4.3,10639,1,-1,30,-1,0.8,0,5.7,4,0,0,0,1,8.1,255239,0,629,0,1,617,75552,1,0,109,Middlesbrough,Swansea,Hull City,Liverpool,Leicester,5.2,5.9,5.3,5,6,5.7,4.9,5,4.7,5.5,5.2,4.6,5.7,5.1,3.9,4.3,6.4,4.4,6.2,5.1,4.7,5,5.9,5.1,3.6,5.5,6.3,6.4,3.8,4.2,6
Jermain,Defoe,FWD,SUN,7300000,2,38,5.4,7.3972602739726E-07,5.20547945205479E-06,0,278650,0,12,0,0,0,4,0,5.3,28769,3,-1,38,-3,0.8,0,5.7,8,0,0,0,0,13.8,560522,0,595,0,2,622,70468,1,0,106,Stoke,West Ham,Arsenal,Bournemouth,Hull City,7.3,6.8,5.9,5.6,6.5,6.4,7.9,7.6,7.4,7.4,6.2,5.6,8.1,7.1,6.8,6.2,6.9,6.9,5.9,7.9,7.1,8.1,7,5.5,6.4,7.7,6.1,8.1,8.1,6.9,6.6
Steven,Defour,MID,BUR,6000000,3,33,5.5,9.16666666666667E-07,5.5E-06,0,6881,0,4,0,0,0,1,0,5.5,2068,0,0,33,0,0.9,0,5.7,6,0,3,0,3,0.7,26165,0,0,0,0,391,7572,0,0,127,Southampton,Everton,Man Utd,Crystal Palace,West Brom,3.7,7.4,4.7,7,4.1,6.9,4.9,8.2,3.6,3.1,8.1,8.2,2.8,7.7,3,8.2,4.4,7.2,5.4,5.3,2.8,5.4,6.8,7.4,5.8,3.8,7.5,4.1,7,3.3,7.4
Damien,Delaney,DEF,CRY,5000000,2,15,2.1,4.2E-07,3E-06,0,19209,1,7,0,0,0,0,0,3,1195,0,0,15,0,0.3,0,1.3,0,0,1,0,0,0.8,6417,0,366,0,0,576,779,0,0,101,West Ham,Leicester,Liverpool,Burnley,Man City,2.9,1.1,2.9,1.3,1.6,1.9,2.3,2.1,1.2,1.5,1.5,2.9,1.6,2.7,1.6,1.6,1.7,2.6,1.3,1.7,2,1.6,1.3,1.9,2.7,1.9,2.3,2.4,1.1,1.4,1.2
Fabian,Delph,MID,MCI,4700000,0,2,0.0952380952380952,2.02634245187437E-08,4.25531914893617E-07,0,5580,0,1,0,0,0,0,0,0.4,308,-3,1,2,3,0,0,0,0,0,0,0,0,0.1,1270,0,156,0,0,30,20,-1,0,4,Everton,Southampton,West Brom,Middlesbrough,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mousa,Dembele,MID,TOT,5400000,0,3,0.142857142857143,2.64550264550265E-08,5.55555555555556E-07,0,5392,0,0,0,0,0,0,0,0.5,625,-1,1,3,1,0.2,0,1,0,0,1,0,0,0.1,3170,0,473,0,0,73,103,-1,0,16,West Brom,Bournemouth,Leicester,Arsenal,West Ham,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jason,Denayer,DEF,SUN,4800000,2,4,0.19047619047619,3.96825396825397E-08,8.33333333333333E-07,0,2208,1,2,0,0,0,0,0,0.8,185,-2,0,4,2,0.2,0,1,0,0,0,0,0,0.1,534,0,0,0,0,195,34,0,0,32,Stoke,West Ham,Arsenal,Bournemouth,Hull City,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Memphis,Depay,MID,MUN,7200000,1,2,0.0952380952380952,1.32275132275132E-08,2.77777777777778E-07,0,6069,1,1,0,0,0,0,0,0.3,223,-3,0,2,3,0,0,0.3,0,0,0,0,0,0.2,561,0,259,0,0,15,45,0,0,3,Liverpool,Chelsea,Burnley,Swansea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerard,Deulofeu,MID,EVE,6100000,0,7,0.333333333333333,5.46448087431694E-08,1.14754098360656E-06,0,117199,0,2,0,0,0,0,0,1.1,4308,-4,1,7,4,0.1,0,0.7,0,0,0,0,0,1.2,17380,0,283,0,0,222,103,-1,0,24,Man City,Burnley,West Ham,Chelsea,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mohamed,Diame,MID,HUL,5500000,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,4,0,0,0,Bournemouth,Stoke,Watford,Southampton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,5200000,1,12,0.571428571428571,1.0989010989011E-07,2.30769230769231E-06,0,314823,1,2,0,0,0,0,0,2.3,14478,-3,1,12,3,0.3,0,1.3,0,0,3,0,0,6.3,16202,0,526,0,0,420,870,-1,0,53,West Brom,Bournemouth,Leicester,Arsenal,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adama,Diomande,FWD,HUL,4600000,2,18,2.6,5.65217391304348E-07,3.91304347826087E-06,0,180948,0,6,0,0,0,1,0,3.9,20737,1,0,18,-1,0.3,0,1.3,2,0,2,0,0,7.1,336992,0,0,0,0,456,22098,0,0,52,Bournemouth,Stoke,Watford,Southampton,Sunderland,2.2,2.6,3.2,1.8,3.1,1.9,2.9,1.9,2,3.1,2.4,1.8,2.8,2.7,2.7,2.5,3,2.4,2.7,2.1,2.1,2.3,2.6,1.8,2.7,3.7,2.5,2.2,2.3,2.8,1.5
Mame Biram,Diouf,FWD,STK,5800000,0,8,1.6,2.75862068965517E-07,1.37931034482759E-06,0,21021,0,9,0,0,0,0,0,1.4,1048,-2,0,8,2,0.1,0,0.7,0,0,0,0,0,0.4,7340,0,245,0,0,261,683,0,0,21,Sunderland,Hull City,Swansea,West Ham,Bournemouth,1.3,1.9,1.2,1.3,1.5,1.4,1.5,0.9,1,1.3,1.3,1.1,1.4,1.4,0.9,1,1.1,1.1,0.8,1,1.1,1.2,0.8,0.8,1.7,1.2,1.6,1.5,0.8,0.8,0.8
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,28,-1,0,0,1,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,2,0,0,0,Middlesbrough,Swansea,Hull City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papy,Djilobodji,DEF,SUN,4400000,0,6,1.2,2.72727272727273E-07,1.36363636363636E-06,0,5426,1,10,0,0,0,0,0,1.3,446,-1,1,6,1,0.2,0,0.7,0,0,0,0,0,0.2,2126,0,0,0,0,450,109,-1,0,73,Stoke,West Ham,Arsenal,Bournemouth,Hull City,1.1,1.2,1.5,0.6,0.6,0.9,0.8,0.8,0.6,0.6,0.6,0.6,1.4,1.1,0.7,0.9,0.8,1,0.6,0.6,0.6,1.1,0.6,0.6,0.6,1.4,1.6,1.2,0.8,0.6,0.6
Abdoulaye,Doucoure,MID,WAT,4700000,0,1,0.0476190476190476,1.01317122593718E-08,2.12765957446809E-07,0,694,0,1,0,0,0,0,0,0.2,29,-3,1,1,3,0,0,0,0,0,0,0,0,0,120,0,0,0,0,7,13,-1,0,3,Middlesbrough,Swansea,Hull City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart,Downing,MID,MID,5300000,2,21,3,5.66037735849057E-07,3.9622641509434E-06,0,31196,1,10,0,0,0,0,0,4,1959,-2,0,21,2,0.6,0,3.3,1,0,1,0,2,0.7,9255,0,0,0,0,630,1129,0,0,117,Watford,Arsenal,Bournemouth,Man City,Chelsea,2.6,1.8,3.4,1.7,2.3,2.5,1.9,2.2,1.9,2.4,2.2,2.8,3.5,2.6,2.4,2.2,1.9,2.4,2.5,2.9,3.1,2.5,3.2,3.2,3.5,1.5,2,2.1,2.2,2.6,1.5
Luke,Dreher,MID,CRY,4500000,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,4,0,0,0,West Ham,Leicester,Liverpool,Burnley,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,LEI,5400000,3,22,3.1,5.74074074074074E-07,4.07407407407407E-06,0,191520,0,11,0,0,0,0,0,4.1,29501,-1,0,22,1,0.5,0,2.7,2,0,3,0,1,6.8,59708,0,592,0,0,618,1357,0,0,115,Chelsea,Crystal Palace,Tottenham,West Brom,Watford,1.6,3,1.6,3,1.9,3.8,2.5,2.9,1.6,2.1,3.2,3.2,2.7,3.1,1.6,1.6,3.3,2.3,2.7,2.7,1.6,1.6,3.3,3.9,1.6,1.7,2.9,1.7,3.4,1.6,4.2
