FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Eden,Hazard,MID,CHE,10400000,10,113,6.6,6.34615384615385E-07,1.08653846153846E-05,0,1077203,2,11,0,0,0,9,0,10.9,19631,4,0,113,-4,0.5,0,5,17,0,10,0,3,36,1676840,0,476,0,3,1425,43822,0,0,432,Stoke,Tottenham,Leicester,Hull City,Liverpool,8.3,5.7,7.8,8.8,5.1,6.7,7.2,8.8,6.5,9.5,7.5,7.8,7,6.8,7.8,8.6,7.3,9.1,7.4,9.8
Tom,Heaton,GLK,BUR,4900000,9,77,4.8,9.79591836734694E-07,1.57142857142857E-05,0,211005,1,24,0,80,0,0,0,16,3294,4,-1,77,-4,1,0,5,13,0,4,0,0,15.3,589350,0,0,1,4,1440,40304,1,0,374,Sunderland,Man City,Southampton,Arsenal,Leicester,6.8,4.4,7.2,5,6.3,4,6.4,4.9,4.1,4.8,3.4,7.2,7.2,4.2,3.9,5.7,5,7.1,4.3,7.2
Jordan,Henderson,MID,LIV,6400000,2,61,3.4,5.3125E-07,9.53125E-06,0,69563,6,21,0,0,0,1,0,9.4,5541,-1,1,61,1,0.4,0,2.8,9,0,5,0,4,1.9,89878,0,250,0,0,1603,3103,-1,0,384,Man City,Sunderland,Man Utd,Swansea,Chelsea,2.6,3.5,2.8,3.6,2.7,2.8,3.1,2.9,2.4,4.5,2.1,3.6,4,2.6,2.6,3,3,3.4,2.1,3.7
Jeff,Hendrick,MID,BUR,5400000,2,39,2.6,4.81481481481482E-07,7.22222222222222E-06,0,3344,4,24,0,0,0,2,0,7.2,779,-1,0,39,1,0.5,0,2.8,1,0,3,0,0,0.1,5364,0,0,0,0,1271,123,0,0,130,Sunderland,Man City,Southampton,Arsenal,Leicester,0,1.3,2.6,1.3,3.3,1.5,2,1.3,1.3,1.3,1.8,2.3,2.4,1.4,1.3,2.6,1.3,2.6,1.3,2.3
Wayne,Hennessey,GLK,CRY,4300000,2,22,2.4,5.58139534883721E-07,5.11627906976744E-06,0,110987,1,16,0,27,0,0,0,5.1,1496,-2,0,22,2,0.7,0,3.2,0,0,1,0,0,2.1,24583,0,266,0,0,810,4532,0,0,145,Arsenal,Swansea,West Ham,Everton,Bournemouth,3.2,2,2.8,2.1,2.1,2.1,2.8,2.1,2.2,2.5,2.2,1.9,2.5,3.1,1.8,2.4,2.6,2.1,2.4,1.6
Rouwen,Hennings,FWD,BUR,4500000,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,11,0,0,0,Sunderland,Man City,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markus,Henriksen,MID,HUL,5000000,1,15,0.277777777777778,5.55555555555556E-08,3E-06,0,790,1,12,0,0,0,0,0,3,12,-5,0,15,5,0.2,0,0.8,0,0,0,0,0,0,888,0,0,0,0,565,6,0,0,61,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,0,24,2.4,4.06779661016949E-07,4.06779661016949E-06,0,128283,0,11,0,0,0,1,0,4.1,626,-1,0,24,1,0,0,0,0,0,2,0,1,0.8,108202,0,0,0,0,671,21,0,0,47,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0,0,2.5,1.4,1.7,2.5,1.8,2.9,2.1,2.8,1.7,2.6,2.2,2.1,1.9,2.4,1.6,2.7,2.4,2.4
Luis,Hernandez,DEF,LEI,4200000,0,3,0.0555555555555556,1.32275132275132E-08,7.14285714285714E-07,0,18009,1,8,0,0,0,0,0,0.7,276,-3,0,3,3,0,0,0.2,0,0,0,0,0,0.4,5555,0,0,0,0,327,84,0,0,50,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,6300000,3,38,2.5,3.96825396825397E-07,6.03174603174603E-06,0,24372,2,11,0,0,0,0,0,6,3220,-2,0,38,2,0.6,0,3.8,4,0,5,0,2,0.8,37574,0,307,0,0,1187,4215,0,1,254,Middlesbrough,West Ham,Liverpool,Stoke,Hull City,2.2,1.4,1.3,1.7,2.1,1.9,2.5,1.4,2.4,1.5,1.9,2,2.2,2.3,1.5,1.6,2.1,1.2,1.2,1.7
Jake,Hesketh,MID,SOU,4500000,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,9,0,0,0,West Brom,Everton,Burnley,Leicester,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1706,0,0,0,0,0,176,0,0,0,Hull City,Southampton,Man City,Crystal Palace,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0,0,0,0,1706,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,2385,0,0,0,0,0,64,0,0,0,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommie,Hoban,DEF,WAT,4000000,0,0,0,0,0,0,11583,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1129,0,0,0,0,0,11,0,0,0,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,H?jbjerg,MID,SOU,4300000,1,24,0.444444444444444,1.03359173126615E-07,5.58139534883721E-06,0,101385,1,9,0,0,0,0,0,5.6,1263,-2,0,24,2,0.2,0,0.8,0,0,4,0,0,1.4,43078,0,0,0,0,821,898,0,0,150,West Brom,Everton,Burnley,Leicester,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4000000,0,7,0.12962962962963,3.24074074074074E-08,1.75E-06,0,63118,1,5,0,0,0,0,0,1.7,498,-5,1,7,5,0,0,0,0,0,1,0,0,0.5,41918,0,0,0,0,270,508,-1,0,61,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jose,Holebas,DEF,WAT,4800000,1,53,3.1,6.45833333333333E-07,1.10416666666667E-05,0,196463,8,29,0,0,0,2,0,11,18796,3,0,53,-3,0.5,0,2.4,6,0,3,0,3,7.4,468669,0,96,0,1,1494,4276,0,0,272,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,3.9,3.6,3.4,2.7,3.8,4.1,2,4.5,4.2,2.4,3.2,3.4,3.7,2.6,3.4,3.1,4.1,1.8,2.5,3.2
Mason,Holgate,DEF,EVE,4000000,6,23,0.425925925925926,1.06481481481481E-07,5.75E-06,0,254367,0,2,0,0,0,0,0,5.8,1950,-5,0,23,5,0.3,0,1.4,3,0,2,0,1,3.8,358058,0,0,0,0,384,33384,0,0,112,Hull City,Southampton,Man City,Crystal Palace,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,4,0,0,0,Burnley,Liverpool,Stoke,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Huddlestone,MID,HUL,4600000,3,27,0.5,1.08695652173913E-07,5.8695652173913E-06,0,9710,2,20,0,0,0,0,0,5.9,117,-4,0,27,4,0.4,0,2,0,0,2,0,1,0.2,4550,0,0,0,0,948,225,0,0,152,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2
Noor,Husin,MID,CRY,4500000,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,Arsenal,Swansea,West Ham,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Huth,DEF,LEI,4900000,0,29,1.8,3.6734693877551E-07,5.91836734693878E-06,0,59118,5,27,0,0,0,0,0,5.9,1430,-1,0,29,1,0.1,0,0.4,0,0,3,0,1,1.3,44780,1,453,0,0,1427,238,0,0,203,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,2.3,1,1.5,1.3,0.9,1.2,0.9,2,1.8,1.8,1.5,2,1.6,0.9,1.2,1.9,1.1,1.6,1,2.1
Emerson,Hyndman,MID,BOU,4400000,0,0,0,0,0,0,1079,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,30,0,0,0,Swansea,Arsenal,Hull City,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,4900000,1,24,0.444444444444444,9.0702947845805E-08,4.89795918367347E-06,0,155402,0,14,0,0,0,0,0,4.9,781,-6,0,24,6,0.1,0,0.6,0,0,3,0,0,1.3,24908,0,184,0,0,763,197,0,0,98,Swansea,Arsenal,Hull City,Watford,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11600000,15,110,6.5,5.60344827586207E-07,9.48275862068966E-06,0,1742514,5,17,0,0,0,12,0,9.5,11440,1,-1,110,-1,0.8,0,9.4,21,0,6,0,4,43.4,1735218,0,0,0,5,1530,112531,1,0,377,Middlesbrough,West Ham,Liverpool,Stoke,Hull City,9,8.1,9.2,8.4,9,7.8,9.3,8.5,9.6,7.7,8.2,9.1,9.1,7.8,7.8,7.4,9.1,8.2,7.4,8.6
Odion,Ighalo,FWD,WAT,6900000,2,35,2.3,3.33333333333333E-07,5.07246376811594E-06,0,316381,1,23,0,0,0,1,0,5.1,2395,-6,0,35,6,0.2,0,1.4,2,0,2,0,1,3,92058,0,709,0,0,1153,363,0,0,77,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,2.3,1.7,2.2,1.3,1.6,2.9,1.5,2.5,2.2,1.2,2.1,2.6,2.2,1.3,2.7,2.4,2.4,1.8,1.4,2.2
Kelechi,Iheanacho,FWD,MCI,6400000,5,44,3.7,5.78125E-07,6.875E-06,0,695328,0,6,0,0,0,4,0,6.8,33828,-6,1,44,6,0.3,0,1.6,6,0,1,0,3,4.1,744771,0,242,0,1,399,4468,-1,0,161,Liverpool,Burnley,Everton,Tottenham,West Ham,3.9,5.1,3.5,4.3,4.1,4.9,3.2,3.8,3.8,4,4.4,3.8,3,5.1,3.5,4.2,3.8,4.4,5.1,3.7
Giannelli,Imbula,MID,STK,4600000,0,21,0.388888888888889,8.45410628019324E-08,4.56521739130435E-06,0,12659,1,17,0,0,0,0,0,4.6,160,-4,0,21,4,0.4,0,1.8,1,0,2,0,1,0.2,5022,1,194,0,0,758,102,0,0,117,Chelsea,Watford,Sunderland,Man Utd,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Danny,Ings,FWD,LIV,5400000,0,0,0,0,0,0,22533,0,0,0,0,0,0,0,0,116,-6,1,0,6,0,0,0,0,0,0,0,0,0.2,3658,0,81,0,0,0,48,-1,0,0,Man City,Sunderland,Man Utd,Swansea,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gokhan,Inler,MID,LEI,4400000,0,0,0,0,0,0,9525,0,0,0,0,0,0,0,0,52,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3729,0,20,0,0,0,3,0,0,0,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen,Ireland,MID,STK,4400000,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,299,0,18,0,0,0,11,0,0,0,Chelsea,Watford,Sunderland,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd,Isgrove,MID,SOU,4500000,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,10,0,0,0,West Brom,Everton,Burnley,Leicester,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav,Ivanovic,DEF,CHE,5700000,0,22,0.407407407407407,7.14749837556855E-08,3.85964912280702E-06,0,175866,2,9,0,0,0,0,0,3.9,1893,-3,0,22,3,0.1,0,0.6,2,0,1,0,1,3.2,33050,0,414,0,0,580,297,0,0,138,Stoke,Tottenham,Leicester,Hull City,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Alex,Iwobi,MID,ARS,5800000,3,43,0.796296296296296,1.37292464878672E-07,7.41379310344828E-06,0,117463,1,9,0,0,0,1,0,7.4,1469,-2,0,43,2,0.4,0,2.6,2,0,5,0,3,0.8,93521,0,150,0,0,737,5644,0,0,174,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
Phil,Jagielka,DEF,EVE,4800000,0,33,2.4,5E-07,6.875E-06,0,226770,2,16,0,0,0,0,0,6.9,5742,-2,0,33,2,0,0,-0.2,3,0,2,0,1,3.4,260197,0,221,0,0,1170,826,0,1,213,Hull City,Southampton,Man City,Crystal Palace,Stoke,2.1,3,2.2,2.2,2.5,3.1,1.8,2.4,1.7,2.6,2.7,2.1,1.3,2.1,2.9,2.5,2.2,1.7,2.4,2.9
Eldin,Jakupovic,GLK,HUL,3900000,0,23,0.425925925925926,1.09211775878443E-07,5.8974358974359E-06,0,347467,0,7,0,21,0,0,0,5.9,9168,-1,0,23,1,0,0,0,0,0,1,0,0,18.4,490444,0,0,1,1,450,17126,0,0,114,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Daniel,James,MID,SWA,4500000,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,9,0,0,0,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,James,MID,LEI,4500000,0,1,0.0185185185185185,4.11522633744856E-09,2.22222222222222E-07,0,85,0,0,0,0,0,0,0,0.2,11,0,0,1,0,0,0,0.2,0,0,0,0,0,0,138,0,0,0,0,1,9,0,0,3,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4600000,1,20,0.37037037037037,8.05152979066023E-08,4.34782608695652E-06,0,11291,0,12,0,0,0,1,0,4.3,1661,-4,1,20,4,0.2,0,0.8,0,0,0,0,1,0.1,14743,0,0,0,0,573,64,-1,0,104,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7500000,1,33,2.4,3.2E-07,4.4E-06,0,107598,0,6,0,0,0,1,0,4.4,378,-5,0,33,5,0,0,0.2,3,0,1,0,2,0.9,58214,0,0,0,0,600,176,0,0,63,Watford,Chelsea,West Brom,Man City,Sunderland,1.5,1.9,2.5,1.8,1.6,2.4,1.7,2.4,2.4,2.1,2.4,1.4,2.1,2.6,2.7,1.8,2.3,1.7,2.2,2.4
Adnan,Januzaj,MID,SUN,5300000,0,15,1.4,2.64150943396226E-07,2.83018867924528E-06,0,51224,1,16,0,0,0,0,0,2.8,207,-2,0,15,2,0.2,0,1,0,0,1,0,0,0.5,32047,0,33,0,0,709,220,0,1,58,Burnley,Liverpool,Stoke,West Brom,Tottenham,0.7,0.7,0.8,0.7,0.8,0.7,0.9,0.7,0.7,0.7,1.3,0.7,0.7,0.9,0.8,0.7,1.1,0.7,0.9,0.7
Mile,Jedinak,MID,CRY,4500000,0,2,2,4.44444444444444E-07,4.44444444444444E-07,0,25281,0,1,0,0,0,0,0,0.4,73,0,0,2,0,0,0,0,0,0,0,0,0,0.2,1179,0,118,0,0,90,25,0,0,8,Arsenal,Swansea,West Ham,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,5000000,0,2,0.037037037037037,7.40740740740741E-09,4E-07,0,9069,0,1,0,0,0,0,0,0.4,209,0,0,2,0,0,0,0,0,0,0,0,0,0.1,9389,0,178,0,0,82,30,0,0,12,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4700000,0,27,2.7,5.74468085106383E-07,5.74468085106383E-06,0,11994,1,15,0,0,0,0,0,5.7,746,-3,0,27,3,0.6,0,2.8,3,0,3,0,0,0.2,10216,0,324,0,0,844,440,0,0,169,Chelsea,Watford,Sunderland,Man Utd,Everton,2.1,2.7,1.9,2,2.7,2.5,2.7,2.3,2.6,2.4,2.4,1.5,1.9,3.2,3,2.2,3.6,2.4,3.7,2.8
,Jonathan Benteke,FWD,CRY,4400000,0,1,0.0185185185185185,4.20875420875421E-09,2.27272727272727E-07,0,11717,0,0,0,0,0,0,0,0.2,357,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,13320,0,0,0,0,7,350,0,0,3,Arsenal,Swansea,West Ham,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Jones,DEF,SUN,4400000,1,13,0.240740740740741,5.47138047138047E-08,2.95454545454545E-06,0,1301,3,17,0,0,0,0,0,3,32,-1,0,13,1,0.2,0,1,0,0,1,0,0,0,962,0,211,0,0,744,47,0,0,119,Burnley,Liverpool,Stoke,West Brom,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Jones,MID,BUR,5000000,0,1,1,2E-07,2E-07,0,2914,1,1,0,0,0,0,0,0.2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,86,7,0,0,8,Sunderland,Man City,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jones,DEF,MUN,4900000,2,26,0.481481481481481,9.82615268329554E-08,5.30612244897959E-06,0,16265,0,6,0,0,0,0,0,5.3,2695,-1,0,26,1,0.8,0,4,2,0,2,0,0,3.9,162583,0,64,0,0,720,28959,0,0,159,Middlesbrough,West Ham,Liverpool,Stoke,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Joselu,FWD,STK,5300000,0,0,0,0,0,0,6497,0,0,0,0,0,0,0,0,25,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,594,0,246,0,0,0,13,0,0,0,Chelsea,Watford,Sunderland,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Josh Robson,DEF,SUN,4000000,0,0,0,0,0,0,2643,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4629,0,0,0,0,0,42,0,0,0,Burnley,Liverpool,Stoke,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukas,Jutkiewicz,FWD,BUR,4400000,0,2,0.037037037037037,8.41750841750842E-09,4.54545454545455E-07,0,22845,0,0,0,0,0,0,0,0.5,438,-1,0,2,1,0,0,0,0,0,0,0,0,0.5,9098,0,0,0,0,13,138,0,0,5,Sunderland,Man City,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Kabasele,DEF,WAT,4800000,0,15,0.277777777777778,5.78703703703704E-08,3.125E-06,0,2347,0,8,0,0,0,1,0,3.1,63,-2,0,15,2,0.5,0,2.2,1,0,0,0,0,0.1,958,0,0,0,0,282,11,0,0,53,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Younes,Kaboul,DEF,WAT,4400000,2,27,2.3,5.22727272727273E-07,6.13636363636364E-06,0,26819,1,18,0,0,0,0,0,6.1,775,-1,0,27,1,0.1,0,0.6,0,0,3,0,0,0.7,23724,0,231,0,0,969,266,0,0,168,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,2.6,2.3,2.2,1.7,2.7,2.7,1.2,3.1,2.8,1.5,2,2.2,2.4,1.6,2.2,1.9,2.7,1.2,1.5,2.1
Sullay,Kaikai,MID,CRY,4500000,0,0,0,0,0,0,2180,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,9,0,0,0,1,0,0,0,Arsenal,Swansea,West Ham,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Kane,FWD,TOT,11000000,4,70,5.4,4.90909090909091E-07,6.36363636363636E-06,0,996406,0,10,0,0,0,8,0,6.4,135735,0,1,70,0,0.4,1,4.6,11,0,5,0,1,14.3,891951,0,1053,0,2,1098,4219,-1,0,279,Watford,Chelsea,West Brom,Man City,Sunderland,5.6,6.5,7.6,6.2,5.7,7.5,5.9,7.4,7.5,6.6,7.5,5.2,6.2,7.8,8,5.7,7.3,6,7.1,6.2
N'Golo,Kante,MID,CHE,4700000,0,44,2.6,5.53191489361702E-07,9.36170212765957E-06,0,674508,5,11,0,0,0,1,0,9.4,7000,-3,0,44,3,0.3,0,1.6,0,0,10,0,0,12.1,196250,0,501,0,0,1530,9247,0,0,265,Stoke,Tottenham,Leicester,Hull City,Liverpool,2.1,1.3,2,2.3,1.3,1.5,1.7,2.3,1.4,2.7,1.8,1.9,1.6,1.5,1.9,2.2,1.7,2.4,1.7,3.3
Bartosz,Kapustka,MID,LEI,5100000,0,0,0,0,0,0,5560,0,0,0,0,0,0,0,0,28,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,431,0,0,0,0,0,7,0,0,0,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loris,Karius,GLK,LIV,4600000,0,32,3.2,6.95652173913044E-07,6.95652173913044E-06,0,60826,0,12,0,20,0,0,0,6.8,6002,-4,1,32,4,0.1,0,0.4,0,0,3,0,0,1,76513,0,0,0,0,900,181,-1,0,153,Man City,Sunderland,Man Utd,Swansea,Chelsea,3.4,2.3,2.2,3.5,3.3,3.3,4.1,1.9,4.5,4.2,2.9,3.6,4.5,3.8,3,3.6,2.7,4.4,3.8,3.6
Michael,Keane,DEF,BUR,4900000,6,49,2.7,5.51020408163265E-07,1E-05,0,61252,1,28,0,0,0,1,0,10,1934,-1,0,49,1,0.4,0,2.2,2,0,4,0,0,2.5,106115,0,0,0,1,1620,2849,0,0,316,Sunderland,Man City,Southampton,Arsenal,Leicester,3.1,1.7,3.7,2.8,2.8,1.5,2.9,2,1.6,2,1.4,3.5,3.7,1.7,1.5,2.4,2.1,3.3,1.7,4
Will,Keane,FWD,HUL,4500000,0,8,0.148148148148148,3.29218106995885E-08,1.77777777777778E-06,0,33613,0,10,0,0,0,0,0,1.8,621,0,0,8,0,0,0,0,0,0,1,0,0,0.3,39429,0,0,0,0,280,63,0,0,9,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Martin,Kelly,DEF,CRY,4400000,2,21,1.2,2.72727272727273E-07,4.77272727272727E-06,0,28059,2,26,0,0,0,0,0,4.8,892,-1,0,21,1,0.3,0,1.2,0,0,0,0,1,0.6,36503,0,96,0,0,1118,863,0,0,155,Arsenal,Swansea,West Ham,Everton,Bournemouth,1.2,0.6,1,0.7,0.7,0.7,1,0.7,0.7,0.8,0.7,0.6,0.8,1.1,0.6,0.8,0.9,0.7,0.8,0.6
,Kenedy,MID,WAT,5100000,0,1,0.0185185185185185,3.63108206245461E-09,1.96078431372549E-07,0,2084,0,0,0,0,0,0,0,0.2,13,-4,0,1,4,0,0,0,0,0,0,0,0,0,1149,0,86,0,0,16,9,0,0,2,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonjoe,Kenny,DEF,EVE,4000000,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,235,0,0,0,Hull City,Southampton,Man City,Crystal Palace,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
