FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
James,Collins,DEF,WHU,4200000,0,23,2.6,6.19047619047619E-07,5.47619047619048E-06,0,314442,1,16,0,0,0,1,0,5.5,8837,-3,0,23,3,0,0,0.2,3,0,1,0,0,4.4,324526,0,217,0,1,726,470,0,0,146,Leicester,Man Utd,Crystal Palace,Middlesbrough,Man City,0,0,2.7,2,2.5,2.5,2.9,1.9,2.4,2.1,2.3,2.4,3.2,2.6,1.6,2.7,2.8,3.1,3.2,1.6
Lewis,Cook,MID,BOU,4200000,0,2,0.037037037037037,8.81834215167548E-09,4.76190476190476E-07,0,23834,0,3,0,0,0,0,0,0.5,762,-3,0,2,3,0,0,0,0,0,0,0,0,0.5,14284,0,0,0,0,80,649,0,0,10,Swansea,Arsenal,Hull City,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Cook,DEF,BOU,5100000,-1,62,3.4,6.66666666666667E-07,1.2156862745098E-05,0,53515,2,31,0,0,0,2,0,12.2,9461,1,0,62,-1,0.6,0,3,9,0,5,0,0,3.4,154726,1,443,0,1,1620,1590,0,0,373,Swansea,Arsenal,Hull City,Watford,Crystal Palace,2.5,5,3.1,4.3,4.2,2.5,4,2.9,2,5.1,4.1,3.3,3.2,3.9,2.6,4.2,2.1,4.9,4.8,1.7
Francis,Coquelin,MID,ARS,4300000,3,32,2.1,4.88372093023256E-07,7.44186046511628E-06,0,101462,3,15,0,0,0,0,0,7.4,2761,-2,0,32,2,0.6,0,2.6,1,0,3,0,1,2.7,110437,0,246,0,0,1145,13219,0,0,194,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,1.3,1.1,1.3,2.2,1.9,1,1.6,1.1,1,2.1,1.3,1.1,1.3,1.3,1.4,2.4,1,1.5,1.3,1.6
Jack,Cork,MID,SWA,4600000,2,26,1.9,4.1304347826087E-07,5.65217391304348E-06,0,3888,2,28,0,0,0,0,0,5.7,49,-4,0,26,4,0.2,0,1,0,0,1,0,1,0.1,1318,1,376,0,0,1051,46,0,0,163,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,1.6,1.1,1,1,1.3,1,1.9,1,2,1.1,1,1.5,1.2,1,1.2,1.2,1.1,1.4,1.5,1.3
,Costa,FWD,CHE,10700000,0,115,6.8,6.35514018691589E-07,1.07476635514019E-05,0,1194732,5,11,0,0,0,13,0,10.7,14885,12,0,115,-12,0.5,0,5.6,19,0,10,0,5,42,2482162,0,533,0,3,1496,200056,0,0,437,Stoke,Tottenham,Leicester,Hull City,Liverpool,9.4,7.8,8,9.5,8.4,9.4,7.6,9.6,8.3,9.8,8.7,9.1,9.3,7.6,8.3,9.7,8.2,9.6,8.5,10.1
Thibaut,Courtois,GLK,CHE,5800000,7,83,4.6,7.93103448275862E-07,1.43103448275862E-05,0,193430,1,11,0,36,0,0,0,14.3,5776,3,0,83,-3,1,0,5.8,0,0,11,0,0,15.2,360313,0,230,0,1,1620,21521,0,0,339,Stoke,Tottenham,Leicester,Hull City,Liverpool,6.4,4.9,3.6,6.3,5.7,6.4,4.3,5.7,5.6,5.9,5.9,5.9,5.5,5.2,4.1,6.7,4.8,5.8,5.3,5.8
Philippe,Coutinho,MID,LIV,8200000,0,78,1.44444444444444,1.76151761517615E-07,9.51219512195122E-06,0,2062702,2,11,0,0,0,5,0,9.5,14210,2,0,78,-2,0,0,0,10,0,3,0,6,14.6,1773688,0,459,0,2,960,2324,0,0,304,Man City,Sunderland,Man Utd,Swansea,Chelsea,0,0,0.7,0.9,0.7,0.7,0.8,0.7,0.7,1.3,0.7,0.9,1.1,0.7,0.7,0.7,0.7,0.9,0.7,1
Aaron,Cresswell,DEF,WHU,5300000,2,27,3,5.66037735849057E-07,5.09433962264151E-06,0,16828,1,10,0,0,0,0,0,5.1,957,-2,0,27,2,0.6,0,3.2,1,0,3,0,1,0.5,18971,0,514,0,0,794,465,0,1,136,Leicester,Man Utd,Crystal Palace,Middlesbrough,Man City,1.7,2.5,3.3,2.6,3.1,3.1,3.5,2.4,3,2.6,2.9,2.9,3.7,3.2,2,3.3,3.5,3.7,3.9,2.1
Peter,Crouch,FWD,STK,4700000,2,12,0.222222222222222,4.72813238770686E-08,2.5531914893617E-06,0,32357,0,7,0,0,0,0,0,2.6,641,-3,0,12,3,0.2,0,0.8,0,0,0,0,0,0.6,17490,0,47,0,0,286,841,0,0,34,Chelsea,Watford,Sunderland,Man Utd,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Cuadrado,MID,CHE,6900000,0,0,0,0,0,0,52866,0,0,0,0,0,0,0,0,113,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,672,0,8,0,0,0,5,0,0,0,Stoke,Tottenham,Leicester,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Cullen,MID,WHU,4400000,0,0,0,0,0,0,4237,0,0,0,0,0,0,0,0,36,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,856,0,0,0,0,0,12,0,0,0,Leicester,Man Utd,Crystal Palace,Middlesbrough,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,5100000,1,65,4.1,8.03921568627451E-07,1.27450980392157E-05,0,170654,1,25,0,0,0,2,0,12.7,9707,1,0,65,-1,0.7,0,3.6,8,0,5,0,1,7.2,287616,0,491,0,2,1440,7962,0,0,337,Swansea,Arsenal,Hull City,Watford,Crystal Palace,3.4,6,4.1,5.5,5.5,3.3,5.1,3.8,2.7,6.1,5.3,4.3,4.2,5.1,3.5,5.4,2.9,6,6.1,2.4
Scott,Dann,DEF,CRY,5200000,2,38,2.7,5.19230769230769E-07,7.30769230769231E-06,0,234278,2,26,0,0,0,2,0,7.2,3834,-3,1,38,3,0.4,0,2.2,1,0,1,0,1,3.2,80674,0,480,0,1,1260,798,-1,0,207,Arsenal,Swansea,West Ham,Everton,Bournemouth,3.6,2.4,3.3,2.6,2.5,2.5,3.3,2.5,2.6,3,2.6,2.2,2.9,3.6,2.2,2.9,3.1,2.5,2.9,1.9
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0,0,0,0,1683,0,0,0,0,0,0,0,0,58,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,527,0,0,0,0,0,31,0,0,0,Sunderland,Man City,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5000000,0,33,0.611111111111111,1.22222222222222E-07,6.6E-06,0,65440,1,4,0,0,0,0,0,6.6,6723,-5,0,33,5,0.7,0,3.4,3,0,4,0,0,1,31627,0,257,0,0,642,643,0,0,157,Middlesbrough,West Ham,Liverpool,Stoke,Hull City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3
,David Luiz,DEF,CHE,6200000,6,64,4.6,7.41935483870968E-07,1.03225806451613E-05,0,50315,3,7,0,0,0,0,0,10.3,3010,2,-1,64,-2,0.9,0,5.4,1,0,10,0,0,4.1,173327,0,0,0,0,1260,19999,1,0,311,Stoke,Tottenham,Leicester,Hull City,Liverpool,6.4,4.9,3.6,6.3,5.7,6.4,4.3,5.7,5.6,5.9,5.9,5.9,5.5,5.2,4.1,6.7,4.8,5.8,5.3,5.8
Ben,Davies,DEF,TOT,4700000,0,11,0.203703703703704,4.33412135539795E-08,2.34042553191489E-06,0,12284,1,2,0,0,0,0,0,2.3,119,-3,0,11,3,0,0,0.2,0,0,1,0,0,0.2,6756,0,192,0,0,298,216,0,0,59,Watford,Chelsea,West Brom,Man City,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Curtis,Davies,DEF,HUL,4900000,-1,29,1.6,3.26530612244898E-07,5.91836734693878E-06,0,91311,2,39,0,0,0,0,0,5.9,2047,-1,0,29,1,0.2,0,0.8,3,0,1,0,1,1.8,98182,1,0,0,1,1620,124,0,0,286,Everton,West Brom,Bournemouth,Chelsea,Man Utd,1.2,1,1.7,0.9,0.8,1.5,1.7,1.5,0.8,1.2,0.9,1.8,1.2,1,1.4,1.2,1.2,1.2,1.2,1.5
Tom,Davies,MID,EVE,4300000,1,4,0.0740740740740741,1.72265288544358E-08,9.30232558139535E-07,0,1691,0,0,0,0,0,0,0,0.9,62,-2,0,4,2,0,0,0.2,0,0,0,0,0,0,1558,0,0,0,0,66,133,0,0,11,Hull City,Southampton,Man City,Crystal Palace,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Davis,MID,SOU,5200000,2,39,2.4,4.61538461538462E-07,7.5E-06,0,35670,2,14,0,0,0,0,0,7.5,383,-3,0,39,3,0.3,0,1.8,0,0,5,0,2,0.5,4937,0,535,0,0,1280,416,0,0,226,West Brom,Everton,Burnley,Leicester,Swansea,2,1.4,1.4,2.7,1.5,1.8,2,1.4,1.7,2,1.2,2.4,1.8,1.4,1.5,1.2,2.1,1.2,1.6,1.9
Craig,Dawson,DEF,WBA,4800000,2,35,2.1,4.375E-07,7.29166666666667E-06,0,66759,6,21,0,0,0,0,0,7.3,1163,-2,0,35,2,0.2,0,1,1,0,3,0,0,1.4,15501,0,433,0,0,1513,268,0,0,204,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,1.8,2.1,1.4,1.9,1.5,2.4,2.1,2.5,1.9,1.4,2.8,1.1,1.4,2.4,2.3,1.5,1.6,1.2,1.7,1.4
Michael,Dawson,DEF,HUL,4400000,1,27,2.7,6.13636363636364E-07,6.13636363636364E-06,0,16003,2,19,0,0,0,2,0,6.1,1981,-1,0,27,1,0.3,0,1.2,4,0,0,0,0,0.8,42840,1,0,0,2,900,457,0,0,155,Everton,West Brom,Bournemouth,Chelsea,Man Utd,2.8,2.4,3.5,2.1,1.7,3.3,3.5,3.3,1.5,2.6,2.1,3.7,2.7,2.3,3.1,2.8,2.7,2.7,2.7,3.2
Kevin,De Bruyne,MID,MCI,10700000,3,90,5.3,4.95327102803738E-07,8.41121495327103E-06,0,906071,2,17,0,0,0,2,0,8.4,36916,2,0,90,-2,0.4,1,4,17,0,3,0,11,8.8,945702,0,546,0,2,1302,3051,0,0,364,Liverpool,Burnley,Everton,Tottenham,West Ham,3.8,7.7,5.5,5.7,4.9,6.3,5.1,6.2,6.5,5.9,4.5,4.4,4.6,6.3,5.3,6.2,6.2,5.5,7.5,6.2
David,de Gea,GLK,MUN,5400000,3,63,3.5,6.48148148148148E-07,1.16666666666667E-05,0,646932,1,18,0,40,0,0,0,11.7,18037,-1,0,63,1,0.8,0,4.2,2,0,6,0,0,35.4,281639,0,368,0,1,1620,10496,0,0,280,Middlesbrough,West Ham,Liverpool,Stoke,Hull City,3.9,4.4,4.6,4.5,4.3,2.4,4,3.5,4.9,4.1,3.4,4.2,4,2.8,3.6,2.8,3.8,4.5,3.3,4
Ritchie,de Laet,DEF,LEI,4400000,0,0,0,0,0,0,5747,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,238,0,129,0,0,0,2,0,0,0,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos,De Pena,MID,MID,4200000,0,0,0,0,0,0,9694,0,0,0,0,0,0,0,0,268,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,11008,0,0,0,0,0,669,0,0,0,Man Utd,Leicester,Watford,West Ham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marten,de Roon,MID,MID,4400000,1,39,2.6,5.90909090909091E-07,8.86363636363636E-06,0,24265,4,16,0,0,0,2,0,8.9,3252,-1,0,39,1,0.8,0,3.6,2,0,3,0,0,1.6,78051,0,0,0,1,1218,9747,0,0,176,Man Utd,Leicester,Watford,West Ham,West Brom,1.9,2.9,2,2,2.2,1.3,2.3,1.9,1.8,3.3,2.2,1.9,1.9,3.1,1.5,1.5,1.6,1.3,2.2,1.3
Julien,de Sart,MID,MID,4300000,0,0,0,0,0,0,2878,0,0,0,0,0,0,0,0,50,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2323,0,0,0,0,0,38,0,0,0,Man Utd,Leicester,Watford,West Ham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4700000,0,1,0.0185185185185185,3.94011032308905E-09,2.12765957446809E-07,0,9676,0,0,0,0,0,0,0,0.2,135,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,1727,0,11,0,0,15,47,0,0,2,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,6800000,8,62,3.4,5E-07,9.11764705882353E-06,0,427618,4,29,0,0,0,4,0,9.1,11372,-2,0,62,2,0.5,0,3.4,6,0,3,0,3,4.4,414367,0,629,0,1,1522,6558,0,0,213,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,4.1,3.1,3.9,2.5,3,4.8,2.8,4.3,3.9,2.3,3.8,4.5,4,2.6,4.6,4.1,4.2,3.4,2.7,3.9
Jermain,Defoe,FWD,SUN,7700000,2,93,5.2,6.75324675324675E-07,1.20779220779221E-05,0,736447,1,30,0,0,0,8,0,11.9,70525,7,1,93,-7,0.5,0,3.8,17,0,2,0,3,23.9,1430523,0,595,0,4,1612,25369,-1,0,285,Burnley,Liverpool,Stoke,West Brom,Tottenham,5,7.6,7,5.4,7.4,6.4,7.1,5,7.2,5.4,7.8,5.3,5.6,6.7,7.7,5.4,7.6,6,7.7,4.3
Steven,Defour,MID,BUR,5800000,1,41,0.759259259259259,1.30906768837803E-07,7.06896551724138E-06,0,27330,1,11,0,0,0,1,0,7.1,352,-2,0,41,2,0.1,0,0.6,6,0,3,0,3,0.3,29381,0,0,0,0,705,325,0,0,177,Sunderland,Man City,Southampton,Arsenal,Leicester,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Damien,Delaney,DEF,CRY,4800000,1,31,2.1,4.375E-07,6.45833333333333E-06,0,30567,5,21,0,0,0,0,0,6.5,2048,-2,0,31,2,0.5,0,2.6,1,0,2,0,1,0.6,9476,0,366,0,0,1296,107,0,0,203,Arsenal,Swansea,West Ham,Everton,Bournemouth,0,1.6,2.3,1.7,1.7,1.7,2.3,1.7,1.8,2,1.8,1.5,2,2.6,1.5,2,2.1,1.7,2,1.2
Fabian,Delph,MID,MCI,4700000,0,2,0.037037037037037,7.88022064617809E-09,4.25531914893617E-07,0,6502,0,1,0,0,0,0,0,0.4,34,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,1403,0,156,0,0,30,6,0,0,4,Liverpool,Burnley,Everton,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mousa,Dembele,MID,TOT,5400000,1,26,0.481481481481481,8.91632373113855E-08,4.81481481481482E-06,0,16147,4,10,0,0,0,0,0,4.8,561,-1,0,26,1,0.3,0,1.6,3,0,3,0,1,0.3,17235,0,473,0,0,813,1120,0,0,168,Watford,Chelsea,West Brom,Man City,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jason,Denayer,DEF,SUN,4700000,1,24,2.2,4.68085106382979E-07,5.1063829787234E-06,0,3063,2,11,0,0,0,0,0,5.1,44,-3,0,24,3,0.5,0,2.4,2,0,2,0,0,0.1,1337,0,0,0,0,791,95,0,0,130,Burnley,Liverpool,Stoke,West Brom,Tottenham,1.1,2.6,2.7,1.5,2.5,1.8,2.7,1.3,2,1.4,2.6,1.3,1.1,1.6,3,2.4,2.8,1.7,2.1,1.3
Memphis,Depay,MID,MUN,7100000,0,3,0.0555555555555556,7.82472613458529E-09,4.22535211267606E-07,0,7088,1,1,0,0,0,0,0,0.4,53,-4,0,3,4,0,0,0,0,0,0,0,0,0.2,896,0,259,0,0,24,35,0,0,6,Middlesbrough,West Ham,Liverpool,Stoke,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerard,Deulofeu,MID,EVE,5900000,0,13,0.240740740740741,4.08035153797866E-08,2.20338983050847E-06,0,128908,1,6,0,0,0,0,0,2.2,447,-6,0,13,6,0.1,0,0.4,0,0,0,0,0,0.9,18750,0,283,0,0,460,95,0,0,53,Hull City,Southampton,Man City,Crystal Palace,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mohamed,Diame,MID,HUL,5500000,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,9,0,0,0,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,5000000,2,33,2.1,4.2E-07,6.6E-06,0,376485,2,11,0,0,0,0,0,6.6,2527,-5,1,33,5,0.4,0,2,0,0,6,0,0,4.7,25593,0,526,0,0,1261,942,-1,0,198,Watford,Chelsea,West Brom,Man City,Sunderland,1.2,1.3,1.7,1,1.5,1.9,1,1.6,1.8,1.1,1.7,1,1.1,2.1,2.1,1.2,1.2,1,1.7,1.1
Adama,Diomande,FWD,HUL,4500000,1,32,2.1,4.66666666666667E-07,7.11111111111111E-06,0,358162,1,18,0,0,0,2,0,7.1,8317,0,0,32,0,0.5,0,2.4,2,0,2,0,0,5.2,443002,0,0,0,0,856,11400,0,0,99,Everton,West Brom,Bournemouth,Chelsea,Man Utd,1.8,1.5,2,1.1,1.4,2,1.5,2.4,1.7,2.3,1.3,2.1,1.8,1.7,1.5,2,1.3,2.2,2,1.9
Mame Biram,Diouf,FWD,STK,5700000,2,23,1.8,3.15789473684211E-07,4.03508771929825E-06,0,28872,1,17,0,0,0,0,0,4,658,-3,0,23,3,0.4,0,2.2,0,0,2,0,1,0.4,14555,0,245,0,0,736,563,0,0,91,Chelsea,Watford,Sunderland,Man Utd,Everton,0.9,1.5,1.2,1.2,1.4,1.2,1.5,1,1.4,1.3,1,1.3,1.1,1.6,2,1.6,1.6,0.9,1.3,1
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0,0,0,0,1114,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papy,Djilobodji,DEF,SUN,4300000,1,22,1.6,3.72093023255814E-07,5.11627906976744E-06,0,8521,3,24,0,0,0,0,0,5.1,294,-2,0,22,2,0.5,0,2.2,0,0,2,0,0,0.3,5931,0,0,0,0,1217,987,0,1,222,Burnley,Liverpool,Stoke,West Brom,Tottenham,0.8,1.7,1.7,0.9,1.6,1,1.7,0.8,1.2,0.8,1.6,0.8,0.8,0.9,1.9,1.5,1.8,1,1.3,0.8
Abdoulaye,Doucoure,MID,WAT,4600000,0,1,0.0185185185185185,4.02576489533011E-09,2.17391304347826E-07,0,859,0,1,0,0,0,0,0,0.2,10,-4,0,1,4,0,0,0,0,0,0,0,0,0,182,0,0,0,0,7,7,0,0,3,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart,Downing,MID,MID,5000000,0,42,0.777777777777778,1.55555555555556E-07,8.4E-06,0,48191,1,14,0,0,0,1,0,8.2,898,-5,1,42,5,0.2,0,1,3,0,3,0,2,0.4,16623,0,0,0,0,1031,116,-1,0,192,Man Utd,Leicester,Watford,West Ham,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4
Luke,Dreher,MID,CRY,4400000,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,6,-1,1,0,1,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,11,-1,0,0,Arsenal,Swansea,West Ham,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,LEI,5300000,0,31,2.4,4.52830188679245E-07,5.84905660377358E-06,0,306145,2,22,0,0,0,0,0,5.8,1711,-2,0,31,2,0,0,0,2,0,3,0,1,4,68453,0,592,0,0,1113,241,0,0,192,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,1.9,1.5,1.6,1.2,1.2,2.2,1.4,1.4,2.2,1.2,1.2,2,3.1,1.3,1.4,1.9,1.3,2.6,1.2,2.5
Nathan,Dyer,MID,SWA,4700000,4,6,0.111111111111111,2.36406619385343E-08,1.27659574468085E-06,0,6883,0,4,0,0,0,0,0,1.3,69,-3,0,6,3,0.2,0,0.8,0,0,0,0,1,0.1,1384,0,64,0,0,37,258,0,0,23,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.037037037037037,8.41750841750842E-09,4.54545454545455E-07,0,148,0,0,0,0,0,0,0,0.5,6,-1,0,2,1,0,0,0.2,0,0,0,0,0,0,163,0,0,0,0,8,9,0,0,6,Man City,Sunderland,Man Utd,Swansea,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,82,0,0,0,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,Elmohamady,MID,HUL,4700000,2,30,1.8,3.82978723404255E-07,6.38297872340426E-06,0,20213,1,37,0,0,0,0,0,6.4,176,-3,0,30,3,0.4,0,1.8,0,0,1,0,0,0.2,6907,0,0,0,0,1468,169,0,1,235,Everton,West Brom,Bournemouth,Chelsea,Man Utd,1.3,0.9,1.5,0.9,1,0.9,0.9,1.8,1.1,1.3,0.9,1.1,1.3,0.9,1,1.5,0.9,2,1,1.1
Mohamed,Elneny,MID,ARS,4600000,0,18,0.333333333333333,7.2463768115942E-08,3.91304347826087E-06,0,29467,1,8,0,0,0,0,0,3.9,373,-4,0,18,4,0,0,0.2,0,0,1,0,1,0.5,9089,0,134,0,0,463,161,0,0,101,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Elliot,Embleton,MID,SUN,4500000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,Burnley,Liverpool,Stoke,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin,Emnes,FWD,SWA,4400000,0,0,0,0,0,0,21736,0,0,0,0,0,0,0,0,363,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,13808,0,4,0,0,0,263,0,0,0,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,8600000,10,98,5.8,6.74418604651163E-07,1.13953488372093E-05,0,424644,0,13,0,0,0,5,0,11.4,23153,1,0,98,-1,1.2,0,10.2,12,0,6,0,7,15.3,617584,0,738,0,3,1485,46328,0,0,352,Watford,Chelsea,West Brom,Man City,Sunderland,6.2,6.5,7.7,4.6,6.2,8,3.5,7.4,7.9,5.7,7.6,5.3,5.7,8.5,8.5,6.1,6,4.6,7.7,5.8
Jonny,Evans,DEF,WBA,4500000,2,41,2.7,6E-07,9.11111111111111E-06,0,242276,6,17,0,0,0,1,0,9.1,4130,0,0,41,0,0.6,0,2.6,3,0,3,0,0,6.6,207520,0,343,0,1,1350,5304,0,0,244,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,0,3.1,2.1,2.7,2.2,3.4,3.1,3.5,2.8,2,3.8,1.7,2.1,3.4,3.3,2.3,2.4,1.8,2.5,2.1
Lukasz,Fabianski,GLK,SWA,4900000,1,52,2.9,5.91836734693878E-07,1.06122448979592E-05,0,113746,1,41,0,55,0,0,0,10.6,5392,-1,0,52,1,0.4,0,2.2,5,0,3,0,0,4.1,135641,0,366,1,0,1620,285,0,0,314,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,3.9,3,4,3,3.8,2.6,2.7,2.3,3.6,2.9,2.6,3,3.5,3.4,2.3,3.7,1.9,3.1,2,3.3
,Fabio,DEF,MID,4400000,1,18,0.333333333333333,7.57575757575757E-08,4.09090909090909E-06,0,1734,2,8,0,0,0,0,0,4.1,364,-1,0,18,1,0.7,0,3,0,0,2,0,0,0.1,4675,0,0,0,0,606,523,0,0,104,Man Utd,Leicester,Watford,West Ham,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Cesc,Fabregas,MID,CHE,6900000,6,32,0.592592592592593,8.58829844337091E-08,4.63768115942029E-06,0,218926,2,4,0,0,0,1,0,4.6,2304,-6,0,32,6,0.7,0,5,3,0,2,0,4,2,49742,0,617,0,1,403,10947,0,0,140,Stoke,Tottenham,Leicester,Hull City,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
