FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Steven,Berghuis,MID,WAT,5000000,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,55,0,0,0,2,0,0,0,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,MID,4400000,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,45,-1,0,0,1,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,30,0,0,0,West Ham,Watford,Arsenal,Bournemouth,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bertrand,DEF,SOU,5400000,11,18,6,1.11111111111111E-06,3.33333333333333E-06,0,13246,1,2,0,0,0,0,0,3.3,1130,-1,0,18,1,1.1,0,6,3,0,2,0,1,0.9,16758,0,415,0,1,270,14645,0,0,68,Leicester,Burnley,Man City,Chelsea,Hull City,4.9,9,5.5,8.7,7.9,9,8.4,7.3,7.4,7.3,5.9,8.8,8.2,6,5.6,9,7.9,8.9,7,8.6,6.7,6.7,7,9,8.5,7,7.2,5.8,7.6,6.4,6.6,8.5
Muhamed,Besic,MID,EVE,4400000,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,46,-1,0,0,1,0,0,0,0,0,0,0,0,0,273,0,75,0,0,0,30,0,0,0,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daley,Blind,DEF,MUN,5600000,10,28,5.6,1E-06,5E-06,0,40024,0,4,0,0,0,0,0,5.1,4220,1,-1,28,-1,0.7,0,3.7,5,0,2,0,2,6.6,164640,0,477,0,0,450,123308,1,0,151,Stoke,Liverpool,Chelsea,Burnley,Swansea,7.6,6.5,5.8,8.4,7.7,7.6,7.9,6,7.7,7.3,6.9,7,6.3,7,8.4,7.4,6.5,4.9,7.2,5.5,8.4,6.8,6.5,7.1,7.3,6.9,7.5,5.6,6.9,7.3,6.9,7.6
Hiram,Boateng,MID,CRY,4500000,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,33,0,0,0,Everton,West Ham,Leicester,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bojan,MID,STK,5800000,0,12,0.666666666666667,1.14942528735632E-07,2.06896551724138E-06,0,76759,1,8,0,0,0,1,0,2,8845,-2,1,12,2,0.2,0,1,0,0,0,0,0,1.4,39089,0,360,0,0,271,160,-1,0,47,Man Utd,Sunderland,Hull City,Swansea,West Ham,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Yannick,Bolasie,MID,EVE,6100000,2,18,1,1.63934426229508E-07,2.95081967213115E-06,0,119388,1,3,0,0,0,0,0,3,18098,1,0,18,-1,0.8,0,4.7,1,0,2,0,2,6.1,169747,0,469,0,0,397,13167,0,0,74,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.8,0.9,0.5,0.5,0.5,0.5,0.5
Wilfried,Bony,FWD,STK,7300000,2,6,2,2.73972602739726E-07,8.21917808219178E-07,0,57426,0,8,0,0,0,0,0,0.8,11599,-2,0,6,2,0.3,0,2,0,0,1,0,0,1,59127,0,249,0,0,240,535,0,0,21,Man Utd,Sunderland,Hull City,Swansea,West Ham,1.3,2.1,2.3,1.7,1.9,2.3,1.9,2.4,1.4,1.7,2.2,1.7,1.6,2,2.1,1.4,1.5,1.5,1.6,1.2,1.5,1.6,2.2,1.2,1.1,2.5,1.8,2.1,2.2,1,1.4,1.3
Fabio,Borini,FWD,SUN,5300000,0,4,2,3.77358490566038E-07,7.54716981132075E-07,0,60943,0,2,0,0,0,0,0,0.8,2160,-2,0,4,2,0,0,0,0,0,1,0,0,0.6,5439,0,280,0,0,153,76,0,0,11,West Brom,Stoke,West Ham,Arsenal,Bournemouth,0,0,0,0,0,0,0,2.2,2.1,2.1,2,1.3,1.1,2.5,2.4,1.5,1.3,1.6,1.7,1.2,1.7,1.7,2.4,1.9,1.3,1.3,2.1,1.4,2.3,2.4,1.6,1.6
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,2614,0,0,0,0,0,0,0,0,78,-1,0,0,1,0,0,0,0,0,0,0,0,0,60,0,123,0,0,0,5,0,0,0,Stoke,Liverpool,Chelsea,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,GLK,BOU,4500000,6,25,4.2,9.33333333333333E-07,5.55555555555556E-06,0,47648,1,9,0,20,0,0,0,5.6,4764,0,0,25,0,1,0,4.7,0,0,2,0,0,6.7,88744,0,281,1,1,540,52385,0,0,125,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,2.7,5.1,6,2.6,5.5,3.8,3.8,6.3,2.1,6.2,6.3,2.2,3.5,6.3,3.5,5.6,6.3,2.3,4.9,2.9,2.1,6.3,5.5,3.2,3.2,5.9,2.9,5,2.9,6.3,6.3,2.1
Sofiane,Boufal,MID,SOU,6900000,0,0,0,0,0,0,2653,0,0,0,0,0,0,0,0,141,-1,0,0,1,0,0,0,0,0,0,0,0,0,3055,0,0,0,0,0,30,0,0,0,Leicester,Burnley,Man City,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,FWD,HUL,4500000,0,0,0,0,0,0,1897,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2669,0,0,0,0,0,229,0,0,0,Chelsea,Bournemouth,Stoke,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George,Boyd,MID,BUR,5300000,3,14,2.3,4.33962264150943E-07,2.64150943396226E-06,0,5768,0,8,0,0,0,0,0,2.6,538,-2,1,14,2,0.4,0,2.3,0,0,2,0,0,0.1,1493,0,0,0,0,540,70,-1,0,69,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,1.4,1.2,2.2,1.2,2,1.2,1.6,1.2,3.1,1.2,1.2,2.6,2.7,1.2,2.3,1.2,3.1,1.2,2.4,1.2,1.2,1.2,1.2,1.9,2.3,1.2,1.2,2.3,1.2,2.1,1.2,2.2
Cameron,Brannagan,MID,LIV,4400000,0,0,0,0,0,0,869,0,0,0,0,0,0,0,0,71,-1,0,0,1,0,0,0,0,0,0,0,0,0,344,0,27,0,0,0,30,0,0,0,Swansea,Man Utd,West Brom,Crystal Palace,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,5500000,3,11,0.611111111111111,1.11111111111111E-07,2E-06,0,15849,0,2,0,7,0,0,0,2,6017,0,0,11,0,0.7,0,3.7,0,0,1,0,0,2.1,70029,0,0,0,0,270,8103,0,0,60,Tottenham,Everton,Southampton,West Brom,Middlesbrough,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Miguel,Britos,DEF,WAT,4400000,1,5,1,2.27272727272727E-07,1.13636363636364E-06,0,1769,2,8,0,0,0,0,0,1.1,355,-1,0,5,1,0.2,0,1,0,0,0,0,0,0.1,3094,0,205,0,0,450,934,0,0,68,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0,0.5,0.6,0.5,0.7,0.6,0.9,0.5,0.5,0.5,0.5,0.7,0.6,0.8,0.5,0.5,1.1,0.9,0.5,1,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.6,1.1,0.5,0.5,0.5
Leon,Britton,MID,SWA,4400000,2,3,0.166666666666667,3.78787878787879E-08,6.81818181818182E-07,0,1892,0,3,0,0,0,0,0,0.7,147,-1,0,3,1,0.2,0,0.7,0,0,0,0,0,0.1,643,0,166,0,0,137,185,0,0,23,Liverpool,Arsenal,Watford,Stoke,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,18343,0,0,0,0,0,0,0,0,2547,-1,0,0,1,0,0,0,0,0,0,0,0,1,15992,0,22,0,0,0,8705,0,0,0,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,2804,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2031,0,0,0,0,0,331,0,0,0,Chelsea,Bournemouth,Stoke,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Brunt,DEF,WBA,4900000,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,40,-1,0,0,1,0,0,0,0,0,0,0,0,0,154,0,230,0,0,0,31,0,0,0,Sunderland,Tottenham,Liverpool,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,1663,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2047,0,0,0,0,0,62,0,0,0,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,4800000,0,0,0,0,0,0,113418,0,0,0,0,0,0,0,0,5834,-2,0,0,2,0,0,0,0,0,0,0,0,1.7,1880,0,341,0,0,0,58,0,0,0,Man Utd,Sunderland,Hull City,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,6,0.333333333333333,7.40740740740741E-08,1.33333333333333E-06,0,16663,2,6,0,0,0,0,0,1.3,2051,0,0,6,0,-0.1,0,-0.3,0,0,1,0,0,0.6,11111,0,39,0,0,258,239,0,0,53,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Willy,Caballero,GLK,MCI,5000000,0,6,2,4E-07,1.2E-06,0,20925,0,3,0,5,0,0,0,1.2,1810,0,0,6,0,0,0,0,0,0,0,0,0,0.5,19912,0,45,0,0,270,131,0,0,39,Tottenham,Everton,Southampton,West Brom,Middlesbrough,1.4,1.6,2.2,1.4,1.3,1.8,1,1.7,1,1.6,2.7,1.7,2,2.5,1.1,1.8,2.3,1.5,1.5,1.1,1.4,2.4,2.8,2.6,1.1,1.3,1.6,1.6,1.3,2,1.9,1.3
Yohan,Cabaye,MID,CRY,5700000,1,2,0.111111111111111,1.94931773879142E-08,3.50877192982456E-07,0,102609,2,4,0,0,0,0,0,0.4,3046,-3,0,2,3,0.1,1,0.3,0,0,0,0,0,1.4,5884,0,397,0,0,221,369,0,0,16,Everton,West Ham,Leicester,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gary,Cahill,DEF,CHE,5900000,1,12,2,3.38983050847458E-07,2.03389830508475E-06,0,68198,1,9,0,0,0,0,0,2,12645,-1,1,12,1,0.2,0,1,0,0,1,0,0,4.8,14269,0,283,0,0,540,740,-1,0,88,Hull City,Leicester,Man Utd,Southampton,Everton,1.5,2.1,1.2,1.3,1.8,1.1,2,1,1.7,1.2,1.6,3,2.6,1.2,1,1.5,1.7,2.9,1,1.7,2.1,1.7,2,2.2,1.4,1.3,1,2.3,1,1.4,1.2,1.7
Jonathan,Calleri,FWD,WHU,6900000,0,4,0.222222222222222,3.22061191626409E-08,5.79710144927536E-07,0,1769,0,2,0,0,0,0,0,0.6,198,-1,0,4,1,0.1,0,0.7,0,0,0,0,0,0,1960,0,0,0,0,108,100,0,0,4,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6400000,2,15,2.5,3.90625E-07,2.34375E-06,0,72034,0,5,0,0,0,1,0,2.3,8641,-1,0,15,1,0.5,0,3,0,0,4,0,0,1.8,35087,0,165,0,0,434,3641,0,0,24,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,1.6,3.1,2.5,1.3,3.4,2.2,1.2,3.8,1.2,3.6,3,1.3,1.8,2.6,2.1,3.3,2.9,1.2,3.1,1.2,1.2,3.5,2.9,1.2,1.4,3.5,1.2,2.7,1.9,3.8,3.8,1.2
Geoff,Cameron,DEF,STK,4400000,3,5,1.3,2.95454545454545E-07,1.13636363636364E-06,0,6576,0,10,0,0,0,0,0,1.1,554,-1,0,5,1,0.2,0,1,1,0,0,0,0,0.3,3413,0,293,0,0,360,873,0,0,63,Man Utd,Sunderland,Hull City,Swansea,West Ham,0.6,0.7,0.9,0.7,1.3,1.6,0.7,1.3,1.6,1.1,0.9,1,0.6,0.7,0.7,0.6,0.8,0.7,1,0.7,0.6,0.6,0.8,0.6,0.6,1.6,0.6,0.9,1.5,0.8,1.7,0.8
Fraizer,Campbell,FWD,CRY,4400000,0,0,0,0,0,0,14765,0,0,0,0,0,0,0,0,2342,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,16409,0,12,0,0,0,6812,0,0,0,Everton,West Ham,Leicester,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,4516,0,0,0,0,0,0,0,0,69,-1,0,0,1,0,0,0,0,0,0,0,0,0,215,0,175,0,0,0,5,0,0,0,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emre,Can,MID,LIV,4800000,1,2,0.111111111111111,2.31481481481481E-08,4.16666666666667E-07,0,42576,0,1,0,0,0,0,0,0.4,1338,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.8,4061,0,399,0,0,38,323,0,0,2,Swansea,Man Utd,West Brom,Crystal Palace,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Etienne,Capoue,MID,WAT,5200000,2,46,7.7,1.48076923076923E-06,8.84615384615385E-06,0,116454,0,10,0,0,0,4,0,9,19526,7,-1,46,-7,1.6,0,8.3,11,0,0,0,1,42.2,1492159,0,347,0,2,524,127431,1,0,158,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,11.6,10.4,10.8,9.1,5.8,11.6,10.5,9.5,10.2,7.5,10.2,9.5,9.3,10.1,10.2,8,7.2,11.6,9.9,10.2,10.7,8.3,9.1,10.3,9.9,8,9.8,10.6,9.2,8.6,8.4,8.4
Michael,Carrick,MID,MUN,4300000,1,1,0.0555555555555556,1.29198966408269E-08,2.32558139534884E-07,0,31221,0,0,0,0,0,0,0,0.2,3893,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,1.3,29626,0,275,0,0,13,7362,0,0,4,Stoke,Liverpool,Chelsea,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,6200000,0,2,0.111111111111111,1.7921146953405E-08,3.2258064516129E-07,0,262786,0,2,0,0,0,0,0,0.3,3334,-3,1,2,3,0,0,0,0,0,0,0,0,1.5,29339,0,381,0,0,90,57,-1,0,7,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tom,Carroll,MID,TOT,4400000,0,1,0.0555555555555556,1.26262626262626E-08,2.27272727272727E-07,0,3406,0,0,0,0,0,0,0,0.2,362,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1717,0,93,0,0,1,129,0,0,3,Man City,West Brom,Bournemouth,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,4400000,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,91,-1,0,0,1,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,34,0,0,0,Man City,West Brom,Bournemouth,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,1,6,1.2,2.66666666666667E-07,1.33333333333333E-06,0,9001,1,7,0,0,0,0,0,1.3,923,0,0,6,0,0.2,0,1,0,0,0,0,0,0.4,3445,0,335,0,0,405,478,0,0,51,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0,0.6,0.8,0.6,0.9,0.8,1.1,0.6,0.7,0.6,0.6,0.9,0.8,1.1,0.6,0.7,1.4,1.2,0.6,1.3,1,0.6,0.8,0.6,0.7,0.6,0.6,0.8,1.4,0.6,0.6,0.6
Lee,Cattermole,MID,SUN,4400000,2,3,0.166666666666667,3.78787878787879E-08,6.81818181818182E-07,0,3695,1,3,0,0,0,0,0,0.7,232,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.1,1245,0,246,0,0,175,236,0,0,17,West Brom,Stoke,West Ham,Arsenal,Bournemouth,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Santiago,Cazorla,MID,ARS,7600000,3,33,5.5,7.23684210526316E-07,4.3421052631579E-06,0,152603,2,3,0,0,0,2,0,4.3,45685,1,1,33,-1,0.6,0,4.7,5,0,3,0,2,6.7,313905,0,259,0,0,438,10581,-1,0,128,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,5,6.3,7.2,7.4,5.6,6.4,8.2,5.5,6.7,5.2,4.5,6.1,5.8,4.9,7.2,8.2,6.6,5.1,5.4,5.4,3.4,8.2,6,5,6.3,5.7,7.5,7.3,4.9,6.7,6.6,6.3
Petr,Cech,GLK,ARS,5500000,6,19,3.2,5.81818181818182E-07,3.45454545454545E-06,0,155772,1,7,0,18,0,0,0,3.5,12788,0,0,19,0,0.5,0,2.7,0,0,2,0,0,16.5,109320,1,409,0,0,540,28918,0,0,99,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,2.4,3,2.7,3.1,3.5,2.1,4.8,4.1,4.3,2.6,2.3,3.2,3.9,3.3,3.6,4.6,3.2,2.5,2.8,3.4,3.8,3.7,3.1,2.6,4.5,3.8,2.9,3.1,3.1,2.3,4.2,3.2
,Cedric,DEF,SOU,5000000,8,23,3.8,7.6E-07,4.6E-06,0,18914,0,6,0,0,0,0,0,4.6,3216,0,0,23,0,1.2,0,6,5,0,2,0,0,2,47230,0,320,0,0,526,33234,0,0,126,Leicester,Burnley,Man City,Chelsea,Hull City,2.3,5.7,2.7,4.7,4.2,5.7,4.5,4.4,3.9,4.6,3.7,4.8,4.4,2.9,2.7,5,4.2,5.6,3.6,5.4,3.4,3.4,3.6,5.7,5.2,3.6,3.7,2.8,4,4,3.3,5.4
Nacer,Chadli,MID,WBA,6400000,1,24,1.33333333333333,2.08333333333333E-07,3.75E-06,0,26463,1,4,0,0,0,2,0,3.8,9198,-1,0,24,1,1.3,0,8,3,0,0,0,2,2.1,92034,0,173,0,1,254,17340,0,0,87,Sunderland,Tottenham,Liverpool,Man City,Leicester,0.9,0.7,0.7,0.7,0.7,1.3,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.9,1,0.7,0.7,1.1,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.1,0.7,0.7,0.8
Nathaniel,Chalobah,MID,CHE,4500000,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,32,0,0,0,Hull City,Leicester,Man Utd,Southampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,ARS,5900000,0,13,0.722222222222222,1.2241054613936E-07,2.20338983050847E-06,0,78177,0,3,0,0,0,1,0,2.2,9041,-1,1,13,1,0.1,0,0.7,0,0,1,0,0,1.5,57267,0,186,0,0,239,415,-1,0,51,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4400000,1,7,0.388888888888889,8.83838383838384E-08,1.59090909090909E-06,0,96530,0,6,0,0,0,1,0,1.6,6054,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,3.4,80607,0,70,0,0,180,2096,0,0,46,West Ham,Watford,Arsenal,Bournemouth,Man City,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,3911,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,85,0,0,0,7,0,0,0,Sunderland,Tottenham,Liverpool,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,4400000,0,0,0,0,0,0,4051,0,0,0,0,0,0,0,0,315,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,506,0,0,0,0,0,67,0,0,0,Southampton,Chelsea,Crystal Palace,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Chirivella,MID,LIV,4400000,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,92,-1,0,0,1,0,0,0,0,0,0,0,0,0,419,0,2,0,0,0,29,0,0,0,Swansea,Man Utd,West Brom,Crystal Palace,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Christian Benteke,FWD,CRY,7600000,7,18,4.5,5.92105263157895E-07,2.36842105263158E-06,0,124119,0,5,0,0,0,2,0,2.4,21507,1,0,18,-1,0.7,0,5.3,2,0,0,0,0,6.1,260522,0,315,0,0,353,23244,0,0,54,Everton,West Ham,Leicester,Liverpool,Burnley,4.4,6.3,4.5,6.8,4,5.8,6.3,5.7,6.6,4.9,6.5,5.9,4.9,5.6,5.7,5.3,3.9,6,6,5.2,5.2,4.9,6.1,5.4,4.6,5,6.7,5.3,6.8,5.5,5.5,4.6
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,1626,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3962,0,0,0,0,0,552,0,0,0,Chelsea,Bournemouth,Stoke,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,Clasie,MID,SOU,4800000,0,5,0.277777777777778,5.78703703703704E-08,1.04166666666667E-06,0,2324,0,3,0,0,0,0,0,1,181,-2,0,5,2,0.2,0,1,0,0,0,0,0,0.1,910,0,183,0,0,196,51,0,0,24,Leicester,Burnley,Man City,Chelsea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
