FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Bacary,Sagna,DEF,MCI,5300000,1,19,0.372549019607843,7.02922678505364E-08,3.58490566037736E-06,0,222743,1,9,0,0,0,0,0,3.6,1205,-2,0,19,2,0.1,0,0.6,0,0,1,0,1,1.9,26503,0,386,0,0,662,415,0,0,138,Hull City,Liverpool,Burnley,Everton,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Diafra,Sakho,FWD,WHU,5800000,0,10,0.196078431372549,3.38066260987154E-08,1.72413793103448E-06,0,6795,0,2,0,0,0,1,0,1.7,250,-2,0,10,2,0.3,0,1.6,2,0,0,0,0,0.1,3494,0,286,0,0,125,163,0,0,29,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,LIV,4700000,0,0,0,0,0,0,3617,0,0,0,0,0,0,0,0,125,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1211,0,273,0,0,0,134,0,0,0,Stoke,Man City,Sunderland,Man Utd,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakary,Sako,MID,CRY,5300000,0,3,0.0588235294117647,1.10987791342952E-08,5.66037735849057E-07,0,924,0,2,0,0,0,0,0,0.6,55,-2,0,3,2,0.1,0,0.4,0,0,0,0,0,0,425,0,220,0,0,25,22,0,0,9,Watford,Arsenal,Swansea,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,ARS,11900000,5,127,7.5,6.30252100840336E-07,1.0672268907563E-05,0,514493,3,18,0,0,0,12,0,10.8,8951,9,-1,127,-9,0.9,1,10.8,14,0,4,0,7,37.3,1615308,0,690,0,5,1435,56964,1,0,408,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,9.7,9.1,8.6,9.4,11.2,10.6,8,10.2,8.5,6.5,11.2,9.3,8.3,9.6,9.5,9.9,11,7.3,10.1,9.4,10.6
Leroy,Sane,MID,MCI,7500000,8,24,0.470588235294118,6.27450980392157E-08,3.2E-06,0,28136,0,4,0,0,0,1,0,3.2,268,-5,0,24,5,0.3,0,2.4,3,0,0,0,1,0.2,9373,0,0,0,0,392,2535,0,0,93,Hull City,Liverpool,Burnley,Everton,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yaya,Sanogo,FWD,ARS,4700000,0,0,0,0,0,0,8314,0,0,0,0,0,0,0,0,183,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3069,0,0,0,0,0,58,0,0,0,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,DEF,LEI,4800000,0,4,0.0784313725490196,1.63398692810458E-08,8.33333333333333E-07,0,14356,0,2,0,0,0,0,0,0.8,156,-2,0,4,2,0,0,0,0,0,0,0,0,0.2,1347,0,236,0,0,141,32,0,0,23,Everton,West Ham,Middlesbrough,Chelsea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasper,Schmeichel,GLK,LEI,4900000,2,32,3.6,7.3469387755102E-07,6.53061224489796E-06,0,364607,0,13,0,40,0,0,0,6.5,2434,-1,0,32,1,0.1,0,0.4,3,0,2,0,0,5.7,71161,0,475,0,0,776,1113,0,0,183,Everton,West Ham,Middlesbrough,Chelsea,Southampton,4.7,5.4,3,4.1,3.4,2.5,3.7,2.7,5.3,4.9,4.1,3.8,5.3,4.6,2.6,3.4,5.1,3.2,4.7,2.9,5.3
Morgan,Schneiderlin,MID,MUN,4600000,0,3,0.0588235294117647,1.27877237851662E-08,6.52173913043478E-07,0,10911,0,1,0,0,0,0,0,0.7,134,-4,0,3,4,0,0,0,0,0,0,0,0,0.2,1661,0,317,0,0,14,70,0,0,9,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0,0,0,0,6136,0,0,0,0,0,0,0,0,84,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,972,0,200,0,0,0,36,0,0,0,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6200000,0,44,4,6.45161290322581E-07,7.09677419354839E-06,0,423704,1,7,0,0,0,3,0,7,14278,-3,1,44,3,0.3,0,1.8,5,0,5,0,0,3.8,227203,0,302,0,1,852,1633,-1,0,131,Liverpool,Chelsea,Watford,Sunderland,Man Utd,2.3,3,4.8,4.7,4.2,4.5,3.7,3.6,2.7,4.3,3.1,3.3,3.9,3.6,2.8,4.2,3.8,3.9,3.3,2.8,3.3
Luke,Shaw,DEF,MUN,5200000,0,28,0.549019607843137,1.05580693815988E-07,5.38461538461538E-06,0,812357,0,5,0,0,0,0,0,5.4,15449,-3,1,28,3,0,0,0,2,0,3,0,1,7.7,366825,0,92,0,1,525,88,-1,0,132,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3
Ryan,Shawcross,DEF,STK,4900000,1,38,2.7,5.51020408163265E-07,7.75510204081633E-06,0,79007,3,21,0,0,0,0,0,7.8,2320,-1,0,38,1,0.3,0,1.4,2,0,3,0,2,1.7,59926,0,176,0,1,1260,390,0,0,220,Liverpool,Chelsea,Watford,Sunderland,Man Utd,2.9,2.1,2.7,1.9,2,2.8,2.6,2.6,2.3,2.5,2.4,2.3,1.5,2,3.3,3,2.2,3.8,2.4,3.6,2.7
,Sheyi Ojo,MID,LIV,4700000,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,15,-3,0,0,3,0,0,0,0,0,0,0,0,0,115,0,81,0,0,0,10,0,0,0,Stoke,Man City,Sunderland,Man Utd,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,SWA,7500000,2,81,4.8,6.4E-07,1.08E-05,0,297226,1,37,0,0,0,5,0,10.8,33013,0,0,81,0,0.8,0,5.8,8,0,2,0,5,10.1,408625,0,586,0,2,1437,23441,0,0,307,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,5.4,6.2,4.7,4,2.9,5.7,3.8,7,3.7,6.9,4.7,4.1,5.8,5.4,3.9,5,5.2,4.9,6.1,5.6,5.4
David,Silva,MID,MCI,8700000,5,52,3.5,4.02298850574713E-07,5.97701149425287E-06,0,197122,2,17,0,0,0,1,0,6,1453,-3,0,52,3,0.5,0,4.4,5,0,3,0,4,2.2,59402,0,351,0,0,1249,3926,0,0,266,Hull City,Liverpool,Burnley,Everton,Tottenham,3,1.8,4.4,2.8,3.2,2.5,3.6,2.6,3.5,3.8,3.1,2.3,2.2,2.4,3.5,2.6,3.3,3.3,3,4.5,3.3
Danny,Simpson,DEF,LEI,4900000,0,29,1.9,3.87755102040816E-07,5.91836734693878E-06,0,71879,6,23,0,0,0,0,0,5.9,1897,-1,0,29,1,0.2,0,1,1,0,3,0,1,1.3,18937,0,390,0,0,1285,188,0,0,198,Everton,West Ham,Middlesbrough,Chelsea,Southampton,1.9,2.6,1,1.6,1.2,1,1.3,1,2.3,2,2,1.6,2.3,1.8,1,1.2,2.1,1.1,1.9,1,2.2
Joshua,Sims,MID,SOU,4200000,0,7,0.137254901960784,3.26797385620915E-08,1.66666666666667E-06,0,4658,0,1,0,0,0,0,0,1.6,1141,-3,1,7,3,0.3,0,1.4,0,0,1,0,1,0.2,10394,0,0,0,0,115,1484,-1,0,31,Tottenham,West Brom,Everton,Burnley,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jerome,Sinclair,FWD,WAT,4800000,0,3,0.0588235294117647,1.22549019607843E-08,6.25E-07,0,14963,0,1,0,0,0,0,0,0.6,396,-2,0,3,2,0.1,0,0.6,0,0,0,0,0,0.3,5977,0,0,0,0,72,319,0,0,5,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,6700000,3,23,0.450980392156863,6.73105062920691E-08,3.43283582089552E-06,0,11342,2,1,0,0,0,0,0,3.4,298,-3,0,23,3,0.3,0,2.2,0,0,4,0,2,0.1,11440,0,0,0,0,492,266,0,0,77,Southampton,Watford,Chelsea,West Brom,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Islam,Slimani,FWD,LEI,8300000,1,47,4.3,5.18072289156626E-07,5.66265060240964E-06,0,121683,1,12,0,0,0,4,0,5.7,4865,-2,0,47,2,0.4,0,3.4,4,0,4,0,3,1,142549,0,0,0,1,731,7601,0,0,161,Everton,West Ham,Middlesbrough,Chelsea,Southampton,6,6.3,3.8,4.8,3.3,3.7,5.3,4.6,6,6.4,4,4.1,5.4,6.3,3.5,4.8,5.9,3.9,6,4.3,5.9
Chris,Smalling,DEF,MUN,5800000,1,20,0.392156862745098,6.76132521974307E-08,3.44827586206897E-06,0,48285,0,9,0,0,0,1,0,3.4,378,-2,0,20,2,0,0,0.2,0,0,1,0,0,1,16355,0,381,0,0,454,254,0,0,108,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Smith,DEF,BOU,4800000,1,51,3.2,6.66666666666667E-07,1.0625E-05,0,268521,5,28,0,0,0,1,0,10.6,18154,3,0,51,-3,0.4,0,2,3,0,4,0,3,10.3,564954,0,297,0,1,1440,2869,0,0,301,Chelsea,Swansea,Arsenal,Hull City,Watford,2.2,2.3,4.6,2.8,3.9,3.8,2.2,3.6,2.7,1.9,4.8,3.7,2.9,3.2,3.4,2.4,3.7,2,4.5,4.4,1.6
Bradley,Smith,DEF,BOU,4000000,0,0,0,0,0,0,126426,1,2,0,0,0,0,0,0,2515,0,0,0,0,0,0,0,0,0,0,0,0,3,65330,0,35,0,0,80,796,0,0,2,Chelsea,Swansea,Arsenal,Hull City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Snodgrass,MID,HUL,5600000,2,72,4.5,8.03571428571429E-07,1.28571428571429E-05,0,415003,2,33,0,0,0,5,0,12.9,14424,1,0,72,-1,0.6,0,3.6,10,0,2,0,2,5.2,534272,0,0,0,2,1365,7809,0,0,269,Man City,Everton,West Brom,Bournemouth,Chelsea,4.1,5.6,4.2,5.7,3.4,4.5,3.6,3.1,6.3,4.4,5.3,4,4.9,5.3,3.4,4.2,5.9,3.7,6.8,4.3,4.9
Ramadan,Sobhi,MID,STK,4900000,1,12,0.235294117647059,4.80192076830732E-08,2.44897959183673E-06,0,34928,0,2,0,0,0,0,0,2.4,699,-6,0,12,6,0.1,0,0.4,0,0,1,0,1,0.4,10684,0,0,0,0,175,79,0,0,47,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dominic,Solanke,FWD,CHE,5000000,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,49,0,0,0,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heung-Min,Son,MID,TOT,7100000,1,73,1.43137254901961,2.0160176746755E-07,1.02816901408451E-05,0,608638,1,7,0,0,0,5,0,10.1,57225,-4,2,73,4,0.5,0,3.2,6,0,5,0,5,5.5,785557,0,244,0,2,861,4016,-2,0,208,Southampton,Watford,Chelsea,West Brom,Man City,0.7,0.7,0.7,0.9,0.7,0.7,1,0.7,0.8,1.1,0.7,1,0.7,0.7,1.2,1.1,0.7,0.7,0.7,1,0.7
Pape,Souare,DEF,CRY,4200000,0,6,0.117647058823529,2.80112044817927E-08,1.42857142857143E-06,0,51934,0,3,0,0,0,0,0,1.4,277,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,20274,0,354,0,0,270,43,0,0,37,Watford,Arsenal,Swansea,West Ham,Everton,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Julian,Speroni,GLK,CRY,4300000,0,0,0,0,0,0,5759,0,0,0,0,0,0,0,0,126,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,893,0,13,0,0,0,24,0,0,0,Watford,Arsenal,Swansea,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphael,Spiegel,GLK,WHU,4000000,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5401,0,0,0,0,0,348,0,0,0,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,MID,BOU,5100000,0,52,1.01960784313725,1.99923106497501E-07,1.01960784313725E-05,0,88955,1,13,0,0,0,3,0,10,3523,-4,1,52,4,0.1,0,0.6,6,0,3,0,4,0.4,96028,0,217,0,1,711,173,-1,0,184,Chelsea,Swansea,Arsenal,Hull City,Watford,0,0,0,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.8,0.5
Maarten,Stekelenburg,GLK,EVE,4900000,6,57,3.6,7.3469387755102E-07,1.16326530612245E-05,0,138446,2,20,0,35,0,0,0,11.4,14260,-1,1,57,1,0.7,0,3.2,3,0,3,0,0,3.5,197907,1,151,2,1,1413,540,-1,0,255,Leicester,Hull City,Southampton,Man City,Crystal Palace,0,3.6,5.2,4.2,3.7,4.3,5.2,3.2,4.4,3,4.5,4.8,3.9,2.5,4.1,5,4,4,3,4.5,4.3
Jack,Stephens,DEF,SOU,4000000,0,0,0,0,0,0,7950,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6899,0,0,0,0,0,78,0,0,0,Tottenham,West Brom,Everton,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheem,Sterling,MID,MCI,7600000,9,71,4.7,6.18421052631579E-07,9.3421052631579E-06,0,1087094,3,13,0,0,0,5,0,9.3,6382,-4,1,71,4,0.4,0,3.4,7,0,3,0,4,8.7,1270752,0,400,0,2,1210,43412,-1,0,231,Hull City,Liverpool,Burnley,Everton,Tottenham,4.7,3,6.5,4.4,5,4,5.5,4.2,5.4,5.7,4.9,3.7,3.6,3.8,5.4,4.1,5.1,5.1,4.7,6.7,5.1
Kevin,Stewart,DEF,LIV,4300000,0,4,0.0784313725490196,1.82398540811674E-08,9.30232558139535E-07,0,4662,0,0,0,0,0,0,0,0.9,95,-2,0,4,2,0,0,0,0,0,0,0,0,0.1,2316,0,69,0,0,20,27,0,0,12,Stoke,Man City,Sunderland,Man Utd,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Stones,DEF,MCI,4700000,0,24,1.8,3.82978723404255E-07,5.1063829787234E-06,0,929604,1,16,0,0,0,0,0,5,55267,-3,1,24,3,0,0,0.2,1,0,1,0,0,18.6,384740,0,336,0,0,1074,2155,-1,0,213,Hull City,Liverpool,Burnley,Everton,Tottenham,1.4,1.6,1.8,1.1,1.7,1.8,1.4,1.2,1,0.9,1.9,1.9,2.2,1.1,1.6,1.4,1.5,1.2,1.4,1.3,1.1
Maksymilian,Stryjek,GLK,SUN,4000000,0,0,0,0,0,0,1271,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2909,0,0,0,0,0,74,0,0,0,Man Utd,Burnley,Liverpool,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian,Stuani,FWD,MID,4700000,0,31,2.8,5.95744680851064E-07,6.59574468085106E-06,0,358209,3,9,0,0,0,3,0,6.5,18336,-3,1,31,3,0.1,0,0.6,4,0,1,0,0,3.1,423990,0,0,0,1,612,951,-1,0,132,Burnley,Man Utd,Leicester,Watford,West Ham,0,2.3,3.7,2.4,3.3,2.8,2,3,3,2.5,3.3,2.5,3,3.3,3.6,2.6,1.9,3,1.9,2.8,2.5
Daniel,Sturridge,FWD,LIV,9700000,4,24,2.4,2.47422680412371E-07,2.47422680412371E-06,0,77697,1,4,0,0,0,0,0,2.5,681,-3,0,24,3,0.1,0,0.8,0,0,1,0,4,0.9,57028,0,283,0,0,389,5071,0,0,62,Stoke,Man City,Sunderland,Man Utd,Swansea,2.1,2.5,1.7,1.7,2.8,1.8,2.5,2.5,1.9,2.2,3,2,2.5,2.4,1.8,1.8,2.5,1.7,2.3,1.9,2.2
Mario,Suarez,MID,WAT,4500000,0,0,0,0,0,0,6873,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0.1,248,0,69,0,0,0,11,0,0,0,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Success,MID,WAT,5700000,1,14,0.274509803921569,4.81596147230822E-08,2.45614035087719E-06,0,3926,1,2,0,0,0,1,0,2.5,53,-3,0,14,3,0.1,0,0.4,0,0,1,0,0,0,1898,0,0,0,0,257,88,0,0,48,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Surman,MID,BOU,4600000,0,19,2.1,4.56521739130435E-07,4.1304347826087E-06,0,8405,1,14,0,0,0,0,0,4,143,-4,1,19,4,0,0,0,0,0,2,0,0,0.1,1597,0,385,0,0,810,6,-1,0,145,Chelsea,Swansea,Arsenal,Hull City,Watford,0,0,0,1,2.1,1.5,1,1.3,1,1.1,1.7,1.9,1,1,1.3,1,1.8,1.4,1.6,2.4,1.1
Franck,Tabanou,DEF,SWA,4400000,0,0,0,0,0,0,1514,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusan,Tadic,MID,SOU,7000000,1,37,2.6,3.71428571428571E-07,5.28571428571429E-06,0,213838,3,10,0,0,0,1,0,5.3,1448,-5,0,37,5,0.1,0,0.4,0,0,4,0,2,1.4,63621,0,564,0,0,954,179,0,0,129,Tottenham,West Brom,Everton,Burnley,Leicester,2.2,2.3,1.5,1.5,3.2,1.6,2.2,2.2,1.6,1.8,2.4,1.3,2.7,2.1,1.6,1.8,1.3,2.5,1.3,1.8,2.2
Matt,Targett,DEF,SOU,4200000,0,6,0.117647058823529,2.80112044817927E-08,1.42857142857143E-06,0,34894,0,4,0,0,0,0,0,1.4,412,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,13298,0,169,0,0,283,9,0,0,59,Tottenham,West Brom,Everton,Burnley,Leicester,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,Tarkowski,DEF,BUR,4000000,0,5,0.0980392156862745,2.45098039215686E-08,1.25E-06,0,49208,1,3,0,0,0,0,0,1.3,2875,0,0,5,0,0.1,0,0.6,0,0,0,0,0,2.2,64378,0,0,0,0,112,1044,0,0,26,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil,Taylor,DEF,SWA,4200000,1,15,1.7,4.04761904761905E-07,3.57142857142857E-06,0,40107,1,23,0,0,0,0,0,3.6,1156,-3,0,15,3,0.5,0,2.2,0,0,1,0,1,0.5,14620,0,321,0,0,760,2948,0,0,122,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,2.1,1.8,1.2,2.1,1.3,1.8,1,1.2,0.9,1.7,1.2,1,1.3,1.7,1.6,1,1.8,0.8,1.5,0.8,1.4
Stuart,Taylor,GLK,SOU,4000000,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3074,0,0,0,0,0,160,0,0,0,Tottenham,West Brom,Everton,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dionatan do Nascimento,Teixeira,DEF,STK,4000000,0,0,0,0,0,0,29646,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3268,0,12,0,0,0,28,0,0,0,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Terry,DEF,CHE,5200000,0,11,0.215686274509804,4.14781297134238E-08,2.11538461538462E-06,0,182980,1,4,0,0,0,0,0,2.1,1428,-3,1,11,3,0,0,0,0,0,1,0,0,1.6,56770,0,228,0,0,367,56,-1,0,66,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Thomas Robson,DEF,SUN,4000000,0,0,0,0,0,0,3386,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5554,0,0,0,0,0,50,0,0,0,Man Utd,Burnley,Liverpool,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,5000000,0,33,0.647058823529412,1.29411764705882E-07,6.6E-06,0,14473,2,19,0,0,0,3,0,6.6,2218,0,0,33,0,0.8,0,3.8,2,0,1,0,0,0.2,15371,0,221,0,1,772,84,0,0,158,Watford,Arsenal,Swansea,West Ham,Everton,0,0,0,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3
Gokhan,Tore,MID,WHU,5300000,0,10,0.196078431372549,3.69959304476508E-08,1.88679245283019E-06,0,10668,0,4,0,0,0,0,0,1.9,55,-2,0,10,2,0,0,0,0,0,1,0,1,0.1,8946,0,0,0,0,240,8,0,0,29,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Tosin Adarabioyo,DEF,MCI,4500000,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,6,0,0,0,Hull City,Liverpool,Burnley,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andros,Townsend,MID,CRY,5900000,1,41,2.6,4.40677966101695E-07,6.94915254237288E-06,0,235623,3,20,0,0,0,1,0,6.9,2862,-6,0,41,6,0.2,0,1,4,0,2,0,2,2,78955,0,315,0,1,1108,256,0,0,182,Watford,Arsenal,Swansea,West Ham,Everton,2.2,1.4,2.2,1.6,2.3,1.7,3.1,2,2.1,1.9,1.9,2.5,1.5,1.7,1.3,2.9,1.3,2.8,1.6,2.1,2.1
Bertrand,Traore,MID,CHE,5400000,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,21,-1,0,0,1,0,0,0,0,0,0,0,0,0,139,0,101,0,0,0,9,0,0,0,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adama,Traore,MID,MID,4800000,1,18,0.352941176470588,7.35294117647059E-08,3.75E-06,0,9300,1,6,0,0,0,0,0,3.8,1585,-2,0,18,2,0.3,0,1.2,0,0,2,0,0,0.2,17352,0,0,0,0,606,382,0,0,89,Burnley,Man Utd,Leicester,Watford,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kieran,Trippier,DEF,TOT,4700000,0,2,0.0392156862745098,8.34376303712975E-09,4.25531914893617E-07,0,3575,0,0,0,0,0,0,0,0.4,68,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,987,0,110,0,0,13,15,0,0,5,Southampton,Watford,Chelsea,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Tymon,DEF,HUL,4000000,0,3,0.0588235294117647,1.47058823529412E-08,7.5E-07,0,5584,0,3,0,0,0,0,0,0.8,832,0,0,3,0,0.1,0,0.4,0,0,0,0,0,0.3,14425,0,0,0,0,157,346,0,0,29,Man City,Everton,West Brom,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo,Ulloa,FWD,LEI,5500000,6,14,0.274509803921569,4.99108734402852E-08,2.54545454545455E-06,0,10592,0,2,0,0,0,1,0,2.5,343,-5,0,14,5,0.3,0,1.4,1,0,0,0,0,0.2,5937,0,226,0,0,127,2507,0,0,40,Everton,West Ham,Middlesbrough,Chelsea,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
