FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jack,Rose,GLK,WBA,4000000,0,0,0,0,0,0,1393,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5636,0,0,0,0,0,286,0,0,0,Liverpool,Man City,Leicester,Burnley,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne,Routledge,MID,SWA,4700000,2,11,1.8,3.82978723404255E-07,2.34042553191489E-06,0,19407,0,8,0,0,0,0,0,2.3,554,-3,1,11,3,0.4,0,2,0,0,1,0,0,0.3,6022,0,269,0,0,421,229,-1,0,53,Watford,Stoke,Man Utd,Everton,Crystal Palace,0.9,1.1,1.1,1,0.9,0.9,1.4,1.1,1.8,0.9,1.4,1.3,0.9,0.9,1,0.9,1.7,0.9,1.5,1.4,0.9,1.2,0.9,1.1,1.3,1.1,1.3,1,1.5,0.9
Bacary,Sagna,DEF,MCI,5400000,0,14,0.583333333333333,1.08024691358025E-07,2.59259259259259E-06,0,197417,1,3,0,0,0,0,0,2.6,14846,-1,0,14,1,0.2,0,1.3,0,0,1,0,1,2.5,23841,0,386,0,0,347,60,0,0,73,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Diafra,Sakho,FWD,WHU,5800000,0,0,0,0,0,0,4116,0,0,0,0,0,0,0,0,137,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,1015,0,286,0,0,0,81,-1,0,0,Sunderland,Everton,Stoke,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamadou,Sakho,DEF,LIV,4800000,0,0,0,0,0,0,2767,0,0,0,0,0,0,0,0,88,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,377,0,273,0,0,0,23,0,0,0,West Brom,Crystal Palace,Watford,Southampton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakary,Sako,MID,CRY,5400000,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,32,-1,0,0,1,0,0,0,0,0,0,0,0,0,186,0,220,0,0,0,20,0,0,0,Leicester,Liverpool,Burnley,Man City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,ARS,11300000,5,54,6.8,6.01769911504425E-07,4.7787610619469E-06,0,232037,0,8,0,0,0,4,0,4.8,30114,3,0,54,-3,0.6,1,7.3,6,0,3,0,4,23.9,776785,0,690,0,2,638,34885,0,0,173,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,8.2,9,7.7,9,9.9,8.2,8.6,8,6.8,7.7,7.6,6.7,9.6,10.1,8.1,7.1,7.3,7.6,5.7,10.2,8.3,7.4,7.4,8.9,9.9,9.1,6.8,8.7,8.3,8.3
Leroy,Sane,MID,MCI,7600000,2,5,0.208333333333333,2.74122807017544E-08,6.57894736842105E-07,0,23701,0,1,0,0,0,0,0,0.7,395,-4,1,5,4,0.1,0,1,0,0,0,0,0,0.2,3780,0,0,0,0,124,283,-1,0,28,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yaya,Sanogo,FWD,ARS,4800000,0,0,0,0,0,0,6301,0,0,0,0,0,0,0,0,259,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2121,0,0,0,0,0,135,0,0,0,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,DEF,LEI,4900000,1,2,0.0833333333333333,1.70068027210884E-08,4.08163265306122E-07,0,12671,0,2,0,0,0,0,0,0.4,216,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.2,798,0,236,0,0,95,126,0,0,14,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasper,Schmeichel,GLK,LEI,5000000,2,24,4,8E-07,4.8E-06,0,236870,0,9,0,25,0,0,0,4.8,9996,0,0,24,0,0.7,0,3.7,3,0,2,0,0,9,64368,0,475,0,0,506,2777,0,0,125,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,5.8,3.3,5.4,3.2,4.5,3.2,5.1,2.7,3.8,5.1,6,3.1,5.1,3,2.6,4.4,3.4,6,4.9,4.3,4.1,6,5.6,2.5,4.3,6,3.4,4.9,2.4,6
Morgan,Schneiderlin,MID,MUN,4700000,0,1,0.0416666666666667,8.86524822695035E-09,2.12765957446809E-07,0,9561,0,0,0,0,0,0,0,0.2,339,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,1109,0,317,0,0,6,20,0,0,3,Chelsea,Burnley,Swansea,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastian,Schweinsteiger,MID,MUN,5200000,0,0,0,0,0,0,5184,0,0,0,0,0,0,0,0,114,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,511,0,200,0,0,0,25,0,0,0,Chelsea,Burnley,Swansea,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6300000,3,17,4.3,6.82539682539682E-07,2.6984126984127E-06,0,278116,0,2,0,0,0,1,0,2.7,4525,-2,0,17,2,0.4,0,2.7,2,0,2,0,0,3.5,74884,0,302,0,0,356,2917,0,0,42,Hull City,Swansea,West Ham,Bournemouth,Watford,4.6,4.6,3.7,5.8,4.4,6,2.9,4.9,6.4,2.3,3.1,4.6,4.9,5,4.8,3.8,4.3,2.9,5.3,2.9,4.5,3.8,3.6,3.7,4.1,4.7,4.2,2.9,3.1,3.4
Luke,Shaw,DEF,MUN,5500000,1,22,3.7,6.72727272727273E-07,4E-06,0,538378,0,5,0,0,0,0,0,4,36349,0,0,22,0,0.1,0,0.3,2,0,2,0,1,14.2,341988,0,92,0,1,435,1273,0,0,108,Chelsea,Burnley,Swansea,Arsenal,West Ham,3,5,4.2,4.8,5,3.3,4.9,5,4.1,4.4,3.3,4.9,5.4,4.7,3.8,2.7,3.8,3.2,5.6,3.8,3.9,4.3,3.9,3.9,3.9,3.3,3.7,5,4.1,4.7
Ryan,Shawcross,DEF,STK,4900000,6,14,1.8,3.6734693877551E-07,2.85714285714286E-06,0,31913,3,16,0,0,0,0,0,2.9,1086,-1,0,14,1,0.6,0,3,0,0,1,0,1,1.6,12034,0,176,0,0,720,3729,0,0,104,Hull City,Swansea,West Ham,Bournemouth,Watford,1.5,1.2,2.1,2.2,1.2,1.9,2.4,1.8,1.8,1.8,0.9,1.3,1.2,1.1,1.4,1.3,1.7,1.3,1.1,0.9,1.4,0.9,1,2.4,1.3,1.3,2.3,1,2.4,1.1
,Sheyi Ojo,MID,LIV,4800000,0,0,0,0,0,0,734,0,0,0,0,0,0,0,0,16,-2,0,0,2,0,0,0,0,0,0,0,0,0,59,0,81,0,0,0,3,0,0,0,West Brom,Crystal Palace,Watford,Southampton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,SWA,7200000,9,31,3.9,5.41666666666667E-07,4.30555555555556E-06,0,190284,0,15,0,0,0,2,0,4.3,2616,-3,0,31,3,0.8,0,5.7,4,0,0,0,1,3.5,30882,0,586,0,0,627,11183,0,0,118,Watford,Stoke,Man Utd,Everton,Crystal Palace,3.4,3.8,3.8,3.6,3.1,3,4.6,3.8,5.4,3,4.5,4.2,2.1,2.4,3.7,2.9,5.2,3.1,4.7,4.5,2.9,4.1,3.2,3.7,4.4,3.7,4.3,3.6,4.8,3.2
David,Silva,MID,MCI,8700000,7,22,3.1,3.5632183908046E-07,2.52873563218391E-06,0,171329,1,7,0,0,0,0,0,2.5,2515,-3,0,22,3,0.4,0,3.7,2,0,1,0,2,2.4,40442,0,351,0,0,603,2051,0,0,134,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,3.1,2.2,3.4,2.5,2,2.8,2.2,2.9,1.8,2.7,1.6,3.9,2,2.7,2.1,2.9,1.6,3.2,2.9,3.1,2.3,1.6,1.7,2.5,1.9,2.7,3.5,2.6,4.3,2.6
Danny,Simpson,DEF,LEI,5000000,0,19,2.7,5.4E-07,3.8E-06,0,49997,3,9,0,0,0,0,0,3.8,3040,0,0,19,0,0.3,0,1.7,1,0,3,0,0,1.7,11441,0,390,0,0,565,800,0,0,105,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,3.5,1.7,3.2,1.7,2.5,1.7,2.9,1.4,2.6,2.9,4,1.6,2.9,1.6,1.4,2.4,1.8,4.1,2.8,2.9,2.8,4.1,3.3,1.4,2.4,3.6,1.8,2.8,1.4,4.1
Jerome,Sinclair,FWD,WAT,4800000,0,0,0,0,0,0,12008,0,0,0,0,0,0,0,0,376,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,3154,0,0,0,0,0,102,0,0,0,Swansea,Hull City,Liverpool,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,6800000,3,11,0.458333333333333,6.74019607843137E-08,1.61764705882353E-06,0,7532,1,1,0,0,0,0,0,1.6,684,-2,0,11,2,0.4,0,2.7,0,0,3,0,0,0.1,9439,0,0,0,0,307,454,0,0,22,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Islam,Slimani,FWD,LEI,8500000,1,18,4.5,5.29411764705882E-07,2.11764705882353E-06,0,54089,0,5,0,0,0,2,0,2.1,14810,0,1,18,0,0.2,0,1.7,3,0,2,0,0,1.7,107043,0,0,0,1,281,8989,-1,0,63,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,6.1,2.7,6.2,4.2,6,4.4,6.8,2.7,4.2,6,6.5,4.5,6.4,3,3.1,5.6,5,6.8,6.4,3.5,4.4,6.8,6.8,3.1,4.3,5.9,3.9,6.1,3.9,6.8
Chris,Smalling,DEF,MUN,5900000,6,19,0.791666666666667,1.34180790960452E-07,3.22033898305085E-06,0,29344,0,5,0,0,0,1,0,3.2,2132,-1,0,19,1,0.9,0,5.3,0,0,1,0,0,1.4,14105,0,381,0,0,363,1441,0,0,92,Chelsea,Burnley,Swansea,Arsenal,West Ham,0,0.5,0.4,0.9,0.7,0.4,0.5,0.5,0.4,0.4,0.4,0.6,0.7,0.5,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4
Adam,Smith,DEF,BOU,4700000,5,32,4,8.51063829787234E-07,6.80851063829787E-06,0,91415,3,12,0,0,0,1,0,6.8,7255,2,-1,32,-2,0.8,0,3.7,3,0,2,0,2,11.8,436884,0,297,0,1,720,41764,1,0,181,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,6,3,5.6,3.7,4.1,6,2.4,5.9,5.9,2.2,3.2,5.9,3.6,5,5.9,2.4,5.2,3.2,2.1,6,4.9,2.9,3.5,5.2,3.1,4.5,3,6,6,2
Bradley,Smith,DEF,BOU,4000000,0,0,0,0,0,0,90788,0,0,0,0,0,0,0,0,9851,0,0,0,0,0,0,0,0,0,0,0,0,3.8,55681,0,35,0,0,0,1061,0,0,0,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Snodgrass,MID,HUL,5700000,1,36,4.5,7.89473684210526E-07,6.31578947368421E-06,0,173825,1,19,0,0,0,3,0,6.3,46772,2,0,36,-2,0.3,0,1.7,6,0,1,0,0,7.6,388029,0,0,0,0,677,6102,0,0,131,Stoke,Watford,Southampton,Sunderland,West Brom,4.4,5.5,4.3,6,3.8,6.6,3.7,3.9,4.8,3.6,4.2,4.8,5.3,4,5.4,3.2,3.9,5.6,4.9,4,4.6,3.6,4.8,3.8,4.9,4,4.4,5.4,5.3,3.8
Ramadan,Sobhi,MID,STK,5000000,0,2,0.0833333333333333,1.66666666666667E-08,4E-07,0,27128,0,1,0,0,0,0,0,0.4,953,-5,0,2,5,0,0,0,0,0,0,0,0,0.4,3982,0,0,0,0,16,38,0,0,7,Hull City,Swansea,West Ham,Bournemouth,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic,Solanke,FWD,CHE,5000000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,0,0,0,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heung-Min,Son,MID,TOT,7700000,1,44,1.83333333333333,2.38095238095238E-07,5.71428571428571E-06,0,96561,0,2,0,0,0,4,0,5.7,71241,2,0,44,-2,0.9,0,7.3,6,0,3,0,2,12.8,571636,0,244,0,2,378,35039,0,0,137,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0.9,2.1,0.9,1.1,0.9,1.3,1,1.1,1.9,0.9,1.1,1.2,1.2,0.9,1.2,1.6,0.9,1.4,1.3,1,1.4,0.9,1.2,1.3,1.8,0.9,0.9,0.9,1.4,1.1
Pape,Souare,DEF,CRY,4300000,0,6,0.25,5.81395348837209E-08,1.3953488372093E-06,0,47058,0,3,0,0,0,0,0,1.4,1574,-2,0,6,2,0,0,0,0,0,0,0,0,0.4,19999,0,354,0,0,270,25,0,0,37,Leicester,Liverpool,Burnley,Man City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Julian,Speroni,GLK,CRY,4400000,0,0,0,0,0,0,4427,0,0,0,0,0,0,0,0,224,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,657,0,13,0,0,0,31,0,0,0,Leicester,Liverpool,Burnley,Man City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphael,Spiegel,GLK,WHU,4000000,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,676,0,0,0,Sunderland,Everton,Stoke,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,MID,BOU,5600000,21,41,1.70833333333333,3.05059523809524E-07,7.32142857142857E-06,0,3675,1,7,0,0,0,3,0,7.5,2311,1,-1,41,-1,2.1,0,12,6,0,2,0,3,1.6,62043,0,217,0,1,416,56614,1,0,134,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,1.2,1,1.8,0.9,0.9,1,0.9,2.1,1.4,0.9,0.9,0.9,0.9,1.3,1.2,0.9,1.1,0.9,0.9,1.2,1.3,0.9,0.9,1.3,0.9,1.6,0.9,1.4,1.9,0.9
Maarten,Stekelenburg,GLK,EVE,5100000,17,37,4.6,9.01960784313725E-07,7.25490196078431E-06,0,42488,2,6,0,17,0,0,0,7.3,1718,1,-1,37,-1,1.4,0,7,3,0,2,0,0,4.8,157426,1,151,2,1,720,59415,1,0,145,Burnley,West Ham,Chelsea,Swansea,Southampton,4.4,6.4,4,5.3,4.9,4.8,5.1,6.2,6.9,3.6,5.8,6.6,5.6,6.1,5.5,6.9,5.1,6.2,5.3,6,5.4,5.3,4,6.6,6.9,5.8,5.6,5.4,5.4,6
Jack,Stephens,DEF,SOU,4000000,0,0,0,0,0,0,5195,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5055,0,0,0,0,0,574,0,0,0,Man City,Chelsea,Hull City,Liverpool,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheem,Sterling,MID,MCI,8500000,2,47,5.9,6.94117647058824E-07,5.52941176470588E-06,0,411012,3,8,0,0,0,4,0,5.5,72151,5,0,47,-5,0.4,0,3,5,0,1,0,3,21.8,1115700,0,400,0,2,685,27331,0,0,162,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,7.7,6,7.8,6.6,5.7,7.2,6,7.3,5.3,7,3.8,8.9,5.7,7,5.9,7.3,4.6,7.8,7.1,7.7,6.2,4.7,4.9,6.6,5.3,7,7.9,6.9,8.9,6.8
Kevin,Stewart,DEF,LIV,4400000,0,4,0.166666666666667,3.78787878787879E-08,9.09090909090909E-07,0,3368,0,0,0,0,0,0,0,0.9,233,-1,0,4,1,0,0,0,0,0,0,0,0,0.1,1838,0,69,0,0,20,92,0,0,12,West Brom,Crystal Palace,Watford,Southampton,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
John,Stones,DEF,MCI,5000000,2,12,1.5,3E-07,2.4E-06,0,492720,1,8,0,0,0,0,0,2.4,28101,0,0,12,0,0.3,0,1.7,0,0,0,0,0,26.4,247536,0,336,0,0,637,14683,0,0,115,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,1.4,0.9,0.8,1.3,0.8,1,0.8,1,2.1,1.1,1.3,1.5,0.8,1.4,1.6,0.9,0.8,0.8,0.8,1.8,1.9,1.9,0.8,1,0.8,1.2,0.8,1.3,1.4,0.9
Maksymilian,Stryjek,GLK,SUN,4000000,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1980,0,0,0,0,0,96,0,0,0,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian,Stuani,FWD,MID,5100000,1,26,4.3,8.43137254901961E-07,5.09803921568627E-06,0,178712,2,7,0,0,0,3,0,5.1,18995,1,0,26,-1,0.6,0,3,4,0,1,0,0,5.7,347157,0,0,0,1,508,19623,0,0,114,Arsenal,Bournemouth,Man City,Chelsea,Leicester,5,5.8,5.4,4.9,4.4,4.9,4.5,5.6,5,4.6,4.6,5.8,5.7,5,4.6,4.2,4.4,5.8,5.6,5.5,4,6.4,6.4,5.7,3.8,4.1,5.4,4.8,4.7,5.4
Daniel,Sturridge,FWD,LIV,9900000,1,15,2.1,2.12121212121212E-07,1.51515151515152E-06,0,49531,1,3,0,0,0,0,0,1.5,3779,-1,0,15,1,0.2,0,2,0,0,1,0,2,1.1,40237,0,283,0,0,347,4630,0,0,35,West Brom,Crystal Palace,Watford,Southampton,Sunderland,1.9,1.6,1.9,1.1,2.4,1,2.1,1.7,1.1,2.3,2.3,1.7,1.1,2.2,2.1,2.4,1.8,1.1,1.5,2.5,1.5,1.8,2.5,1.6,1.5,1.9,1.6,2,1.7,1.8
Mario,Suarez,MID,WAT,4500000,0,0,0,0,0,0,6379,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0.1,193,0,69,0,0,0,5,0,0,0,Swansea,Hull City,Liverpool,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Success,MID,WAT,5800000,3,12,0.5,8.62068965517241E-08,2.06896551724138E-06,0,2537,1,1,0,0,0,1,0,2.1,233,-2,0,12,2,0.5,0,3,0,0,1,0,0,0.1,1475,0,0,0,0,191,578,0,0,39,Swansea,Hull City,Liverpool,Leicester,Stoke,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andrew,Surman,MID,BOU,4800000,2,17,2.1,4.375E-07,3.54166666666667E-06,0,5596,1,12,0,0,0,0,0,3.5,377,-2,0,17,2,0.4,0,2,0,0,2,0,0,0.2,1437,0,385,0,0,720,112,0,0,124,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,1.7,1.4,2.4,1,1,1.4,1,2.8,2,1,1,1.1,1,1.8,1.7,1,1.6,1,1,1.6,1.8,1,1,1.8,1,2.2,1.1,2,2.5,1
Franck,Tabanou,DEF,SWA,4400000,0,0,0,0,0,0,1377,0,0,0,0,0,0,0,0,34,-1,0,0,1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,2,0,0,0,Watford,Stoke,Man Utd,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusan,Tadic,MID,SOU,7200000,1,30,3.8,5.27777777777778E-07,4.16666666666667E-06,0,155991,1,5,0,0,0,1,0,4.2,17618,-3,0,30,3,0.6,0,4,0,0,4,0,2,2.6,55158,0,564,0,0,644,2324,0,0,109,Man City,Chelsea,Hull City,Liverpool,Everton,2.1,3.9,3.5,3.2,4.1,3.3,4.6,2.9,2.1,3.7,3.8,2.7,2.7,5.6,3.7,3.6,3.9,2.7,3.4,4.3,2.2,5.1,3.7,2.9,3.6,2.3,3.5,1.9,4.5,4.3
Matt,Targett,DEF,SOU,4400000,1,6,0.25,5.68181818181818E-08,1.36363636363636E-06,0,26822,0,4,0,0,0,0,0,1.4,2428,-1,0,6,1,0.1,0,0.3,0,0,0,0,0,0.5,13101,0,169,0,0,283,69,0,0,59,Man City,Chelsea,Hull City,Liverpool,Everton,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,Tarkowski,DEF,BUR,4000000,0,0,0,0,0,0,27433,1,1,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,1.5,16899,0,0,0,0,19,2169,0,0,-2,Everton,Man Utd,Crystal Palace,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil,Taylor,DEF,SWA,4300000,0,1,0.0416666666666667,9.68992248062015E-09,2.32558139534884E-07,0,33129,1,4,0,0,0,0,0,0.2,887,-2,0,1,2,0,0,0,0,0,0,0,0,0.3,2501,0,321,0,0,130,567,0,0,11,Watford,Stoke,Man Utd,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dionatan do Nascimento,Teixeira,DEF,STK,4000000,0,0,0,0,0,0,24154,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3043,0,12,0,0,0,36,0,0,0,Hull City,Swansea,West Ham,Bournemouth,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Terry,DEF,CHE,5400000,0,10,2.5,4.62962962962963E-07,1.85185185185185E-06,0,153268,1,4,0,0,0,0,0,1.9,4056,-1,0,10,1,0,0,0,0,0,1,0,0,2.4,55016,0,228,0,0,360,665,0,0,64,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,1.9,1.8,2.4,1.9,3.1,1.5,2.6,1.9,2.7,3.5,3.6,2,1.2,2.2,2.8,3.4,1.6,2.2,3.1,2.3,2.8,2.9,2.4,1.7,1.4,2.9,1.5,2,2.1,2.7
,Thomas Robson,DEF,SUN,4000000,0,0,0,0,0,0,1769,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4209,0,0,0,0,0,388,0,0,0,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,5000000,2,12,0.5,1E-07,2.4E-06,0,1966,1,5,0,0,0,1,0,2.4,193,0,0,12,0,0.3,0,1.3,0,0,0,0,0,0.1,2697,0,221,0,0,324,278,0,0,58,Leicester,Liverpool,Burnley,Man City,Swansea,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.3,0.2,0.2,0.2,0.2
Gokhan,Tore,MID,WHU,5400000,0,10,0.416666666666667,7.71604938271605E-08,1.85185185185185E-06,0,9669,0,4,0,0,0,0,0,1.8,491,-1,1,10,1,0.1,0,0.3,0,0,1,0,1,0.1,8892,0,0,0,0,240,12,-1,0,29,Sunderland,Everton,Stoke,Tottenham,Man Utd,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
