FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Allan,McGregor,GLK,HUL,4400000,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,16,0,0,0,Stoke,Watford,Southampton,Sunderland,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum,McManaman,MID,WBA,4400000,0,0,0,0,0,0,4330,0,0,0,0,0,0,0,0,226,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1459,0,27,0,0,0,63,0,0,0,Liverpool,Man City,Leicester,Burnley,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,McNair,DEF,SUN,4400000,0,3,0.125,2.84090909090909E-08,6.81818181818182E-07,0,8507,0,7,0,0,0,0,0,0.7,555,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.4,3787,1,28,0,0,184,173,0,0,22,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,McQueen,MID,SOU,4500000,5,5,0.208333333333333,4.62962962962963E-08,1.11111111111111E-06,0,170,0,1,0,0,0,0,0,1.1,170,0,0,5,0,1.1,0,5,0,0,0,0,1,0,1463,0,0,0,0,77,1463,0,0,27,Man City,Chelsea,Hull City,Liverpool,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Mee,DEF,BUR,4500000,4,21,2.6,5.77777777777778E-07,4.66666666666667E-06,0,14344,1,12,0,0,0,0,0,4.7,987,0,0,21,0,0.9,0,4,0,0,2,0,1,0.8,17941,1,0,0,0,720,7504,0,0,143,Everton,Man Utd,Crystal Palace,West Brom,Man City,2.7,1.3,3.3,1.8,2.7,2.6,3.9,2.8,1.8,2.3,3.1,1.3,3.3,2.9,3.3,1.7,2.7,2.1,1.8,2.5,1.7,3.4,3.9,1.7,1.3,2.2,2.4,2.9,1.4,3.8
Nampalys,Mendy,MID,LEI,4400000,0,0,0,0,0,0,26199,1,0,0,0,0,0,0,0,904,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,2323,0,0,0,0,52,19,0,0,-1,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Per,Mertesacker,DEF,ARS,4900000,0,0,0,0,0,0,3902,0,0,0,0,0,0,0,0,132,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,527,0,265,0,0,0,27,0,0,0,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Meyler,MID,HUL,4500000,1,19,2.4,5.33333333333333E-07,4.22222222222222E-06,0,8044,1,14,0,0,0,1,0,4.2,1362,0,0,19,0,0.7,0,3,0,0,1,0,0,0.4,13011,0,0,0,0,593,685,0,0,121,Stoke,Watford,Southampton,Sunderland,West Brom,1.6,2.2,1.6,2.5,1.3,2.8,1.3,1.4,1.8,1.2,1.5,1.8,2.1,1.5,2.1,1.2,1.4,2.2,1.9,1.4,1.7,1.3,1.8,1.4,1.9,1.5,1.6,2.1,2.1,1.3
Matt,Miazga,DEF,CHE,4400000,0,0,0,0,0,0,3337,0,0,0,0,0,0,0,0,75,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,368,0,18,0,0,0,4,0,0,0,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Mignolet,GLK,LIV,5000000,0,16,3.2,6.4E-07,3.2E-06,0,74893,0,8,0,10,0,0,0,3.2,8177,0,0,16,0,0,0,0,1,0,0,0,0,2.5,63654,0,340,1,0,450,666,0,0,81,West Brom,Crystal Palace,Watford,Southampton,Sunderland,3.7,3.8,3.3,2.7,3.9,2.4,4.5,2.8,2.3,4.7,3.5,2.8,2.1,3.2,3.5,3.3,4.3,1.8,4.4,4.4,2.2,3.5,4.8,3.7,3,4.1,2.8,4.2,3.9,2.9
,Mika,GLK,SUN,4500000,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,7,0,0,0,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Obi,Mikel,MID,CHE,4400000,0,0,0,0,0,0,3850,0,0,0,0,0,0,0,0,213,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1623,0,209,0,0,0,24,0,0,0,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Milner,MID,LIV,6700000,3,46,6.6,9.85074626865672E-07,6.86567164179105E-06,0,50487,1,7,0,0,0,4,0,6.9,17005,2,0,46,-2,1.3,0,9,9,0,1,0,1,7.5,278245,0,508,0,3,611,49274,0,0,206,West Brom,Crystal Palace,Watford,Southampton,Sunderland,8.3,7.5,8.7,6.1,9.7,5.3,8.1,8.6,6.5,9.1,8,7.7,7.6,8.7,8.5,8,8.3,6.7,6.4,9.9,5.3,8.9,9.9,6.9,6.8,8.2,7.7,9.1,6.7,8.9
Tyrone,Mings,DEF,BOU,4500000,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,1,0,0,0,32,0,0,0,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Mirallas,MID,EVE,6400000,1,27,1.125,1.7578125E-07,4.21875E-06,0,163477,0,4,0,0,0,1,0,4.2,18858,-1,1,27,1,0.2,0,1,1,0,2,0,2,2.6,199890,0,245,0,0,465,671,-1,0,84,Burnley,West Ham,Chelsea,Swansea,Southampton,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.8,0.6,0.6,0.6,0.6,0.6,1,0.8,0.6,0.6,0.6,0.6,0.6
Henrikh,Mkhitaryan,MID,MUN,8900000,0,4,0.166666666666667,1.87265917602996E-08,4.49438202247191E-07,0,230885,0,2,0,0,0,0,0,0.4,999,-6,0,4,6,0,0,0,0,0,0,0,0,1.3,4419,0,0,0,0,107,62,0,0,8,Chelsea,Burnley,Swansea,Arsenal,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Nacho,Monreal,DEF,ARS,6000000,1,28,3.5,5.83333333333333E-07,4.66666666666667E-06,0,96809,1,9,0,0,0,0,0,4.7,5657,0,0,28,0,0.8,0,4.7,4,0,3,0,0,4.8,46567,0,511,0,0,703,6036,0,0,170,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,2.8,3.8,4.4,3,5,4.8,4.7,3.2,3.1,3.7,4.2,3.4,4.1,4.5,3.3,3,3.2,3.7,4.5,4.2,4,3.4,4.5,4.8,3.8,3.9,3.9,2.8,4.6,3.4
Jefferson,Montero,MID,SWA,5100000,0,4,0.166666666666667,3.26797385620915E-08,7.84313725490196E-07,0,7059,0,2,0,0,0,0,0,0.8,246,-4,0,4,4,0,0,0,0,0,0,0,0,0.1,1719,0,202,0,0,120,5,0,0,30,Watford,Stoke,Man Utd,Everton,Crystal Palace,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alberto,Moreno,DEF,LIV,4600000,1,3,0.125,2.71739130434783E-08,6.52173913043478E-07,0,121196,1,3,0,0,0,0,0,0.7,3564,-4,0,3,4,0.1,0,0.3,0,0,0,0,0,2,8161,0,394,0,0,110,408,0,0,15,West Brom,Crystal Palace,Watford,Southampton,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wes,Morgan,DEF,LEI,5000000,1,28,3.5,7E-07,5.6E-06,0,384134,0,14,0,0,0,1,0,5.6,64574,0,0,28,0,0.5,0,2.3,0,0,3,0,0,20.7,208633,0,549,0,0,720,6434,0,0,148,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,0,2.7,4.5,2.6,3.7,2.5,4.3,2.2,3.4,4.2,5.2,2.5,4.2,2.4,2.1,3.6,2.8,5.2,4.1,3.7,3.6,5.2,4.7,2,3.6,5.1,2.7,4.1,1.9,5.2
James,Morrison,MID,WBA,4700000,0,4,0.166666666666667,3.54609929078014E-08,8.51063829787234E-07,0,2525,0,0,0,0,0,0,0,0.9,114,-3,0,4,3,0.1,0,0.7,0,0,0,0,0,0,473,0,266,0,0,35,15,0,0,12,Liverpool,Man City,Leicester,Burnley,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Victor,Moses,MID,CHE,5500000,10,22,0.916666666666667,1.66666666666667E-07,4E-06,0,5992,1,0,0,0,0,2,0,4,536,0,0,22,0,0.7,0,4,2,0,2,0,0,0.3,11124,0,127,0,1,226,6766,0,0,86,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6
Lys,Mousset,FWD,BOU,5300000,0,0,0,0,0,0,2106,0,0,0,0,0,0,0,0,86,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,540,0,0,0,0,0,57,0,0,0,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Muniesa,DEF,STK,4300000,1,1,0.0416666666666667,9.68992248062015E-09,2.32558139534884E-07,0,3111,0,0,0,0,0,0,0,0.2,132,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,683,0,111,0,0,16,107,0,0,8,Hull City,Swansea,West Ham,Bournemouth,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,Musa,FWD,LEI,7000000,2,7,0.291666666666667,4.16666666666667E-08,1E-06,0,344902,0,7,0,0,0,0,0,1,3910,-5,0,7,5,0.1,0,0.7,0,0,0,0,0,3.5,26124,0,0,0,0,221,789,0,0,15,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Shkodran,Mustafi,DEF,ARS,6000000,1,19,3.8,6.33333333333333E-07,3.16666666666667E-06,0,11973,0,4,0,0,0,0,0,3.2,2503,0,0,19,0,0.8,0,5,2,0,2,0,0,1.5,55330,0,0,0,0,450,11171,0,0,117,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,3.2,4.3,4.9,3.4,5.6,5.2,5.1,3.6,3.5,4.2,4.7,3.9,4.5,5,3.7,3.4,3.7,4.2,4.9,4.7,4.5,3.9,4.9,5.4,4.3,4.3,4.4,3.2,5,3.9
Jordon,Mutch,MID,CRY,4300000,0,1,0.0416666666666667,9.68992248062015E-09,2.32558139534884E-07,0,3142,0,1,0,0,0,0,0,0.2,234,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,1831,0,54,0,0,9,293,0,0,7,Leicester,Liverpool,Burnley,Man City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4300000,0,0,0,0,0,0,26116,0,0,0,0,0,0,0,0,1076,-2,0,0,2,0,0,0,0,0,0,0,0,0.7,1511,0,218,0,0,0,71,0,0,0,Liverpool,Man City,Leicester,Burnley,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samir,Nasri,MID,MCI,6400000,0,1,1,1.5625E-07,1.5625E-07,0,11560,0,0,0,0,0,0,0,0.2,142,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,826,0,164,0,0,16,6,0,0,0,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,Naughton,DEF,SWA,4500000,1,13,1.6,3.55555555555556E-07,2.88888888888889E-06,0,25665,1,15,0,0,0,0,0,2.9,1255,0,0,13,0,0.2,0,1,0,0,1,0,0,1.2,23687,0,239,0,0,720,1731,0,0,140,Watford,Stoke,Man Utd,Everton,Crystal Palace,0.9,1.7,0.8,0.9,1.2,1.2,1.1,1.3,1.2,1.7,1.7,1.7,1.9,1.7,1.2,0.9,1.2,0.9,1.4,1.4,1,0.8,1.3,2,1.2,1.7,0.8,0.9,1.2,1
Jesus,Navas,MID,MCI,6200000,0,9,0.375,6.04838709677419E-08,1.45161290322581E-06,0,30771,0,4,0,0,0,0,0,1.5,1017,-3,1,9,3,0.2,0,1,0,0,0,0,1,0.6,10840,0,408,0,0,174,114,-1,0,34,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Didier,Ndong,MID,SUN,4900000,2,8,1.6,3.26530612244898E-07,1.63265306122449E-06,0,417,1,7,0,0,0,0,0,1.6,70,-1,1,8,1,0.4,0,2,0,0,0,0,0,0,617,0,0,0,0,378,16,-1,0,56,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,0.8,0.8,0.8,0.8,0.8,1.7,1,0.9,0.9,0.9,0.8,0.8,1,0.8,0.9,0.9,1,0.8,0.8,1.3,1.4,0.9,0.8,1.1,0.8,0.8,1.4,1,0.9,0.8
Alvaro,Negredo,FWD,MID,6400000,2,29,3.6,5.625E-07,4.53125E-06,0,842394,0,10,0,0,0,1,0,4.5,96135,-1,1,29,1,0.2,0,1.3,5,0,1,0,2,15.3,906858,0,0,0,1,621,3242,-1,0,75,Arsenal,Bournemouth,Man City,Chelsea,Leicester,3.9,4.6,4.2,3.8,3.4,4.1,3.5,4.4,4,3.6,3.6,4.6,4.5,3.8,3.6,3.2,3.4,4.5,4.4,4.4,3,5.1,5.4,4.4,2.9,3.2,4.2,3.7,3.6,4.2
Julien,Ngoy,FWD,STK,4500000,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2721,0,0,0,0,0,232,0,0,0,Hull City,Swansea,West Ham,Bournemouth,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,FWD,EVE,5700000,0,0,0,0,0,0,1798,0,0,0,0,0,0,0,0,71,-3,0,0,3,0,0,0,0,0,0,0,0,0,653,0,19,0,0,0,55,0,0,0,Burnley,West Ham,Chelsea,Swansea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,N'Jie,FWD,TOT,5900000,0,0,0,0,0,0,1633,0,0,0,0,0,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0,289,0,38,0,0,0,10,0,0,0,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges-Kevin,Nkoudou,MID,TOT,6900000,0,2,0.0833333333333333,1.20772946859903E-08,2.89855072463768E-07,0,247,0,0,0,0,0,0,0,0.3,17,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0,289,0,0,0,0,6,17,0,0,3,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,6300000,2,14,1.8,2.85714285714286E-07,2.22222222222222E-06,0,97124,3,15,0,0,0,0,0,2.2,3594,-2,0,14,2,0.3,0,1.7,0,0,2,0,0,1.8,9007,0,581,0,0,626,116,0,0,93,Sunderland,Everton,Stoke,Tottenham,Man Utd,1.6,0.9,1.2,0.9,1.2,0.9,0.9,1.6,0.9,1.4,1,1.2,0.9,1.7,0.9,0.9,1,1.2,1,0.9,1.9,1.3,0.9,1.1,1.4,1.1,1,1,0.9,0.9
,Nolito,MID,MCI,8800000,6,30,1.25,1.42045454545455E-07,3.40909090909091E-06,0,227791,0,2,0,0,0,3,0,3.4,2618,-2,0,30,2,0.2,0,2,2,0,1,0,2,1.6,206365,0,0,0,1,349,1791,0,1,97,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,0.7,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,1.2,0.6
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,21957,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5848,0,10,0,0,0,228,0,0,0,Watford,Stoke,Man Utd,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Havard,Nordtveit,MID,WHU,4800000,1,10,0.416666666666667,8.68055555555556E-08,2.08333333333333E-06,0,3821,0,7,0,0,0,0,0,2.1,119,-2,0,10,2,0.2,0,1,0,0,1,0,0,0.1,926,0,0,0,0,308,16,0,0,48,Sunderland,Everton,Stoke,Tottenham,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Nsue,DEF,MID,4300000,0,10,0.416666666666667,9.68992248062016E-08,2.32558139534884E-06,0,16192,0,5,0,0,0,0,0,2.3,1429,-2,1,10,2,0,0,0,0,0,1,0,0,0.3,7228,0,0,0,0,320,196,-1,0,49,Arsenal,Bournemouth,Man City,Chelsea,Leicester,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2
David,Nugent,FWD,MID,4700000,0,4,0.166666666666667,3.54609929078014E-08,8.51063829787234E-07,0,21641,0,0,0,0,0,0,0,0.9,864,-3,1,4,3,0,0,0,0,0,0,0,0,0.4,6159,0,0,0,0,43,405,-1,0,11,Arsenal,Bournemouth,Man City,Chelsea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Allan-Romeo,Nyom,DEF,WBA,4300000,2,5,1.3,3.02325581395349E-07,1.16279069767442E-06,0,21276,2,3,0,0,0,0,0,1.2,744,-2,0,5,2,0.4,0,1.7,0,0,0,0,0,0.6,5761,0,275,0,0,293,1482,0,0,24,Liverpool,Man City,Leicester,Burnley,Hull City,1.2,0.7,0.6,1.1,0.9,0.7,0.6,0.7,0.6,1.8,0.7,0.7,0.8,0.9,0.8,1.4,1.4,1.3,1,0.6,1.7,0.6,0.8,1,1.5,0.6,1,0.6,0.7,0.8
Pedro,Obiang,MID,WHU,4400000,3,4,0.166666666666667,3.78787878787879E-08,9.09090909090909E-07,0,6484,2,1,0,0,0,0,0,0.9,307,-1,0,4,1,0.3,0,1.3,0,0,1,0,0,0.3,3123,0,163,0,0,182,315,0,0,41,Sunderland,Everton,Stoke,Tottenham,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Moses,Odubajo,DEF,HUL,4400000,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,10,0,0,0,Stoke,Watford,Southampton,Sunderland,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo,Ogbonna,DEF,WHU,4800000,5,9,1.8,3.75E-07,1.875E-06,0,24331,1,11,0,0,0,0,0,1.9,573,-2,0,9,2,0.6,0,2.7,0,0,1,0,0,0.9,4763,0,284,0,0,450,1630,0,0,80,Sunderland,Everton,Stoke,Tottenham,Man Utd,1.5,1,2.1,1.4,0.9,2.3,1.9,1.8,1.2,1.4,0.9,1,1.6,1.3,1.2,1.3,1.4,1.3,1.2,1.1,1.6,1.6,2.5,1.1,1.3,1.2,2,1.7,2.3,1.1
Stefano,Okaka,FWD,WAT,5400000,0,0,0,0,0,0,524,1,0,0,0,0,0,0,0,35,-1,0,0,1,0,0,0,0,0,0,0,0,0,545,0,0,0,0,13,24,0,0,0,Swansea,Hull City,Liverpool,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eunan,O'Kane,MID,BOU,4400000,0,0,0,0,0,0,8842,0,0,0,0,0,0,0,0,258,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1190,0,84,0,0,0,4,0,0,0,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinji,Okazaki,FWD,LEI,5700000,0,7,0.291666666666667,5.11695906432749E-08,1.2280701754386E-06,0,66887,0,2,0,0,0,0,0,1.2,3278,-3,0,7,3,0.1,0,0.3,0,0,2,0,0,1.3,24284,0,320,0,0,238,1495,0,0,16,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Olley,MID,HUL,4400000,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,25,-1,0,0,1,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,12,0,0,0,Stoke,Watford,Southampton,Sunderland,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olufela,Olomola,MID,SOU,4500000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,9,0,0,0,Man City,Chelsea,Hull City,Liverpool,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,Olsson,DEF,WBA,4400000,0,6,0.25,5.68181818181818E-08,1.36363636363636E-06,0,22675,1,2,0,0,0,0,0,1.4,1229,-1,0,6,1,0,0,0,0,0,1,0,0,0.8,12455,0,261,0,0,180,137,0,0,28,Liverpool,Man City,Leicester,Burnley,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Aiden,O'Neill,MID,BUR,4400000,1,3,0.125,2.84090909090909E-08,6.81818181818182E-07,0,725,0,4,0,0,0,0,0,0.7,64,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0,924,0,0,0,0,85,31,0,0,16,Everton,Man Utd,Crystal Palace,West Brom,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joshua,Onomah,MID,TOT,4400000,0,2,0.0833333333333333,1.89393939393939E-08,4.54545454545455E-07,0,1639,0,0,0,0,0,0,0,0.5,101,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,932,0,17,0,0,9,21,0,0,8,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
