FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Muhamed,Besic,MID,EVE,4400000,0,0,0,0,0,0,963,0,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0,310,0,75,0,0,0,13,0,0,0,Chelsea,Swansea,Southampton,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daley,Blind,DEF,MUN,5800000,8,46,5.1,8.79310344827586E-07,7.93103448275862E-06,0,85920,0,9,0,0,0,0,0,8.1,8310,3,-1,46,-3,0.8,0,4.7,9,0,4,0,2,10.2,339424,0,477,0,1,810,65523,1,0,249,Swansea,Arsenal,West Ham,Everton,Tottenham,6.2,6.8,7.5,4.8,7.4,6.7,6.5,7.2,6.2,6.1,7.5,6.4,6.4,3.9,6.7,5,7.6,6.3,5.8,6.8,6.7,6,6.5,5.3,6.4,6.8,6.1,6.9
Hiram,Boateng,MID,CRY,4500000,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,36,0,0,0,Burnley,Man City,Swansea,Southampton,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bojan,MID,STK,5600000,0,12,0.4,7.14285714285714E-08,2.14285714285714E-06,0,93592,1,8,0,0,0,1,0,2.1,2733,-4,1,12,4,0,0,0,0,0,0,0,0,1,39836,0,360,0,0,271,134,-1,0,47,West Ham,Bournemouth,Watford,Burnley,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yannick,Bolasie,MID,EVE,6100000,6,39,3.9,6.39344262295082E-07,6.39344262295082E-06,0,187362,2,7,0,0,0,1,0,6.5,15153,1,-1,39,-1,1.1,0,6.7,3,0,3,0,4,6.5,252473,0,469,0,0,742,34822,1,0,151,Chelsea,Swansea,Southampton,Man Utd,Watford,2.2,4.3,2.9,4.9,3.3,2.8,3.3,3.2,3.7,4.2,3.4,3.1,3,5.4,3.8,5.3,2.4,4.1,3.9,2,3.4,5.8,5.2,2.6,3.8,3.6,4.5,2.4
Wilfried,Bony,FWD,STK,7300000,13,25,3.6,4.93150684931507E-07,3.42465753424658E-06,0,72848,0,10,0,0,0,2,0,3.4,2837,-2,0,25,2,0.8,0,5.7,3,0,3,0,0,1.5,93126,0,249,0,1,540,21696,0,0,85,West Ham,Bournemouth,Watford,Burnley,Arsenal,3.8,4.9,3.3,4.5,3.5,4,4.9,3.8,3,3.6,4.4,3.7,4.2,4.2,4.2,3,3.6,4,3.8,3.1,3.1,4.6,4.6,4.4,4.6,2.7,3.2,3.6
Fabio,Borini,FWD,SUN,5200000,0,4,2,3.84615384615385E-07,7.69230769230769E-07,0,65306,0,2,0,0,0,0,0,0.8,748,-3,0,4,3,0,0,0,0,0,1,0,0,0.5,5634,0,280,0,0,153,62,0,0,11,Bournemouth,Hull City,Liverpool,Leicester,Swansea,0,0,0,2.2,1.8,1.6,1.5,1.1,1.1,2.1,1.8,1.7,1.6,1.8,1.7,1.1,1.9,1.4,2,1.2,1.1,1.6,2,1.3,2.2,2.4,1.9,1.1
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,2815,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0,71,0,123,0,0,0,7,0,0,0,Swansea,Arsenal,West Ham,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,GLK,BOU,4600000,1,39,3.9,8.47826086956522E-07,8.47826086956522E-06,0,70290,1,14,0,33,0,0,0,8.5,7402,1,0,39,-1,0.9,0,4,1,0,3,0,0,8.5,182741,0,281,1,1,900,20820,0,0,200,Sunderland,Stoke,Arsenal,Liverpool,Burnley,5.5,3.7,4.1,5.8,2.4,5.3,5.7,2.2,3.1,5.7,3.5,5.2,5.8,2.1,4.5,3.3,2.1,5.8,5,3.3,3.5,5,3.1,4.8,2.9,5.8,5.8,2
Sofiane,Boufal,MID,SOU,6800000,1,2,0.0666666666666667,9.80392156862745E-09,2.94117647058824E-07,0,3483,0,0,0,0,0,0,0,0.3,579,-2,0,2,2,0.1,0,0.7,0,0,0,0,0,0.1,6527,0,0,0,0,51,1113,0,0,6,Hull City,Liverpool,Everton,Crystal Palace,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,FWD,HUL,4500000,1,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,2557,0,0,0,0,0,0,0,0.2,163,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,3415,0,0,0,0,1,321,0,0,3,Southampton,Sunderland,West Brom,Middlesbrough,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George,Boyd,MID,BUR,5200000,1,19,2.1,4.03846153846154E-07,3.65384615384615E-06,0,7552,0,12,0,0,0,0,0,3.7,283,-3,0,19,3,0.2,0,1,0,0,2,0,0,0.1,1718,0,0,0,0,716,39,0,0,87,Crystal Palace,West Brom,Man City,Stoke,Bournemouth,1.5,1.1,1.3,1,2.4,1,1,1.9,2.3,1,1.7,1,2.7,1.1,1.5,1.3,1.2,1,1.4,1.6,1.7,1.3,1,2.1,1,1.6,1,1.7
Cameron,Brannagan,MID,LIV,4300000,0,0,0,0,0,0,1363,0,0,0,0,0,0,0,0,118,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,870,0,27,0,0,0,108,0,0,0,Watford,Southampton,Sunderland,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,5500000,6,32,4.6,8.36363636363636E-07,5.81818181818182E-06,0,36441,0,6,0,16,0,0,0,5.8,4457,0,0,32,0,0.6,0,3.3,3,0,2,0,0,2.6,99399,0,0,1,1,630,8501,0,0,145,Middlesbrough,Crystal Palace,Burnley,Chelsea,Leicester,5.1,6.2,4.8,5.5,3.5,5.7,6,6,5.7,6.5,4.3,6.4,5.7,5.4,5.1,5.1,5.4,6.3,6.6,6.3,4.5,5.4,5.8,5.7,5.2,6.1,5.8,5.3
Miguel,Britos,DEF,WAT,4400000,8,25,3.1,7.04545454545455E-07,5.68181818181818E-06,0,4272,2,8,0,0,0,0,0,5.7,1479,-1,0,25,1,1.5,0,6.7,2,0,3,0,0,0.5,18895,0,205,0,1,714,14749,0,0,143,Liverpool,Leicester,Stoke,West Brom,Everton,3.8,3.3,3.9,3.4,3.2,2.4,3.1,3.8,3.8,3.7,2.8,2.8,4.3,3.8,2.3,4.4,3.7,2.4,3.9,3.5,3.3,3.2,3,3.5,4.5,1.8,2.3,2.6
Leon,Britton,MID,SWA,4400000,0,7,0.233333333333333,5.3030303030303E-08,1.59090909090909E-06,0,2425,2,7,0,0,0,0,0,1.6,155,-1,0,7,1,0.2,0,1,0,0,1,0,0,0.1,1068,0,166,0,0,348,84,0,0,47,Man Utd,Everton,Crystal Palace,Tottenham,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,28007,0,0,0,0,0,0,0,0,2775,-1,0,0,1,0,0,0,0,0,0,0,0,1.4,39255,0,22,0,0,0,7490,0,0,0,Chelsea,Swansea,Southampton,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,3745,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3155,0,0,0,0,0,372,0,0,0,Southampton,Sunderland,West Brom,Middlesbrough,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Brunt,DEF,WBA,4900000,0,2,0.0666666666666667,1.36054421768707E-08,4.08163265306122E-07,0,648,0,5,0,0,0,0,0,0.4,51,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0,1198,0,230,0,0,157,778,0,0,19,Leicester,Burnley,Hull City,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2177,0,0,0,0,0,41,0,0,0,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,4700000,0,0,0,0,0,0,127209,0,0,0,0,0,0,0,0,2944,-3,0,0,3,0,0,0,0,0,0,0,0,1.3,2194,0,341,0,0,0,119,0,0,0,West Ham,Bournemouth,Watford,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4400000,0,7,0.233333333333333,5.3030303030303E-08,1.59090909090909E-06,0,26501,2,6,0,0,0,0,0,1.6,1264,-1,0,7,1,0,0,0,0,0,1,0,0,0.3,11205,0,39,0,0,264,7,0,0,56,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4800000,0,6,0.2,4.16666666666667E-08,1.25E-06,0,24345,0,3,0,5,0,0,0,1.2,633,-2,1,6,2,0,0,0,0,0,0,0,0,0.4,20199,0,45,0,0,270,121,-1,0,39,Middlesbrough,Crystal Palace,Burnley,Chelsea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yohan,Cabaye,MID,CRY,5600000,1,15,0.5,8.92857142857143E-08,2.67857142857143E-06,0,110735,3,11,0,0,0,1,0,2.7,1938,-4,0,15,4,0.7,1,4,3,0,0,0,0,1.3,9857,0,397,0,1,458,1039,0,0,92,Burnley,Man City,Swansea,Southampton,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Gary,Cahill,DEF,CHE,6000000,6,44,4.4,7.33333333333333E-07,7.33333333333333E-06,0,83547,1,9,0,0,0,1,0,7.3,4425,0,-1,44,0,1.4,0,8.7,2,0,5,0,0,6.8,101411,0,283,0,1,900,41101,1,0,204,Everton,Middlesbrough,Tottenham,Man City,West Brom,5.5,4.6,6.3,3.9,5.6,4.8,5.7,6.6,6.3,4.9,3,5.3,5.1,5.9,4.2,5.3,5.1,5.6,5.4,6,4.8,4.5,3.7,6.2,3.7,5.1,5.2,6
Jonathan,Calleri,FWD,WHU,6800000,0,6,0.2,2.94117647058824E-08,8.82352941176471E-07,0,2221,0,2,0,0,0,0,0,0.9,115,-2,0,6,2,0.1,0,0.7,0,0,0,0,0,0,2215,0,0,0,0,135,62,0,0,8,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6600000,1,35,3.5,5.3030303030303E-07,5.3030303030303E-06,0,103879,0,10,0,0,0,3,0,5.3,16965,1,0,35,-1,0.6,0,4,2,0,5,0,1,5.6,215201,0,165,0,0,749,38088,0,0,92,Sunderland,Stoke,Arsenal,Liverpool,Burnley,5.2,2.5,2.2,5,1.9,5.2,4.5,1.8,3,3.7,3.8,4.1,4.7,1.9,4.7,2.8,1.9,5,4.7,2.3,2.5,4.2,1.8,4.1,3.1,4.6,4.9,1.9
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,210,0,0,0,Chelsea,Swansea,Southampton,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoff,Cameron,DEF,STK,4400000,0,20,2.9,6.59090909090909E-07,4.54545454545455E-06,0,11263,0,11,0,0,0,0,0,4.5,2672,-1,0,20,1,1,0,4.3,2,0,2,0,0,0.5,14154,0,293,0,0,630,496,0,0,126,West Ham,Bournemouth,Watford,Burnley,Arsenal,0,0,0,3.5,4,3.4,3,3.6,2.2,2.9,2.7,2.5,2.9,3,3.5,2.8,2.6,2.1,2.8,1.6,2.3,4.2,2.7,2.8,4.2,2.5,3.8,3
Fraizer,Campbell,FWD,CRY,4400000,1,2,0.0666666666666667,1.51515151515152E-08,4.54545454545455E-07,0,23267,0,1,0,0,0,0,0,0.5,2739,-1,0,2,1,0.2,0,0.7,0,0,0,0,0,1,35749,0,12,0,0,24,9030,0,0,4,Burnley,Man City,Swansea,Southampton,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,4703,0,0,0,0,0,0,0,0,31,-1,0,0,1,0,0,0,0,0,0,0,0,0,240,0,175,0,0,0,5,0,0,0,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emre,Can,MID,LIV,4800000,6,14,0.466666666666667,9.72222222222222E-08,2.91666666666667E-06,0,46550,1,4,0,0,0,1,0,2.9,1203,-2,0,14,2,0.8,0,3.7,0,0,1,0,0,0.9,12507,0,399,0,0,314,6369,0,0,49,Watford,Southampton,Sunderland,Bournemouth,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Etienne,Capoue,MID,WAT,5000000,3,56,5.6,1.12E-06,1.12E-05,0,451496,1,12,0,0,0,4,0,11,137480,5,2,56,-5,0.5,0,2.7,11,0,3,0,1,38,1680512,0,347,0,2,859,29838,-2,0,193,Liverpool,Leicester,Stoke,West Brom,Everton,4,8.4,6.5,6.6,6.9,5,7.1,5.9,6.2,6,7.1,4.9,5,7.8,6.6,6.6,6.4,4.8,6.2,7.9,6.4,5.1,6.7,7,5.2,6.4,5.3,5.4
Michael,Carrick,MID,MUN,4300000,0,1,0.0333333333333333,7.75193798449612E-09,2.32558139534884E-07,0,44167,0,0,0,0,0,0,0,0.2,3065,-2,0,1,2,0,0,0,0,0,0,0,0,1.2,38580,0,275,0,0,13,2049,0,0,4,Swansea,Arsenal,West Ham,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,6200000,0,2,0.0666666666666667,1.0752688172043E-08,3.2258064516129E-07,0,268613,0,2,0,0,0,0,0,0.3,979,-3,0,2,3,0,0,0,0,0,0,0,0,1.3,29574,0,381,0,0,90,56,0,0,7,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Carroll,MID,TOT,4300000,0,1,0.0333333333333333,7.75193798449612E-09,2.32558139534884E-07,0,4692,0,0,0,0,0,0,0,0.2,344,-2,0,1,2,0,0,0,0,0,0,0,0,0.2,2835,0,93,0,0,1,313,0,0,3,Arsenal,West Ham,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,4400000,0,0,0,0,0,0,1281,0,0,0,0,0,0,0,0,66,-1,0,0,1,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,54,0,0,0,Arsenal,West Ham,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,0,6,0.2,4.54545454545455E-08,1.36363636363636E-06,0,14880,1,7,0,0,0,0,0,1.4,929,-1,0,6,1,0,0,0,0,0,0,0,0,0.3,3492,0,335,0,0,405,8,0,0,51,Liverpool,Leicester,Stoke,West Brom,Everton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4300000,0,3,0.1,2.32558139534884E-08,6.97674418604651E-07,0,4652,1,3,0,0,0,0,0,0.7,193,-2,1,3,2,0,0,0,0,0,0,0,0,0.1,1311,0,246,0,0,175,35,-1,0,17,Bournemouth,Hull City,Liverpool,Leicester,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago,Cazorla,MID,ARS,7200000,0,38,4.8,6.66666666666667E-07,5.27777777777778E-06,0,326416,2,5,0,0,0,2,0,5.2,29540,-3,1,38,3,0.1,0,0.7,5,0,4,0,2,2.7,329064,0,259,0,0,618,405,-1,0,159,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0,0,6.3,4.6,4.8,4.5,4.3,4.7,4.3,4.2,5.9,6,5.1,4.1,4.5,5,3.4,6.9,5.6,3.9,4.9,5.3,6.2,6.2,4.3,5.6,5.1,5.1
Petr,Cech,GLK,ARS,5500000,1,35,3.5,6.36363636363636E-07,6.36363636363636E-06,0,217789,2,10,0,27,0,0,0,6.4,26249,0,0,35,0,0.6,0,3.3,0,0,4,0,0,16.9,179740,1,409,0,0,900,4610,0,0,169,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,4.2,3.1,5.1,4.6,4.4,3.1,3.2,3.6,4.2,3.7,4,4.2,3.5,3.2,3.3,4.2,4.6,3.6,4.3,2.9,4.8,4.9,3.8,3.9,4.1,3.1,4.6,3.5
,Cedric,DEF,SOU,4900000,0,24,3.4,6.93877551020408E-07,4.89795918367347E-06,0,63253,0,6,0,0,0,0,0,4.9,5845,-1,0,24,1,0,0,0,5,0,2,0,0,1.1,55703,0,320,0,0,552,282,0,0,131,Hull City,Liverpool,Everton,Crystal Palace,Middlesbrough,3.9,4.9,3.7,4.4,3.4,4.1,3.2,4.4,3.8,2.6,2.9,3.8,3.5,4.9,3.4,4.5,3.4,3.3,3.5,5.1,4.4,3.8,3.1,2.7,3.5,4.1,3.2,4.5
Nacer,Chadli,MID,WBA,6600000,2,48,6.9,1.04545454545455E-06,7.27272727272727E-06,0,135772,1,10,0,0,0,4,0,7.3,79825,1,0,48,-1,0.7,0,4.7,8,0,1,0,2,3.8,259017,0,173,0,2,607,18596,0,0,147,Leicester,Burnley,Hull City,Watford,Chelsea,0,10,9.6,8.8,6.9,8.6,9.4,7.2,8.2,7.9,7.3,9.4,9.5,8.3,7.7,10.3,7.7,7.6,5.9,9,9,8.3,6.7,7.2,10.4,8.2,7.6,9.5
Nathaniel,Chalobah,MID,CHE,4500000,0,6,0.2,4.44444444444444E-08,1.33333333333333E-06,0,360,0,0,0,0,0,0,0,1.3,87,0,0,6,0,0.4,0,1.7,0,0,0,0,1,0,647,0,0,0,0,45,79,0,0,22,Everton,Middlesbrough,Tottenham,Man City,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,5,21,0.7,1.20689655172414E-07,3.62068965517241E-06,0,91662,0,4,0,0,0,1,0,3.6,2756,-2,0,21,2,0.4,0,2.3,0,0,1,0,1,1.4,65763,0,186,0,0,361,3264,0,0,100,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4400000,5,16,3.2,7.27272727272727E-07,3.63636363636364E-06,0,116476,1,8,0,0,0,1,0,3.6,2227,-1,0,16,1,0.5,0,2.3,0,0,1,0,0,2.9,86136,0,70,0,0,450,1956,0,0,103,Man City,Chelsea,Leicester,Hull City,Southampton,2.7,3.1,2,3,3.6,4.5,3,2.9,2.6,3.3,3.3,4.5,3.3,3.5,3.2,4.2,4,3.6,2.8,3.4,3.8,3.9,4,3.1,2.6,2.7,3.7,4.1
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,4202,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,85,0,0,0,2,0,0,0,Leicester,Burnley,Hull City,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,4300000,0,0,0,0,0,0,5249,0,0,0,0,0,0,0,0,399,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,647,0,0,0,0,0,22,0,0,0,West Brom,Watford,Middlesbrough,Sunderland,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Chirivella,MID,LIV,4300000,0,0,0,0,0,0,1297,0,0,0,0,0,0,0,0,91,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,851,0,2,0,0,0,74,0,0,0,Watford,Southampton,Sunderland,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Christian Benteke,FWD,CRY,7600000,2,26,3.3,4.34210526315789E-07,3.42105263157895E-06,0,243336,2,14,0,0,0,3,0,3.4,43314,1,1,26,-1,0.1,1,1,2,0,0,0,0,7.2,419474,0,315,0,0,713,12888,-1,0,64,Burnley,Man City,Swansea,Southampton,Hull City,2.9,3.6,4.1,3.4,4.8,3.1,3.1,3.1,3.3,3.6,3.5,3.5,2.6,4.2,3.5,2.9,3.9,3.1,3,2.8,3.3,2.6,4.2,3.6,3.8,3.7,4,2.9
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,2541,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5329,0,0,0,0,0,297,0,0,0,Southampton,Sunderland,West Brom,Middlesbrough,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,Clasie,MID,SOU,4700000,2,10,0.333333333333333,7.09219858156028E-08,2.12765957446809E-06,0,2815,1,7,0,0,0,0,0,2.1,105,-3,0,10,3,0.4,0,1.7,0,0,0,0,0,0.1,1233,0,183,0,0,412,145,0,0,42,Hull City,Liverpool,Everton,Crystal Palace,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,3,16,2,4.65116279069767E-07,3.72093023255814E-06,0,14585,1,6,0,0,0,0,0,3.7,1579,-2,0,16,2,0.5,0,2,0,0,3,0,0,0.5,15102,0,0,0,0,594,7288,0,0,81,Man City,Chelsea,Leicester,Hull City,Southampton,1,1.1,1.3,1.1,1.2,1,1.3,1.2,1.4,2.2,1.4,1.3,1.2,1,1.4,1.3,1.2,1.8,1.6,1.5,1.6,1.7,1,1,1,1,1.2,1
Tom,Cleverley,MID,EVE,5200000,1,8,0.266666666666667,5.12820512820513E-08,1.53846153846154E-06,0,6872,1,3,0,0,0,0,0,1.5,184,-3,1,8,3,0.3,0,1.3,0,0,0,0,0,0.1,846,0,241,0,0,250,75,-1,0,35,Chelsea,Swansea,Southampton,Man Utd,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gael,Clichy,DEF,MCI,5300000,0,12,3,5.66037735849057E-07,2.26415094339623E-06,0,38154,0,3,0,0,0,0,0,2.3,2689,-2,0,12,2,0.1,0,0.7,0,0,1,0,0,1.2,12600,0,166,0,0,349,525,0,0,79,Middlesbrough,Crystal Palace,Burnley,Chelsea,Leicester,2.7,3.8,2.5,2.9,1.7,3.1,3.9,3.3,3.7,3.6,2.2,3.6,3.7,2.9,2.7,2.7,2.9,3.8,4.3,4.1,2.3,2.9,3.2,3.1,2.7,3.7,3.1,2.8
Sam,Clucas,MID,HUL,4800000,1,17,1.7,3.54166666666667E-07,3.54166666666667E-06,0,2695,4,23,0,0,0,0,0,3.5,141,-2,0,17,2,0.2,0,1,0,0,1,0,0,0,980,0,0,0,0,882,36,0,0,164,Southampton,Sunderland,West Brom,Middlesbrough,Crystal Palace,0.8,1.4,0.8,1.4,0.8,0.8,0.9,0.8,0.9,1.2,1.3,0.8,1.2,0.8,0.8,1.2,1.1,0.9,0.9,0.9,1,0.8,1,0.9,1,1.3,1.1,0.8
