FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Seamus,Coleman,DEF,EVE,5500000,0,29,3.6,6.54545454545455E-07,5.27272727272727E-06,0,125896,2,11,0,0,0,1,0,5.3,9481,0,0,29,0,0.4,0,2,4,0,2,0,0,4.7,178119,0,327,0,1,720,9066,0,0,157,Swansea,Southampton,Man Utd,Watford,Arsenal,4.3,3.3,3.7,3,5,5.4,1.8,3.5,4.9,3.8,3.9,3.9,5.4,3.1,4.2,3.1,4.5,4.4,3.8,2.2,4.3,4.9,3.8,4.3,3.3,4.6,4.4
James,Collins,DEF,WHU,4300000,3,20,2.9,6.74418604651163E-07,4.65116279069767E-06,0,250380,1,15,0,0,0,1,0,4.7,15878,-2,1,20,2,0.2,0,1,3,0,1,0,0,5.9,317225,0,217,0,1,630,4011,-1,0,132,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0,1.8,3.9,3.3,3.5,3,2.7,1.5,2.5,3.4,2.5,2.5,2.7,3.2,2.4,3,2.5,3,2.9,3.8,2.9,2.3,3.3,3.1,3.6,4.4,1.9
Lewis,Cook,MID,BOU,4200000,0,2,0.0606060606060606,1.44300144300144E-08,4.76190476190476E-07,0,16230,0,3,0,0,0,0,0,0.5,1000,-3,1,2,3,0,0,0,0,0,0,0,0,0.4,6768,0,0,0,0,80,684,-1,0,10,Stoke,Arsenal,Liverpool,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Cook,DEF,BOU,4900000,1,39,3.5,7.14285714285714E-07,7.95918367346939E-06,0,15850,1,16,0,0,0,1,0,8,3626,-1,0,39,1,0.7,0,3.3,6,0,3,0,0,1.5,45872,0,443,0,1,990,10358,0,0,224,Stoke,Arsenal,Liverpool,Burnley,Leicester,3.4,3.9,5.2,2,4.3,4.9,2,2.9,5,3,4.6,4.8,1.9,3.8,3.1,1.8,5.2,4.2,2.9,3.3,4.3,2.6,4.1,2.4,5.1,4.8,1.8
Francis,Coquelin,MID,ARS,4300000,2,16,1.8,4.18604651162791E-07,3.72093023255814E-06,0,72734,2,8,0,0,0,0,0,3.7,4712,-2,0,16,2,0.5,0,2.3,0,0,2,0,0,2.3,67072,0,246,0,0,656,10321,0,0,90,Man Utd,Bournemouth,West Ham,Stoke,Everton,1.3,1.4,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.4,1.3,1.1,0.9,0.9,1.1,0.9,1.7,1.3,0.9,1,1.2,1.5,1.4,0.9,1.2,1.1,1.2
Jack,Cork,MID,SWA,4700000,0,17,1.9,4.04255319148936E-07,3.61702127659574E-06,0,3355,1,14,0,0,0,0,0,3.6,110,-3,0,17,3,0.1,0,0.3,0,0,1,0,0,0.1,1061,0,376,0,0,672,20,0,0,124,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,1,1,1,1.6,1.3,1.5,1.1,1.6,1.2,1,1,1.1,1,1.9,1,1.5,1.3,1,1.3,1.1,1,1.3,1.1,1.4,1.4,1.7,1
,Costa,FWD,CHE,10500000,9,73,6.6,6.28571428571429E-07,6.95238095238095E-06,0,427711,4,9,0,0,0,9,0,7,55690,10,-1,73,-10,0.6,0,6,10,0,6,0,3,41.2,1682199,0,533,0,2,964,119545,1,0,276,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,8,9.4,8.1,9.1,8,8.4,9.9,9.4,7,7.1,9,7.5,8.4,7.2,9.1,7.6,9.4,8,9.1,9.3,6.7,7.4,9.6,7.1,8.9,8.4,9.4
Thibaut,Courtois,GLK,CHE,5500000,6,45,4.1,7.45454545454545E-07,8.18181818181818E-06,0,158105,1,9,0,17,0,0,0,8.2,6645,0,0,45,0,1.1,0,6.3,0,0,6,0,0,10.2,160099,0,230,0,1,990,46757,0,0,183,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,4.1,5.7,3.5,5.2,3.9,5.1,6.1,5.9,4.2,2.6,5.1,4.7,5.5,3.3,4.9,4.7,5.3,5,5.6,4.3,4.1,3.1,5.6,3.2,4.7,4.8,4.9
Philippe,Coutinho,MID,LIV,8700000,11,75,6.8,7.81609195402299E-07,8.62068965517241E-06,0,657139,1,11,0,0,0,5,0,8.7,93276,7,-1,75,-7,1.1,0,9.7,10,0,2,0,6,45.7,1645317,0,459,0,2,837,127350,1,0,291,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,0,9.7,6.1,9.1,8.5,6.3,9,7.7,8.2,8,9.3,8.2,7.9,8.8,7.2,6.7,10.2,6.2,9.9,10.2,7.2,7.9,8.4,7.7,9.2,6.5,9.5
Aaron,Cresswell,DEF,WHU,5300000,2,9,0.272727272727273,5.14579759862779E-08,1.69811320754717E-06,0,10049,0,3,0,0,0,0,0,1.7,800,-2,0,9,2,0.2,0,1,0,0,1,0,1,0.4,10110,0,514,0,0,254,1617,0,1,48,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Peter,Crouch,FWD,STK,4800000,1,6,0.181818181818182,3.78787878787879E-08,1.25E-06,0,26639,0,2,0,0,0,0,0,1.3,1312,-2,0,6,2,0.1,0,0.7,0,0,0,0,0,0.6,13597,0,47,0,0,132,1310,0,0,13,Bournemouth,Watford,Burnley,Arsenal,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Cuadrado,MID,CHE,6900000,0,0,0,0,0,0,51586,0,0,0,0,0,0,0,0,443,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,640,0,8,0,0,0,6,0,0,0,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Cullen,MID,WHU,4400000,0,0,0,0,0,0,3848,0,0,0,0,0,0,0,0,120,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,727,0,0,0,0,0,31,0,0,0,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,5100000,1,40,3.6,7.05882352941176E-07,7.84313725490196E-06,0,88233,1,16,0,0,0,1,0,7.8,13124,1,-1,40,-1,0.5,0,2.7,4,0,3,0,1,6.6,179398,0,491,0,1,990,17976,1,0,225,Stoke,Arsenal,Liverpool,Burnley,Leicester,3.5,4,5.4,2.1,4.5,5,2.1,3,5.2,3.2,4.8,5,2,3.9,3.3,1.9,5.4,4.4,3,3.4,4.5,2.8,4.3,2.5,5.3,5,1.8
Scott,Dann,DEF,CRY,5400000,1,23,3.3,6.11111111111111E-07,4.25925925925926E-06,0,207165,1,12,0,0,0,2,0,4.3,6400,-1,0,23,1,0.1,0,0.3,1,0,0,0,0,3.8,73044,0,480,0,1,630,810,0,0,118,Man City,Swansea,Southampton,Hull City,Man Utd,2.7,3.7,3.8,3.9,2.6,3.2,3.4,4.7,3.2,4.3,3.6,3.4,3.1,4.2,3,4,3.9,3.5,2.8,3.7,4.1,3.2,4.2,3.8,2.9,3.3,2.6
Tendayi,Darikwa,DEF,BUR,4300000,0,0,0,0,0,0,1344,0,0,0,0,0,0,0,0,60,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,359,0,0,0,0,0,48,0,0,0,West Brom,Man City,Stoke,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5000000,2,9,0.272727272727273,5.45454545454546E-08,1.8E-06,0,51494,0,1,0,0,0,0,0,1.8,1066,-5,0,9,5,0.6,0,3,1,0,1,0,0,0.8,8543,0,257,0,0,180,2164,0,0,50,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,David Luiz,DEF,CHE,6000000,6,31,4.4,7.33333333333333E-07,5.16666666666667E-06,0,28189,1,5,0,0,0,0,0,5.2,2637,0,0,31,0,0.9,0,5.7,0,0,5,0,0,2.1,84346,0,0,0,0,630,20085,0,0,169,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,4.6,6.3,3.9,5.7,4.3,5.6,6.6,6.3,4.7,2.9,5.6,5,5.9,3.7,5.4,5.1,5.8,5.3,6.1,4.8,4.6,3.4,6.2,3.6,5.2,5.3,5.4
Ben,Davies,DEF,TOT,4800000,0,10,0.303030303030303,6.31313131313131E-08,2.08333333333333E-06,0,10680,1,2,0,0,0,0,0,2.1,1155,-2,0,10,2,0,0,0,0,0,1,0,0,0.2,6243,0,192,0,0,284,26,0,0,56,West Ham,Chelsea,Swansea,Man Utd,Hull City,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Curtis,Davies,DEF,HUL,5000000,2,22,2,4E-07,4.4E-06,0,75354,1,24,0,0,0,0,0,4.4,3454,0,0,22,0,0.3,0,1.7,3,0,1,0,1,2.2,96948,0,0,0,1,990,639,0,0,199,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,1.5,1.5,1.6,1.7,1.7,2.5,1.2,1.7,1.9,2.4,1.3,1.2,2.6,2.9,1.7,1,1.4,1.2,2.7,1.3,1.3,2.1,1.6,1.8,1.4,2.1,1.8
Tom,Davies,MID,EVE,4400000,1,3,0.0909090909090909,2.06611570247934E-08,6.81818181818182E-07,0,1307,0,0,0,0,0,0,0,0.7,83,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0,1130,0,0,0,0,43,80,0,0,5,Swansea,Southampton,Man Utd,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Davis,MID,SOU,5200000,2,27,2.5,4.80769230769231E-07,5.19230769230769E-06,0,31436,1,12,0,0,0,0,0,5.2,1020,-3,0,27,3,0.4,0,2,0,0,3,0,1,0.6,3528,0,535,0,0,966,168,0,0,175,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,1.4,2.4,1.7,2.3,1.6,1.3,1.9,1.8,1.3,1.5,3.1,2,2,2.4,1.2,1.8,2.3,1.3,2.6,1.8,1.8,1.5,1.2,1.8,1.2,2.1,2
Craig,Dawson,DEF,WBA,4800000,2,22,2,4.16666666666667E-07,4.58333333333333E-06,0,52496,4,15,0,0,0,0,0,4.5,2086,-2,1,22,2,0.1,0,0.7,1,0,2,0,0,1.7,11817,0,433,0,0,990,1494,-1,0,137,Burnley,Hull City,Watford,Chelsea,Swansea,1.8,1.9,1.6,1.2,1.4,1.1,2.9,1.8,1.5,1.6,1.4,1.6,2,2.5,2.4,1.7,1.2,2.4,1.1,1.6,1.8,2.6,1.3,1.4,1.3,1.4,1.8
Michael,Dawson,DEF,HUL,4400000,10,11,3.7,8.40909090909091E-07,2.5E-06,0,1591,0,4,0,0,0,1,0,2.5,625,-1,0,11,1,0.8,0,3.7,2,0,0,0,0,0.3,10438,1,0,0,1,270,9320,0,0,53,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,3.9,4,4.1,4.3,4.2,4.8,3.2,4.2,4.7,5.4,3.4,3.2,5.2,5.4,4.4,2.7,3.7,3.3,5.1,3.5,3.5,4.9,4.1,4.4,3.7,5,4.5
Kevin,De Bruyne,MID,MCI,10800000,8,62,6.2,5.74074074074074E-07,5.74074074074074E-06,0,712130,1,8,0,0,0,2,0,5.8,16308,3,-1,62,-3,0.4,1,4.3,12,0,1,0,8,10.6,834557,0,546,0,2,758,40593,1,0,249,Crystal Palace,Burnley,Chelsea,Leicester,Watford,7.3,6.7,6.6,7.3,8.1,5.2,7.6,4.4,8.8,6.2,7.2,6.3,7.6,6,8.3,8.1,7.4,5.8,6.1,5.3,7.1,6.9,7,8.3,6.9,9.3,7.5
David,de Gea,GLK,MUN,5500000,2,38,3.5,6.36363636363636E-07,6.90909090909091E-06,0,503661,0,13,0,24,0,0,0,6.9,47775,0,0,38,0,0.5,0,2.7,1,0,4,0,0,37.6,215112,0,368,0,0,990,4972,0,0,174,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,4.6,5.1,2.7,4.5,4.3,4.1,3.7,3.6,4.3,5.1,4.3,3.9,2.2,4.1,2.9,5.2,3.8,3.5,4,4.2,3.3,3.8,2.8,3.7,4.8,3.5,4.3
Ritchie,de Laet,DEF,LEI,4400000,0,0,0,0,0,0,5501,0,0,0,0,0,0,0,0,81,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,210,0,129,0,0,0,8,0,0,0,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos,De Pena,MID,MID,4300000,0,0,0,0,0,0,7507,0,0,0,0,0,0,0,0,443,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,8518,0,0,0,0,0,146,0,0,0,Chelsea,Leicester,Hull City,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marten,de Roon,MID,MID,4300000,6,17,0.515151515151515,1.19802677942213E-07,3.95348837209302E-06,0,9728,3,8,0,0,0,1,0,4,1451,-2,0,17,2,0.7,0,3,0,0,1,0,0,0.4,16744,0,0,0,0,592,10082,0,0,81,Chelsea,Leicester,Hull City,Southampton,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Julien,de Sart,MID,MID,4300000,0,0,0,0,0,0,2365,0,0,0,0,0,0,0,0,128,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2016,0,0,0,0,0,120,0,0,0,Chelsea,Leicester,Hull City,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4700000,0,0,0,0,0,0,7934,0,0,0,0,0,0,0,0,255,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,1437,0,11,0,0,0,157,0,0,0,Man Utd,Bournemouth,West Ham,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,7000000,2,38,3.5,5E-07,5.42857142857143E-06,0,282997,3,19,0,0,0,3,0,5.4,38436,0,1,38,0,0.3,0,2,4,0,3,0,1,6.4,352235,0,629,0,1,977,7630,-1,0,131,Leicester,Stoke,West Brom,Everton,Man City,4.7,4.1,4,4.4,3.8,4.2,4.3,3.8,3.6,3.5,2.7,3.4,4.6,3,4.5,4.1,2.6,4.2,4.6,4,2.8,4.2,4.7,4.7,3,2.9,4.2
Jermain,Defoe,FWD,SUN,7400000,12,61,5.5,7.43243243243243E-07,8.24324324324324E-06,0,426603,0,20,0,0,0,6,0,8.4,11955,4,-1,61,-4,0.9,0,7,12,0,0,0,1,16.4,815247,0,595,0,3,982,137883,1,0,178,Hull City,Liverpool,Leicester,Swansea,Chelsea,7.2,6.7,8.2,7.5,6.8,7,6.2,6.1,8,7.4,7.5,7.1,7.4,7.5,6,7.4,6.7,8.1,6.3,6.2,6.8,7.9,6.8,8.2,7.5,7.2,5.5
Steven,Defour,MID,BUR,6000000,2,35,1.06060606060606,1.76767676767677E-07,5.83333333333333E-06,0,23241,1,5,0,0,0,1,0,5.8,916,0,0,35,0,0.1,0,0.7,6,0,3,0,3,0.3,27891,0,0,0,0,504,328,0,0,144,West Brom,Man City,Stoke,Bournemouth,West Ham,0.5,0.5,0.5,0.8,0.5,0.5,0.6,0.8,0.5,0.6,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5
Damien,Delaney,DEF,CRY,4900000,0,18,1.8,3.6734693877551E-07,3.6734693877551E-06,0,24614,2,14,0,0,0,0,0,3.7,1246,-1,0,18,1,0.1,0,0.3,0,0,1,0,0,0.7,7344,0,366,0,0,846,142,0,0,134,Man City,Swansea,Southampton,Hull City,Man Utd,1,1.5,1.5,1.6,1,1.2,1.3,2.5,1.2,2.2,1.4,1.3,1.2,1.8,1.1,1.6,1.6,1.4,1,1.5,2.1,1.2,2,1.5,1.1,1.3,0.9
Fabian,Delph,MID,MCI,4700000,0,2,0.0606060606060606,1.28949065119278E-08,4.25531914893617E-07,0,6170,0,1,0,0,0,0,0,0.4,120,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,1323,0,156,0,0,30,16,0,0,4,Crystal Palace,Burnley,Chelsea,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mousa,Dembele,MID,TOT,5400000,8,16,0.484848484848485,8.97867564534231E-08,2.96296296296296E-06,0,7121,1,3,0,0,0,0,0,3,633,-1,0,16,1,0.8,0,4.3,3,0,2,0,1,0.3,8554,0,473,0,0,369,4079,0,0,88,West Ham,Chelsea,Swansea,Man Utd,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jason,Denayer,DEF,SUN,4700000,1,5,0.151515151515152,3.22372662798195E-08,1.06382978723404E-06,0,2695,1,2,0,0,0,0,0,1.1,43,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0.1,606,0,0,0,0,214,47,0,0,37,Hull City,Liverpool,Leicester,Swansea,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Memphis,Depay,MID,MUN,7200000,0,3,0.0909090909090909,1.26262626262626E-08,4.16666666666667E-07,0,6598,1,1,0,0,0,0,0,0.4,110,-3,0,3,3,0,0,0.3,0,0,0,0,0,0.2,709,0,259,0,0,24,58,0,0,6,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerard,Deulofeu,MID,EVE,6000000,0,9,0.272727272727273,4.54545454545455E-08,1.5E-06,0,124883,0,3,0,0,0,0,0,1.5,1350,-5,0,9,5,0.1,0,0.3,0,0,0,0,0,1,17907,0,283,0,0,293,108,0,0,31,Swansea,Southampton,Man Utd,Watford,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mohamed,Diame,MID,HUL,5500000,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,6,0,0,0,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,5100000,1,19,1.9,3.72549019607843E-07,3.72549019607843E-06,0,350954,2,5,0,0,0,0,0,3.7,6408,-4,0,19,4,0.4,0,2,0,0,4,0,0,5.3,19000,0,526,0,0,721,992,0,0,97,West Ham,Chelsea,Swansea,Man Utd,Hull City,1.3,1,1.4,1.1,1.2,1.8,1,1,1.1,1.2,1,1.5,1.5,1,1.3,1.6,1,1.4,1,1.2,1.5,1.8,1.1,1,1,1.6,1.1
Adama,Diomande,FWD,HUL,4600000,0,20,2.2,4.78260869565217E-07,4.34782608695652E-06,0,287580,0,9,0,0,0,1,0,4.3,23941,1,0,20,-1,0.1,0,0.3,2,0,2,0,0,5.4,376461,0,0,0,0,507,4955,0,0,58,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,0,1.8,1.8,1.9,1.5,2,1.9,2.1,2.2,2.2,1.4,1.6,2.2,1.9,2.1,1.6,1.9,1.5,2.1,1.5,2.1,2,1.7,1.8,2.2,2.3,1.7
Mame Biram,Diouf,FWD,STK,5800000,1,10,1.4,2.41379310344828E-07,1.72413793103448E-06,0,24478,0,9,0,0,0,0,0,1.7,800,-2,0,10,2,0.1,0,0.7,0,0,0,0,0,0.4,9844,0,245,0,0,287,874,0,0,26,Bournemouth,Watford,Burnley,Arsenal,Southampton,1.2,0.7,1.2,0.8,1,1.2,0.9,0.7,0.9,1.1,0.8,1.1,1,1,0.7,0.8,1,0.8,0.7,0.7,1.2,1.2,1.1,1.1,0.7,0.7,0.8
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,4,0,0,0,Leicester,Stoke,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papy,Djilobodji,DEF,SUN,4300000,2,8,1,2.32558139534884E-07,1.86046511627907E-06,0,6816,2,16,0,0,0,0,0,1.9,260,-2,1,8,2,0.1,0,0.3,0,0,0,0,0,0.2,2863,0,0,0,0,679,532,-1,0,102,Hull City,Liverpool,Leicester,Swansea,Chelsea,0.5,0.8,0.5,0.5,0.5,0.6,0.5,0.5,1,0.7,0.6,0.7,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,1.1,1,0.9,0.6,0.5,0.5
Abdoulaye,Doucoure,MID,WAT,4600000,0,1,0.0303030303030303,6.58761528326746E-09,2.17391304347826E-07,0,794,0,1,0,0,0,0,0,0.2,19,-4,1,1,4,0,0,0,0,0,0,0,0,0,145,0,0,0,0,7,8,-1,0,3,Leicester,Stoke,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart,Downing,MID,MID,5200000,2,36,3.3,6.34615384615385E-07,6.92307692307692E-06,0,39149,1,12,0,0,0,1,0,6.9,1386,-3,0,36,3,0.8,0,4.3,3,0,2,0,2,0.6,13224,0,0,0,0,893,809,0,0,167,Chelsea,Leicester,Hull City,Southampton,Liverpool,2.4,3.1,2.6,2.7,2,2.9,2.6,3.2,4.2,3,2.8,2.6,2.3,3.3,2.9,2.8,3.8,3.3,3.4,3.1,3.6,1.8,2.3,2.2,2,2.9,1.6
Luke,Dreher,MID,CRY,4500000,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,11,0,0,0,Man City,Swansea,Southampton,Hull City,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,LEI,5300000,2,30,2.7,5.09433962264151E-07,5.66037735849057E-06,0,255392,0,18,0,0,0,0,0,5.7,21206,-2,0,30,2,0.4,0,2,2,0,3,0,1,5.3,66220,0,592,0,0,978,558,0,0,186,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,0,0,2.2,2,1.4,1.4,3,2.6,1.9,2.2,1.4,1.4,2.9,1.8,1.8,2.4,1.4,1.4,2.5,3.3,1.4,1.5,2.5,1.6,2.8,1.4,3.3
Nathan,Dyer,MID,SWA,4700000,0,1,0.0303030303030303,6.44745325596389E-09,2.12765957446809E-07,0,6519,0,1,0,0,0,0,0,0.2,96,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,918,0,64,0,0,6,32,0,0,1,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oviemuno,Ejaria,MID,LIV,4500000,1,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,78,0,0,0,0,0,0,0,0.2,13,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,103,0,0,0,0,4,10,0,0,3,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,Elmohamady,MID,HUL,4800000,2,17,1.7,3.54166666666667E-07,3.54166666666667E-06,0,18627,0,22,0,0,0,0,0,3.5,414,-2,0,17,2,0.4,0,2,0,0,1,0,0,0.3,6275,0,0,0,0,838,103,0,1,138,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,1.5,0.8,1.3,0.8,0.8,0.8,0.8,1.1,1.1,1.3,0.8,1.1,0.8,0.8,1.3,1.1,1,0.8,0.9,1.1,0.8,1,1.1,0.9,1.3,1,0.9
Mohamed,Elneny,MID,ARS,4600000,0,13,0.393939393939394,8.5638998682477E-08,2.82608695652174E-06,0,25930,0,6,0,0,0,0,0,2.8,715,-4,0,13,4,0.4,0,1.7,0,0,1,0,1,0.5,7338,0,134,0,0,284,445,0,0,72,Man Utd,Bournemouth,West Ham,Stoke,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marvin,Emnes,FWD,SWA,4400000,0,0,0,0,0,0,17753,0,0,0,0,0,0,0,0,938,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,11591,0,4,0,0,0,1121,0,0,0,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
